 	volevo	Maria	domani	di	venire	da	me	</S>
ì	0.94191414	0.004883089	0.018845128	0.004203962	0.012067974	0.0010868165	0.0010208368	0.015978033
t	0.72581893	0.008771293	0.08896968	0.003691463	0.0046178247	0.0025878167	0.0031123208	0.1624307
e	0.3645026	0.4372252	0.075390615	0.007286819	0.0058089714	7.050183e-05	0.000706708	0.10900858
l	0.7746077	0.13630475	0.088677965	0.00018737382	1.2902385e-05	2.5753411e-06	1.7352198e-06	0.00020498327
a	0.2227273	0.2657545	0.09685532	0.02162099	0.032107923	0.0029283916	0.0015501897	0.35645542
e	0.63856536	0.274052	0.06244798	0.00834104	0.002214239	0.00052991806	0.0006009977	0.013248521
M	0.029132456	0.292772	0.627617	0.0052081887	0.0016210916	0.00033027842	0.00040520102	0.042913828
a	0.04787699	0.14629288	0.78601426	0.013145032	0.0010136564	7.145896e-05	1.786624e-05	0.0055678817
r	0.028487474	0.5977118	0.35888025	0.013976577	0.0002031963	2.910451e-05	9.294096e-06	0.00070237526
ì	0.04361059	0.2375609	0.67703575	0.023305241	0.0042745736	0.00038027368	8.13287e-05	0.013751346
a	0.07845498	0.25701442	0.41301706	0.17265932	0.03566118	0.017307665	0.00765536	0.018229956
à	0.0012104982	0.19340281	0.6754145	0.1054094	0.010127377	0.011949325	0.00024886784	0.0022372275
v	0.0053412663	0.009344581	0.40062997	0.35611296	0.06784014	0.08278631	0.007577199	0.070367515
v	0.1433516	0.17909452	0.27054614	0.031858873	0.018847102	0.012087917	0.019088134	0.3251257
r	0.08169764	0.025888246	0.0041823424	0.5867454	0.14986654	0.036403682	0.014365409	0.10085076
i	0.18216793	0.016059913	0.0035230597	0.34771305	0.20501165	0.14290448	0.0141565995	0.088463314
n	0.030317888	0.016172308	0.008769924	0.12443772	0.5620759	0.18272556	0.026726283	0.0487744
a	0.101564534	0.0055854637	0.0033028743	0.038873173	0.08332089	0.060152624	0.036462598	0.6707378
r	0.07474939	0.007152128	0.0021007815	0.035999276	0.35479134	0.32315382	0.10091794	0.101135254
t	0.055247024	0.001974263	0.0015782479	0.02281399	0.083520256	0.07950345	0.043013416	0.7123494
i	0.045296162	0.0014289373	0.0013905533	0.012636952	0.09826209	0.31303003	0.3212247	0.20673059
s	0.031832803	0.009628982	0.007290963	0.0118321655	0.19837472	0.20760445	0.3381937	0.19524221
e	0.03305977	0.0013270575	0.0011567982	0.008018323	0.064244136	0.09962757	0.094306685	0.69825965
m	0.014893216	0.0011281442	0.0008189589	0.007260631	0.1035118	0.30540034	0.36891398	0.19807293
è	0.13337886	0.010935161	0.009799234	0.0019303013	0.017682664	0.064112246	0.19351916	0.5686423
n	0.0006834054	0.00019167938	0.00018572286	0.004053469	0.09344448	0.21226032	0.52981925	0.15936166
a	0.10157478	0.010472353	0.0032895384	0.0007314796	0.003337704	0.124258704	0.40071592	0.3556195
</S>	0.028234752	0.007529378	0.0016721606	0.0049820663	0.020497717	0.013506469	0.6676668	0.25591072
