 	non	mi	aspetti	non	vengo	</S>
m	0.8820762	0.0011341689	0.008752239	0.0024690896	0.0056084665	0.09995995
ì	0.03967354	0.03480389	0.60538614	0.04128656	0.041652	0.2371979
m	0.8133252	0.025533069	0.08056238	0.0050199875	0.017286627	0.058272608
e	0.08215635	0.08212846	0.592028	0.066339254	0.052501645	0.12484627
m	0.006181133	0.91398764	0.06075585	0.011069803	0.00065390894	0.0073515563
ì	0.0023511024	0.031467184	0.65006346	0.07880646	0.10330077	0.1340111
n	0.003852668	0.12736228	0.5286261	0.13163197	0.060867134	0.14765987
i	0.0009261	0.011808552	0.67890334	0.155589	0.079589576	0.07318338
e	0.0017142362	0.013184829	0.020019542	0.745638	0.12609294	0.09335041
n	0.0015923871	0.011100186	0.011735544	0.4043607	0.2556929	0.31551826
è	0.00047446712	0.0019713473	0.016605357	0.20572032	0.27649742	0.49873114
r	0.00044402468	0.0011070766	0.0459985	0.5190895	0.37241715	0.060943693
k	0.00040062505	0.0016567388	0.031226996	0.48969492	0.37409893	0.10292186
o	0.00015647568	0.00014231371	0.0060518696	0.31890208	0.6641293	0.010617939
m	0.001920224	0.0018826417	0.005931302	0.033437937	0.8685595	0.08826846
e	0.011131037	0.020485746	0.04924249	0.10464258	0.6456684	0.16882972
</S>	0.0019243754	0.0028983832	0.0048007388	0.0065958183	0.6907535	0.29302716
