 	questa	canzone	è	scritta	da	un	poeta	nostro	</S>
i	0.74753046	0.20291503	0.008117655	0.0044925776	0.0022834858	0.0058404463	0.0050792107	0.004794192	0.01894697
s	0.58787423	0.40579087	0.002737866	3.799197e-05	2.3275667e-05	4.8425234e-05	9.405726e-06	1.624079e-05	0.00346171
o	0.0034703852	0.6943403	0.12462844	0.0012729862	0.0026376282	0.004941395	0.002202848	0.0015165242	0.16498952
t	0.021208689	0.9675364	0.007995351	0.00023236609	8.1614235e-05	2.890446e-05	9.5385e-06	8.864461e-06	0.002898418
r	0.0025614223	0.98312193	0.009884524	3.72153e-05	7.347999e-05	0.00016765656	5.542785e-05	3.3340402e-05	0.004065025
a	0.031849068	0.9602198	0.007348981	3.922201e-05	2.5556808e-05	4.2609572e-05	4.8745705e-06	1.5636687e-06	0.0004683626
ù	0.030136177	0.9031827	0.053787883	0.0035593074	0.0014921101	0.0007443054	0.00028455007	0.00014308991	0.006669919
d	0.00022341545	0.92877096	0.06041239	0.002462094	0.0018614617	0.0017730915	0.0016783596	0.00030239412	0.0025158064
i	0.017379105	0.250718	0.20495595	0.039753787	0.0138661815	0.006218016	0.002541171	0.004089312	0.4604785
è	0.0024540205	0.21233599	0.65828633	0.07551424	0.036797814	0.008514139	0.0044134473	0.000103651095	0.0015804047
n	0.00055352814	0.24150938	0.49657473	0.06811422	0.05602303	0.046368737	0.049394395	0.0038019693	0.03766
g	0.0019391909	0.018017685	0.3945016	0.04758232	0.022871021	0.019463195	0.0077005182	0.0045345835	0.48338988
r	0.004728942	0.011133518	0.3129975	0.4222692	0.17375705	0.029598912	0.018002952	0.0064607644	0.021051178
a	0.0024722707	0.0032757842	0.252628	0.34115547	0.26030397	0.07908298	0.042903304	0.004099462	0.014078738
m	0.016501142	0.0021375937	0.0489738	0.32844797	0.348816	0.17007066	0.07225943	0.0022709689	0.010522437
m	0.037938017	0.011936464	0.14056407	0.056192897	0.032045577	0.026325528	0.008504921	0.007451072	0.67904145
è	0.061960634	0.00412869	0.05194462	0.47422084	0.24322306	0.07144116	0.041616138	0.005869686	0.04559511
n	0.13464597	0.011250885	0.065959856	0.21549252	0.31870395	0.14550588	0.088694215	0.005107997	0.014638754
o	0.14660268	0.007832522	0.052481685	0.33922634	0.16182356	0.05832046	0.031080466	0.015217734	0.18741453
p	0.029751966	0.0021088521	0.008440429	0.11108696	0.2532943	0.33290812	0.24167135	0.0063479054	0.014390143
u	0.03231747	0.0042799916	0.018396668	0.06261859	0.0573572	0.044313	0.03973544	0.023483338	0.71749824
s	0.048215054	0.0039069597	0.008703197	0.040377572	0.11351462	0.3501301	0.30702907	0.05675027	0.07137312
s	0.0004657736	0.0043917317	0.0047265594	0.0024183025	0.01881411	0.21847117	0.30294856	0.02282257	0.4249413
è	0.0017927459	0.0010238888	0.0023535218	0.017730372	0.035623662	0.14933653	0.28351435	0.28803152	0.22059335
n	0.00012678397	0.0012026015	0.0014537968	0.0019968785	0.0077747186	0.08915863	0.27578562	0.56889087	0.053610068
a	0.006793333	0.0010970315	0.002263366	0.030581357	0.036024816	0.06495571	0.4062753	0.07440656	0.37760255
p	0.07193491	0.00464021	0.009026097	0.014164838	0.017930195	0.06356479	0.17050807	0.4876199	0.160611
o	0.02626899	0.0040851664	0.0067246333	0.0075903004	0.012539939	0.039261658	0.1286404	0.058236357	0.7166526
è	0.039119933	0.002635962	0.004454794	0.006842534	0.006234353	0.014355929	0.035609324	0.71140856	0.1793386
t	5.4055326e-05	0.0017523324	0.001236615	0.0013749165	0.003142282	0.023457086	0.11343467	0.7705103	0.08503777
a	0.00051526044	0.00064946344	0.0010971266	0.00617024	0.0062788464	0.023983216	0.3201381	0.29746956	0.3436982
d	0.0074138287	0.0010103988	0.0018499043	0.001640183	0.0014169229	0.0023415757	0.0032756252	0.783989	0.19706248
i	0.02621729	0.0047585405	0.006951158	0.00410039	0.0037847327	0.011424239	0.09840532	0.120070726	0.7242876
k	0.009383088	0.0012678276	0.001990694	0.003622384	0.0024341652	0.0030664126	0.0031530343	0.7928784	0.182204
ò	0.009661509	0.0022187864	0.0031841197	0.004765256	0.003193779	0.006980593	0.045041326	0.3371595	0.58779514
m	1.0955355e-05	0.0001561782	0.00019046431	0.00077709777	0.0008903804	0.002162398	0.006387366	0.9121896	0.0772356
m	0.008591702	0.0012327338	0.0018642095	0.005897804	0.0033816728	0.0029604593	0.025594374	0.4380039	0.51247317
a	0.024562886	0.0031796303	0.004341259	0.028989667	0.0059765168	0.0022188632	0.0045473967	0.7457421	0.1804417
</S>	0.029807901	0.006415843	0.0081681125	0.013837144	0.005161788	0.003708576	0.0017789633	0.6027765	0.3283452
