 	non	ha	mangiato	mai	un	rustico	</S>
e	0.88553184	0.012090051	0.0012041589	0.0008431868	0.0004607702	0.00029451845	0.09957546
n	0.10529952	0.124717265	0.025533425	0.0071092425	0.019817853	0.061940808	0.6555819
è	0.0007283659	0.55481887	0.35124227	0.023005292	0.018295486	0.002209446	0.049700227
c	0.008023786	0.97737473	0.013057544	0.0009136675	0.00037521342	6.647012e-05	0.00018857885
h	0.006137624	0.55800146	0.08485974	0.006803638	0.028547462	0.006607034	0.30904296
i	0.004083381	0.67906886	0.19226512	0.08240556	0.040590208	0.00015902203	0.0014279617
f	0.0016244773	0.29977214	0.46999046	0.18953666	0.03296473	0.0011737722	0.0049377326
a	0.00030035188	0.08402621	0.55986977	0.064101845	0.15935399	0.013103459	0.11924437
m	0.003905609	0.017019942	0.4465632	0.4123789	0.0944671	0.007495041	0.01817022
è	0.0010754011	0.022582535	0.45086637	0.14527243	0.1628638	0.10421206	0.11312739
n	0.00066336436	0.0082928175	0.22451925	0.52046525	0.21036229	0.00796281	0.027734265
a	0.0012732326	0.011977722	0.33185023	0.3036575	0.15487447	0.050418142	0.14594874
m	0.004374854	0.0059680915	0.03569433	0.33043256	0.51617545	0.06018609	0.04716858
à	0.002582656	0.012785228	0.08054846	0.13159467	0.24254525	0.3835777	0.14636607
i	0.001090488	0.007532114	0.022243846	0.14472711	0.63028914	0.10338772	0.09072949
è	0.0019396911	0.01614606	0.025358742	0.032904617	0.2003131	0.5171992	0.20613858
n	0.00023876985	0.0113252085	0.0056985407	0.013211375	0.3755942	0.31405005	0.27988183
a	0.001452566	0.006446353	0.013675527	0.015485469	0.07911154	0.5221726	0.36165592
n	0.0015290707	0.0039648744	0.0035399373	0.0026199673	0.0048517636	0.83280975	0.1506847
r	0.00018159134	0.009324587	0.0046706265	0.0024084642	0.050586566	0.14717944	0.78564864
ù	0.0020683815	0.0019463939	0.0061633685	0.0051307455	0.004724654	0.82386076	0.15610567
s	5.6415724e-05	0.0031599973	0.0015616872	0.0016808358	0.015637983	0.69502014	0.28288293
t	0.0066897348	0.0057738787	0.010921948	0.008678983	0.013460899	0.12995149	0.8245231
i	0.015806166	0.0152138835	0.014206929	0.014821427	0.011483922	0.2771965	0.65127116
k	0.0059656426	0.00948461	0.012929181	0.010523988	0.012318863	0.66623634	0.28254136
o	0.010547403	0.0072921547	0.03233035	0.013283593	0.0051536025	0.78354216	0.14785075
</S>	0.011053551	0.0144667635	0.018480735	0.0142352125	0.015435313	0.48964545	0.43668288
