 	puoi	non	parlare	di	questo	con	Anna	</S>
i	0.9939539	2.1379103e-05	0.00016036759	2.478584e-05	5.6855926e-05	4.0070834e-05	0.00039375605	0.005348781
s	0.9905972	0.0020184307	0.00021279661	0.00033050432	2.2785709e-05	1.835705e-05	0.00012140291	0.006678536
ò	0.29725882	0.01384777	0.27983132	0.0848553	0.032896467	0.006766774	0.03419248	0.2503511
z	0.9705385	0.0232151	0.0058003874	0.0001237208	4.068611e-05	1.982425e-05	0.000114163406	0.00014753653
i	0.69771934	0.13503693	0.051764008	0.005853183	0.007604061	0.0012579091	0.010332827	0.09043167
m	0.09802129	0.3876579	0.46614462	0.040102288	0.00479499	0.0027794125	9.5581825e-05	0.00040385505
i	0.020948121	0.06391187	0.5094641	0.17633553	0.062049832	0.006748591	0.018963115	0.14157888
m	0.0788345	0.059505217	0.79544586	0.047226824	0.0074135745	0.0046912106	0.0012879268	0.0055949683
i	0.007422132	0.012376292	0.6874544	0.13036768	0.04964833	0.0050758687	0.018549854	0.08910547
l	0.036727645	0.0072469297	0.6860666	0.1825921	0.04692438	0.026022464	0.00467245	0.009747355
ì	0.005067619	0.0004568218	0.23268923	0.22006227	0.12419362	0.03287397	0.17892769	0.20572878
s	0.0076065217	0.0028846494	0.30102158	0.35346887	0.2037481	0.07917723	0.028722046	0.023371043
i	0.0026481596	0.0022961556	0.730913	0.05170015	0.1249177	0.01960027	0.017091764	0.050832838
a	0.0016500853	0.0010452464	0.0269094	0.22926582	0.46684054	0.2583724	0.0068502305	0.00906632
t	0.003134391	0.0044078617	0.0069731367	0.19486551	0.33511826	0.28278017	0.06915966	0.10356106
s	0.00616036	0.00036347806	0.010958823	0.088772826	0.35322422	0.1514154	0.11567542	0.27342948
è	0.005246501	0.0016723723	0.022014946	0.073413745	0.5059733	0.22449507	0.06470127	0.1024828
t	0.003399732	0.0007516544	0.00614095	0.017047754	0.48095077	0.35957095	0.10098221	0.031155998
ù	0.0020103366	0.0028532154	0.03247091	0.025038198	0.39337668	0.18811595	0.10439431	0.2517404
o	0.0005648114	0.0003190141	0.007541111	0.0104669705	0.44266847	0.34134048	0.13049103	0.06660807
m	0.0018285933	0.0017076676	0.015058054	0.01550597	0.30747035	0.48811764	0.09169307	0.0786187
e	0.007965369	0.032454986	0.03400352	0.026424296	0.07898941	0.08802901	0.21740004	0.5147334
t	0.020001287	0.0030961363	0.03272579	0.0052780537	0.03115221	0.054953072	0.6519286	0.20086484
i	0.0017306857	0.0004899299	0.0052143843	0.0047781663	0.021789787	0.072529	0.35946998	0.533998
n	0.008138893	0.0022867825	0.024588767	0.0038483557	0.02403372	0.03808772	0.653519	0.24549675
A	0.00160032	0.00026741737	0.0044467794	0.0037428676	0.01704085	0.05961084	0.41625613	0.49703473
n	0.0010884929	0.00012353317	0.009683829	0.0011291894	0.019606529	0.034199838	0.8241784	0.10999027
n	0.0008320598	0.0021109325	0.007082971	0.00126965	0.014806775	0.054351762	0.46260852	0.45693737
a	0.0023806088	0.00082958676	0.008068379	0.0008413066	0.0077589517	0.017523965	0.77101916	0.19157813
</S>	0.0019519957	0.0018503873	0.014676328	0.0033236435	0.006327217	0.0030258829	0.65728116	0.31156337
