 	mio	fratello	non	mi	ha	mai	scritto	una	lettera	</S>
a	0.92982763	0.024640074	0.00039920185	0.0006484934	0.00043090884	0.0002911496	0.00022023219	0.0003116016	0.0014146754	0.041816033
d	0.23818882	0.67656374	0.0011644624	0.0021854462	0.00048926304	0.0002685749	0.0010715077	0.00027192014	0.0011060799	0.07869014
r	0.047321767	0.06367791	0.12917875	0.04474114	0.32054082	0.047706902	0.09618196	0.0071177226	0.09687884	0.1466541
e	0.032540046	0.96718305	0.00016375555	1.956895e-05	5.531926e-05	6.227929e-06	7.0062365e-06	1.2817968e-06	2.0790858e-06	2.1695461e-05
f	0.004841339	0.93668455	0.042840354	0.0113888495	0.0023612222	0.0006041167	0.00022886078	4.1406427e-05	5.3286247e-05	0.0009560252
f	0.022784637	0.40362477	0.03799854	0.008041748	0.089183874	0.010535459	0.020445824	0.0034382995	0.010836102	0.39311072
ò	0.03387429	0.85995346	0.038568713	0.012325873	0.025520056	0.008118518	0.010280204	0.000589256	0.002768875	0.008000656
m	0.00080538756	0.39717194	0.34392303	0.102243185	0.075280406	0.022570837	0.00952051	0.0046489267	0.0061799195	0.037655786
m	0.13866554	0.19630352	0.03984608	0.06139495	0.18566032	0.07457524	0.04749721	0.0028587088	0.034965143	0.2182333
u	0.030769076	0.6122349	0.10475172	0.012470012	0.19861218	0.019142095	0.011251324	0.0011152646	0.0059623183	0.0036910428
e	0.0070644496	0.020887712	0.30133015	0.36226192	0.20740116	0.044036604	0.022726284	0.0038003263	0.0020769408	0.028414387
m	0.002263936	0.007572782	0.130178	0.29969707	0.2005631	0.1011741	0.101374224	0.022685979	0.010469282	0.12402153
o	0.046910394	0.01546563	0.033479214	0.0563457	0.24017584	0.09857314	0.12848699	0.009787895	0.14061065	0.23016456
m	0.0018373835	0.007387449	0.0184727	0.51874864	0.11308227	0.23474309	0.07143032	0.01588083	0.0026563525	0.01576101
a	0.06722389	0.018876012	0.012939524	0.03494598	0.12900004	0.095245026	0.16791724	0.013156911	0.19152881	0.26916653
i	0.003305352	0.008699167	0.008846028	0.2404023	0.06884302	0.39442125	0.19512554	0.039276272	0.007826264	0.033254754
g	0.0017268421	0.0062067593	0.006643708	0.034461994	0.032411363	0.19193213	0.3815803	0.19336304	0.032452654	0.11922116
r	0.035973117	0.011485719	0.004746027	0.011380089	0.19510265	0.07581747	0.14802848	0.047856987	0.1767305	0.29287902
a	0.0022555043	0.0013367716	0.001804615	0.01319817	0.032494027	0.31716263	0.34628245	0.1004593	0.089674145	0.095332354
m	0.00600275	0.009811184	0.0049154665	0.028270159	0.017913843	0.11148728	0.30765483	0.29087147	0.091805026	0.13126794
m	0.054994777	0.009402585	0.0031333421	0.006026637	0.022215152	0.088346176	0.115504704	0.03228087	0.32136762	0.34672818
è	0.29397014	0.010365239	0.005563457	0.009481556	0.06516531	0.23581617	0.10078439	0.027996078	0.10370139	0.14715625
n	0.54774547	0.038028575	0.010369678	0.008572827	0.057703216	0.07943854	0.04625732	0.032966904	0.045062434	0.13385497
a	0.17032716	0.016475841	0.0026214807	0.002145708	0.006297776	0.05048603	0.045581583	0.0062152464	0.29688874	0.40296045
a	0.05365075	0.015833443	0.006859409	0.028531687	0.023129454	0.053940978	0.17949137	0.13880716	0.17387336	0.32588235
n	0.0018138409	0.008387292	0.0071667684	0.01763335	0.024079602	0.01938352	0.085024536	0.24233043	0.27348953	0.32069108
g	0.0020722942	0.005646052	0.0010282019	0.0004052898	0.03550126	0.010809176	0.055258095	0.1694239	0.29375955	0.42609617
r	0.054876067	0.0032678416	0.0042923354	0.0057509486	0.009658906	0.036275778	0.0294463	0.12510209	0.538266	0.19306375
à	0.02054218	0.0016197651	0.0035063415	0.003879527	0.0133337835	0.01932426	0.013885199	0.037793882	0.5532714	0.33284363
m	0.0012143384	0.0024721995	0.0029332908	0.0023253595	0.044407237	0.0068215886	0.013050413	0.09195814	0.4739212	0.36089626
m	0.0058700335	0.001168745	0.0009747403	0.00069094397	0.0032814925	0.005036713	0.008165511	0.029204924	0.47758552	0.46802133
a	0.016213652	0.0018208137	0.0026968534	0.0016655826	0.00582647	0.01353339	0.008526762	0.027680034	0.73989797	0.1821385
</S>	0.026397364	0.018432038	0.010583842	0.016999558	0.037032563	0.012990122	0.013957048	0.004072007	0.28733495	0.5722005
