 	avete	cucinato	le	verdure	</S>
è	0.9904193	0.00022665344	9.026302e-05	0.0004076046	0.008856092
c	0.90900046	0.0075489334	0.015391425	0.025915468	0.042143777
h	0.24451163	0.09027718	0.025613561	0.37469354	0.2649041
e	0.88922226	0.1033911	0.002766041	0.0014802727	0.0031403417
t	0.2947206	0.68021536	0.010862069	0.0012889851	0.0129130175
e	0.02273667	0.27793026	0.038889382	0.19695309	0.46349055
m	0.3940501	0.2298487	0.04061995	0.016558008	0.31892318
a	0.0012563923	0.003064581	0.013112326	0.7631107	0.21945605
r	0.46566415	0.041824248	0.060142227	0.038988426	0.39338097
à	0.020886978	0.008329671	0.12607282	0.33449647	0.5102141
t	0.013065735	0.0013854873	0.33950368	0.25166798	0.39437708
a	0.0025048112	0.0007001223	0.04510912	0.21618062	0.73550534
t	0.003664487	0.0015985295	0.0039051957	0.4166792	0.5741526
a	0.0015571632	0.0012903047	0.0140716825	0.46215636	0.5209245
l	0.01591449	0.0023420118	0.0016845359	0.1250533	0.8550057
à	0.00061175396	0.00028544347	0.022969803	0.7409379	0.23519509
c	0.0020455865	0.0002956326	0.008056935	0.34193417	0.6476677
h	0.005292613	0.002176011	0.009988213	0.53480244	0.4477408
a	0.0038157064	0.0011717898	0.00045187076	0.20195512	0.79260546
n	0.029658023	0.005102115	0.0024385313	0.10852231	0.854279
a	0.020086994	0.019314414	0.006023231	0.10229035	0.852285
</S>	0.033361733	0.008328884	0.0020680237	0.057744265	0.8984971
