 	se	vieni	a	casa	mia	ogni	sabato	compra	pane	di	portare	</S>
a	0.91207695	0.015798733	0.0013137733	0.0008282136	0.00030561633	0.000674172	0.0016579815	0.00082327524	0.00063924846	0.00035456376	0.0006690781	0.0648583
n	0.014322479	0.035396006	0.017343879	0.0143238995	0.014277448	0.0015077811	0.01845851	0.003932414	0.0012570943	0.005790509	0.0049014697	0.8684886
è	0.00016428654	0.43999484	0.295439	0.11427678	0.012148434	0.0048341723	0.0040733907	0.0029891967	0.0012833149	0.002124677	0.00061887194	0.12205308
r	6.393875e-05	0.98665464	0.010383066	0.0020562215	0.0002514638	0.00019741006	8.7574284e-05	3.14412e-05	3.0585248e-05	3.2548207e-05	5.305159e-05	0.00015811868
t	0.002756881	0.4420759	0.08676517	0.07877812	0.007756236	0.0034016261	0.0073448573	0.0033655954	0.0013241632	0.003161856	0.0020337508	0.36123586
i	0.00012247932	0.8864242	0.058431216	0.049463406	0.0011611785	0.0028105841	0.0008675511	0.00020014128	0.00014372093	9.5588795e-05	1.24116505e-05	0.00026751126
n	8.212287e-05	0.32146934	0.35881	0.2845324	0.023924395	0.0052588545	0.0052144947	0.00015605368	6.134808e-05	4.315973e-05	1.5224038e-05	0.00043254503
è	0.00020870235	0.10014788	0.39313245	0.24515872	0.034324914	0.013187795	0.013661413	0.014031313	0.004336776	0.00726736	0.0010505543	0.17349216
s	7.492684e-05	0.49797553	0.31925273	0.10448467	0.023607625	0.030492526	0.0069169695	0.0029586053	0.0017286744	0.0016012756	0.004930395	0.0059761363
s	0.0001347443	0.57516676	0.22250035	0.14012861	0.0034538896	0.028095046	0.0039643664	0.0037550875	0.0042297766	0.0011228847	0.0009655862	0.016482882
u	8.738738e-06	0.09017633	0.29913652	0.5092818	0.015228606	0.05452948	0.022966921	0.0052315206	0.0015660593	0.0013532294	0.0001067845	0.0004139332
m	0.0005335996	0.010520616	0.15577582	0.61112654	0.07202678	0.08710342	0.051742967	0.0041651307	0.0016985422	0.00093265943	0.00031396866	0.00405994
u	0.00040456344	0.014374247	0.13334842	0.74432683	0.030086689	0.015653683	0.020839406	0.002322314	0.0033376773	0.0023217294	0.0012842355	0.03170018
k	0.0003864809	0.009148059	0.0698709	0.54627305	0.16168183	0.12923545	0.07148531	0.0054202187	0.0017471311	0.00083426473	0.00031003213	0.0036073194
u	0.00069393864	0.008495193	0.05929699	0.75418377	0.051361386	0.03554745	0.032891195	0.0041559236	0.005486709	0.0028714829	0.004683887	0.040332086
à	0.00042901098	0.00822113	0.021268677	0.24148293	0.2701466	0.19970173	0.21504945	0.02702046	0.0060480833	0.0030853283	0.0012546886	0.006291861
i	8.413244e-06	0.0014490291	0.0015207403	0.014153699	0.16013469	0.19626531	0.33134684	0.14955968	0.030296696	0.052508544	0.04569816	0.017058266
s	6.0343198e-05	0.005677384	0.009256975	0.03886051	0.2978684	0.17600635	0.31554487	0.084486954	0.0157279	0.01903686	0.013511565	0.023961917
à	0.0002334655	0.0028496	0.006388505	0.0680059	0.21736293	0.06363948	0.14363894	0.17227273	0.018687485	0.036302995	0.015602264	0.2550157
m	1.2611941e-05	0.0024917005	0.0012770359	0.006606049	0.06808604	0.13273573	0.116279446	0.36129463	0.08379568	0.1074842	0.09807079	0.02186604
b	0.004093213	0.0034511758	0.015127906	0.25289685	0.086940676	0.19624305	0.079666816	0.03626024	0.026212018	0.009082593	0.16050944	0.12951602
a	0.0003597958	0.0018053382	0.0032347024	0.052422825	0.032769065	0.5581286	0.11278647	0.12782857	0.08228665	0.0058179074	0.010306329	0.012253747
v	0.0011614611	0.009687144	0.021395499	0.021865332	0.04980199	0.034029864	0.23373567	0.34041598	0.12684691	0.10638415	0.027070053	0.027605938
ò	0.014896449	0.016079705	0.046089847	0.1810907	0.15142792	0.09270438	0.19238879	0.020944586	0.026139518	0.018045172	0.0562006	0.1839923
r	2.4860352e-05	0.0023320122	0.0017637248	0.0017770561	0.0026524565	0.0046411096	0.014229017	0.23292053	0.15480645	0.28236425	0.2745841	0.027904425
a	0.037843853	0.0055004302	0.022853572	0.018053561	0.018426988	0.04168668	0.054842163	0.043081593	0.05720118	0.014023274	0.388155	0.29833168
s	0.0007554863	0.010654097	0.015600133	0.016460015	0.0048673567	0.0042409403	0.018341681	0.101075605	0.18309751	0.4031238	0.1807972	0.060986243
o	0.0068734013	0.005163713	0.014702756	0.03863544	0.018993422	0.0040167817	0.042448554	0.08719527	0.039862473	0.080595545	0.2767157	0.38479698
t	0.00070560834	0.011309098	0.021717828	0.020317316	0.0027321784	0.0027156956	0.0071099102	0.024977002	0.050181285	0.28032964	0.48060232	0.09730212
s	0.00035172232	0.0014563311	0.0020529884	0.0066450504	0.0033210474	0.001122054	0.0067602787	0.11737615	0.038283706	0.17926869	0.2819862	0.36137578
o	0.00018520634	0.0015916111	0.0019118029	0.0019074086	0.0005056092	0.0016218919	0.0031607237	0.012272497	0.038089573	0.10971602	0.6586754	0.1703623
