 	dovevo	comprare	il	pane	ogni	giorno	</S>
ì	0.9970477	0.0013661487	2.5258067e-05	2.5837275e-05	9.5570715e-05	0.000121862475	0.001317696
c	0.9967438	0.00029454316	0.00060914503	0.00038573772	0.0001718052	0.00032946275	0.001465444
h	0.980663	0.0033903266	0.003693633	0.0063265325	0.0011826198	0.0011443514	0.0035995555
a	0.8856996	0.1007685	0.010314925	0.001204973	0.00068153895	0.0007490575	0.0005815857
n	0.9983462	0.0008703483	0.00053776335	2.7288632e-05	6.234173e-06	1.5819277e-06	0.00021068336
a	0.66277	0.09566591	0.19289698	0.008421696	0.000745768	0.0006443561	0.03885537
v	0.9257566	0.044231243	0.0077148215	0.0014818998	0.0005288918	0.00050014525	0.019786436
o	0.015643062	0.011197198	0.111442566	0.34587643	0.22978677	0.22097617	0.06507781
r	0.69757605	0.099790335	0.08948059	0.033165462	0.009756544	0.0037704147	0.06646059
à	0.90300137	0.005565546	0.0521127	0.009940971	0.0011269585	0.001695632	0.02655685
s	0.22260524	0.009258824	0.21433866	0.35509345	0.13528875	0.027933564	0.035481468
o	0.0036790164	0.075199775	0.20593707	0.19702314	0.15100153	0.24331337	0.12384614
t	0.008148448	0.009120847	0.07394255	0.50924253	0.286143	0.04320478	0.070197806
o	0.00901734	0.0026668783	0.10084568	0.24407159	0.07463189	0.070725314	0.49804133
t	0.022730846	0.0011284992	0.0041602934	0.3053618	0.3939037	0.15936115	0.11335363
s	0.021592963	0.0009989275	0.018008178	0.13913433	0.07406781	0.10690827	0.63928956
o	0.0034874154	0.00018311966	0.0014985546	0.19532363	0.4848608	0.28344622	0.031200217
m	0.004935712	0.00021988702	0.00071201695	0.07493608	0.29108265	0.533372	0.09474168
ì	0.0013773455	0.00027315496	0.0017666183	0.13172652	0.6434257	0.19370283	0.027727827
k	0.004289417	0.00071994326	0.0012061541	0.029425075	0.3308623	0.5478396	0.085657544
à	0.0058702994	0.0016539348	0.0023422923	0.016219394	0.3648562	0.55178505	0.057272833
i	0.002435465	0.00039322348	0.000795487	0.0043124943	0.032091428	0.8999401	0.06003175
m	0.00898984	0.0036405642	0.004858988	0.009710551	0.05656031	0.7704253	0.14581442
è	0.0064439327	0.001170937	0.002646	0.013980423	0.19235012	0.7334239	0.049984667
r	0.006932127	0.0006043446	0.0030710183	0.015707733	0.040554553	0.7748395	0.15829067
i	0.012429557	0.0052717864	0.011495637	0.045131408	0.20584162	0.68013006	0.039699927
</S>	0.04138683	0.005627983	0.0062862094	0.011173501	0.010871699	0.40145504	0.5231988
