 	le	melanzane	vogliono	girate	</S>
e	0.6980901	0.02556308	0.007739192	0.0044833445	0.26412436
m	0.9137051	0.058995813	0.00082375365	0.00046585823	0.026009364
a	0.005390596	0.6301705	0.07973135	0.087812796	0.19689466
r	0.08678151	0.90384674	0.0038384367	0.0002451092	0.005288124
a	0.127994	0.64415157	0.1079343	0.0048067174	0.11511329
n	0.041018706	0.90310615	0.021787	0.0036749274	0.030413203
g	0.0087807095	0.49499032	0.28475383	0.014463267	0.19701187
i	0.044138413	0.12747476	0.20642631	0.53200054	0.08996
à	0.031326484	0.7666127	0.1331519	0.010868614	0.05804031
n	0.00021195997	0.12937093	0.61371684	0.06949317	0.18720706
e	0.0013449006	0.1815499	0.40504953	0.11949445	0.29256117
e	0.0054082456	0.26786542	0.6628237	0.025024258	0.03887844
t	0.0014827375	0.078354195	0.75437915	0.037948143	0.12783581
è	0.00057255145	0.0041105463	0.7270646	0.060292095	0.20796022
l	5.3876553e-05	0.0016056047	0.88538355	0.060882922	0.052074086
u	9.907588e-05	0.0040327962	0.49403036	0.12333962	0.37849808
n	0.0061467704	0.0124936635	0.17355737	0.43403333	0.37376887
v	0.0022308931	0.006040825	0.10499723	0.15870537	0.7280257
o	0.0014280566	0.00036921393	0.018716386	0.80569446	0.17379192
t	0.009470901	0.0039510345	0.013982902	0.7805581	0.19203705
i	0.00081727415	0.005950609	0.01748241	0.22640333	0.7493464
m	0.001646817	0.00398032	0.0074678487	0.6546973	0.33220777
m	0.009087504	0.029501215	0.010024856	0.33880824	0.61257815
è	0.0013978357	0.00020984828	0.0021256271	0.8632525	0.13301416
n	0.033648822	0.0032726892	0.0061863195	0.5003694	0.4565227
e	0.06147431	0.010246206	0.0046837153	0.5827127	0.34088308
</S>	0.0076820366	0.013192513	0.020521585	0.3562218	0.602382
