 	mi	si	gonfiò	il	dito	</S>
m	0.8065349	0.005628349	0.0065745017	0.0007169075	0.0067704474	0.17377505
u	0.032082435	0.049311906	0.0935577	0.111068875	0.026152542	0.6878265
b	0.18906337	0.44026682	0.17766039	0.010448685	0.007873175	0.17468752
r	0.026729818	0.061448306	0.6188913	0.10188744	0.024021428	0.1670218
i	0.0031005081	0.46474266	0.4943606	0.02310192	0.012240612	0.0024537016
s	0.004015325	0.22938825	0.45631683	0.26650363	0.034367386	0.009408504
t	0.0012804426	0.092332385	0.18024369	0.131065	0.13219288	0.46288553
ì	0.0020028895	0.06337951	0.6006048	0.29452267	0.018378977	0.021111166
o	0.0010431702	0.025899816	0.32724205	0.26784366	0.35934553	0.018625882
d	0.0021119362	0.0032534343	0.13485448	0.74180317	0.104295835	0.013681152
à	0.0018899464	0.0050601475	0.086303495	0.59687054	0.053940836	0.25593495
t	0.00022127098	0.00035269247	0.15115361	0.09373471	0.72015893	0.03437872
t	0.005667636	0.0024962355	0.17224298	0.11789303	0.28795275	0.41374737
i	0.0009292738	0.0010718524	0.26241428	0.06563974	0.65039754	0.0195473
l	0.0049823495	0.000870403	0.016164318	0.015967194	0.89779764	0.06421802
o	1.4391901e-05	0.00051534956	0.00060870167	0.03932447	0.94701463	0.012522529
</S>	0.0043958607	0.0021060575	0.036908526	0.0056065638	0.8322473	0.118735656
