 	voleva	un	bar	con	un	forno	che	fa	buoni	rustici	</S>
ì	0.991711	0.0015727357	2.6600614e-05	2.9034463e-05	1.6633767e-05	4.4576973e-05	1.4940046e-05	5.5076925e-05	6.6289256e-05	0.00013162666	0.0063314824
t	0.88343096	0.08125821	0.0024651526	0.00035305688	0.00067031785	0.0010186435	0.0006719237	0.0015773509	0.0008324351	0.006864814	0.020857153
e	0.09910483	0.6290303	0.06528237	0.0151258325	0.010566451	0.0061707017	0.0015356957	0.00947728	0.0008174552	0.0025472674	0.16034181
l	0.19294038	0.7548582	0.048855506	0.001717281	0.0010817613	0.00035993074	0.00011876548	3.2060746e-06	4.190929e-07	7.1334176e-07	6.387096e-05
a	0.016077194	0.665827	0.1745525	0.01672695	0.01814395	0.011370166	0.003311682	0.01346586	0.0060912143	0.007246476	0.067186974
è	0.009547096	0.68524176	0.21835546	0.07529042	0.0077030505	0.0025666538	0.00032521627	7.561202e-05	3.673243e-05	7.0171656e-05	0.00078773755
n	0.01288679	0.61352044	0.2514231	0.04845983	0.015344185	0.009061318	0.004558834	0.0063807983	0.0029314088	0.010599105	0.024834158
a	0.0019911118	0.19892104	0.30391714	0.19838014	0.06249316	0.02545735	0.0038558093	0.011957397	0.0027746197	0.004396637	0.18585552
b	0.0018871949	0.25929293	0.39006585	0.16694738	0.11839603	0.051890045	0.010547035	0.00029000323	9.991295e-05	6.899324e-05	0.00051459897
a	0.014359767	0.02749071	0.32895344	0.17104976	0.15286219	0.15107107	0.032335922	0.0184881	0.0045483843	0.0030994546	0.09574123
r	0.0118582705	0.0264851	0.11256358	0.5969135	0.21589077	0.025069442	0.0029171654	0.0011874982	0.00073679315	0.0010043749	0.005373472
m	0.0012275229	0.011412768	0.05565386	0.34511477	0.18582158	0.027435698	0.0046591535	0.0458722	0.011902877	0.020990789	0.28990877
è	0.009467345	0.0046486207	0.03825122	0.65935206	0.046295416	0.008207685	0.0031217667	0.015444105	0.072141826	0.06441847	0.07865148
n	0.0036968626	0.009223319	0.006085994	0.7357182	0.12960726	0.008031383	0.0013919167	0.008292991	0.025743471	0.0297648	0.042443804
a	0.02476178	0.005494713	0.04875658	0.3713908	0.08415774	0.05113843	0.017569704	0.030311033	0.119567566	0.029561253	0.21729036
f	0.008582144	0.00580628	0.0037725351	0.08917995	0.5944049	0.21740447	0.032830223	0.014002066	0.012914515	0.005647621	0.015455214
ù	0.0011425543	0.004047104	0.009076471	0.025640864	0.2873653	0.06964262	0.009539078	0.096091226	0.023134101	0.037989542	0.43633115
r	0.00014296397	0.0012629776	0.0010418209	0.035403572	0.40257815	0.11933942	0.009156801	0.19578421	0.095788315	0.091397054	0.048104703
n	0.0038987459	0.0014759183	0.011236096	0.1100971	0.049120937	0.015485373	0.0047235424	0.021345453	0.12517013	0.08648686	0.5709598
o	0.0029523668	0.0010022769	0.0006445325	0.09713753	0.480474	0.08189035	0.016124152	0.08031161	0.14422676	0.034432616	0.060803816
n	0.011325427	0.006263341	0.0018858905	0.01587129	0.12579633	0.5189725	0.10897615	0.069242604	0.0733344	0.021625709	0.046706367
a	0.00039219993	0.003334087	0.0032843635	0.004800742	0.10336651	0.08224506	0.013732671	0.16739044	0.03514699	0.07270551	0.5136014
k	0.0038240936	0.004412154	0.0013257763	0.004944834	0.02881907	0.55214405	0.08437473	0.17471959	0.07335678	0.033793453	0.038285546
à	0.0063678226	0.005419568	0.019264568	0.0058544646	0.12796727	0.2560885	0.057926103	0.08389578	0.030617626	0.058056463	0.3485418
n	6.419911e-05	0.0002939447	0.00012379211	0.002844483	0.015124125	0.04602125	0.004826319	0.4069346	0.32229787	0.12729725	0.07417207
i	0.0016013006	0.00071533234	0.0022265553	0.0037039125	0.006032236	0.009511549	0.0043307915	0.01800589	0.13044457	0.21247458	0.6109533
k	0.0040936694	0.0027630501	0.00083419663	0.0043552164	0.008610977	0.14559363	0.061964188	0.31302986	0.40756044	0.024221076	0.026973652
a	0.01916144	0.009175392	0.03664795	0.013625372	0.029361645	0.20288207	0.09873718	0.06699446	0.034991033	0.09939274	0.38903072
l	0.011328144	0.0076235537	0.0017681237	0.00862228	0.008542935	0.04441033	0.018664096	0.256435	0.457321	0.0939498	0.09133467
ò	0.00038253516	0.0015103639	0.00088733935	0.00045866938	0.0060065896	0.03114551	0.025131306	0.35168225	0.1184662	0.17059782	0.29373142
r	1.1485144e-05	7.374087e-05	3.227946e-05	0.000587401	0.0006557702	0.0016537709	0.00039292642	0.4063098	0.41612294	0.121172495	0.05298736
ù	0.0009973488	0.00060120045	0.001395289	0.0016032592	0.0008925286	0.0022711973	0.0020214554	0.014423431	0.19425079	0.28883064	0.49271291
s	4.1811785e-05	8.557991e-05	4.230223e-05	0.00040799557	0.000247891	0.00073471986	0.0003347041	0.11561876	0.5592086	0.23622693	0.08705076
t	0.018394146	0.005632123	0.013218695	0.005636873	0.0018385089	0.0050893934	0.0077742203	0.015942812	0.12576173	0.29350922	0.50720227
i	0.0014556127	0.0003428993	0.00010791337	0.001155428	0.0005571838	0.001140874	0.0016378744	0.066664554	0.6939058	0.15870994	0.07432197
k	0.016651757	0.008922552	0.00092871167	0.006930703	0.006480476	0.008135146	0.0033472334	0.04976462	0.45602107	0.30009186	0.14272591
u	0.033157326	0.012794569	0.040025856	0.022662472	0.00368473	0.006348526	0.011760231	0.018253485	0.07256384	0.25248626	0.52626264
</S>	0.012585196	0.007262272	0.0022390103	0.009373319	0.0067698658	0.0084538795	0.0022220484	0.04201832	0.25879073	0.4090942	0.2411912
