 	voglio	un	forno	che	vende	rustici	</S>
t	0.9426557	0.020787997	0.00031578937	5.0550156e-05	0.0007149235	0.002247488	0.033227596
è	0.7497517	0.18910523	0.0064301617	0.0035950788	0.00086605176	0.0006814792	0.04957019
l	0.8768511	0.08469794	0.0020288294	0.0008107694	0.0063378103	0.0019168567	0.027356854
o	0.23189531	0.11706011	0.046998136	0.018155858	0.23782486	0.055253897	0.29281178
è	0.12691914	0.84027374	0.030169968	0.0015819706	0.0001478331	8.0118625e-05	0.0008272898
n	0.016404636	0.880557	0.052814778	0.010994462	0.008194644	0.0045079505	0.026526526
a	0.0054161493	0.6294613	0.20402332	0.026456298	0.006073376	0.002357553	0.12621193
f	0.007207779	0.35150242	0.59233344	0.044671673	0.0026340468	0.00019885928	0.0014517602
ù	0.010317753	0.071206294	0.18669887	0.019973489	0.050439328	0.0061168973	0.6552474
r	0.008783393	0.1547172	0.506297	0.03898252	0.2216133	0.030545019	0.039061543
n	0.01033146	0.100256495	0.08072971	0.011758291	0.3156	0.015330906	0.46599308
o	0.012079223	0.02034576	0.27569237	0.06140833	0.61844885	0.005742771	0.0062826974
k	0.0150768375	0.00704984	0.42107803	0.19337511	0.3168822	0.013568216	0.032969806
a	0.008179666	0.04741123	0.33498797	0.15805297	0.11911523	0.009683765	0.3225692
p	0.026672967	0.009614616	0.20246695	0.1808994	0.50733054	0.023933906	0.049081676
u	0.009819299	0.032197595	0.12151464	0.13335963	0.26423675	0.029077671	0.40979448
l	0.041471966	0.010294786	0.048985507	0.05573786	0.6180823	0.12565885	0.099768735
ì	0.00069434283	0.0015394198	0.008125563	0.010881556	0.81402737	0.028971637	0.13576007
r	6.973547e-05	0.000188578	0.0013311827	0.002390573	0.9222605	0.052611724	0.021147547
ù	0.0025956733	0.000535839	0.0014835059	0.0012177504	0.744353	0.031903356	0.21791096
s	0.00018719102	0.00013715289	0.0006480019	0.000713302	0.72015876	0.19750592	0.08064968
t	0.0955461	0.015310121	0.007104769	0.007447879	0.29907873	0.16022842	0.41528395
i	0.03577015	0.002042197	0.0016603417	0.0025276612	0.5884537	0.31612855	0.053417407
k	0.09540941	0.01026649	0.01243165	0.005245536	0.09820933	0.6112905	0.1671471
u	0.035793226	0.034134697	0.011213955	0.008262913	0.11197385	0.25471684	0.5439045
</S>	0.03348352	0.0065478603	0.00792976	0.0024729436	0.0259219	0.65286684	0.27077717
