 	la	macchina	si	è	rotta	e	vuole	riparate	dal	meccanico	</S>
e	0.9622861	0.0058736643	0.0005227462	0.00032655516	0.00047536203	0.00072637026	0.0010660463	0.0028322511	0.0023400842	0.0047814073	0.018769495
m	0.88607746	0.09845182	0.008733522	0.00075300736	8.561048e-05	6.954198e-05	5.2351057e-05	0.0004487932	6.51635e-05	7.339271e-05	0.0051893825
à	0.023994097	0.057130747	0.28639817	0.07995489	0.040149704	0.039989684	0.025406266	0.012057674	0.0017639211	0.0071466067	0.42600822
k	0.2531895	0.50085205	0.2036403	0.02344331	0.0059308573	0.0028027706	0.0006606756	0.00013868006	7.7144105e-05	0.00029222225	0.00897248
i	0.5831698	0.25721538	0.022257518	0.0046807737	0.0033642787	0.0034530847	0.0022764392	0.0014507067	0.0002886378	0.0010968915	0.12074649
n	0.018739566	0.34918454	0.43274832	0.14721583	0.03504595	0.013016122	0.0027378066	0.0008778075	6.63885e-05	1.0758917e-05	0.0003569091
a	0.0128518995	0.19801362	0.3954751	0.16679752	0.013749366	0.028381081	0.028117158	0.0082161445	0.008361296	0.0017387797	0.13829806
e	0.008771515	0.19152324	0.64529175	0.096213445	0.031379897	0.013632381	0.004921749	0.004224853	0.00065308844	0.00035997966	0.0030281097
k	0.0050724996	0.068798676	0.65771013	0.17742388	0.023128865	0.009630563	0.0062305816	0.03256774	0.002800117	0.00091144175	0.015725497
l	0.013622579	0.017847996	0.16607194	0.15001103	0.056855775	0.04743253	0.02374237	0.010615389	0.002129463	0.0034103252	0.50826055
à	0.0020771401	0.004597858	0.30327204	0.43384767	0.12592499	0.08187799	0.03471627	0.004501729	0.0014073907	0.0016516763	0.0061252033
s	0.0003349335	0.00402475	0.27313688	0.42097986	0.17749014	0.07450782	0.033239707	0.008022053	0.0023337137	0.0013579549	0.004572145
t	0.007704564	0.008057459	0.04951596	0.04701361	0.11747009	0.14834338	0.053524103	0.0036082505	0.002620016	0.006037602	0.556105
i	0.004732821	0.0052259313	0.1278609	0.2246829	0.18149999	0.3046752	0.13837601	0.0076128524	0.002847204	0.00083256466	0.0016535892
c	0.004980575	0.004467885	0.015491731	0.14285079	0.37451926	0.24478224	0.13768189	0.06603688	0.005814919	0.0007218183	0.0026519806
e	0.031706296	0.018980728	0.058264326	0.13932383	0.11151074	0.110196255	0.07871917	0.04027259	0.006028535	0.009091287	0.3959062
e	0.0045779585	0.004887561	0.008509957	0.076879375	0.36943313	0.24326937	0.17965361	0.10051652	0.0089619	0.0006318514	0.002678847
t	0.0011105314	0.0056945677	0.009976156	0.04970539	0.11770282	0.09984894	0.2047854	0.44856092	0.04172368	0.0038221893	0.017069412
è	0.0010983996	0.0008673632	0.0072879796	0.14388692	0.038694043	0.15283191	0.28025463	0.04637767	0.043346845	0.010366075	0.27498817
l	0.00018478694	0.00028081573	0.0013243201	0.021428814	0.18348528	0.2571751	0.42631266	0.053268682	0.03670689	0.007251725	0.01258095
i	0.0011345018	0.0011607702	0.004487675	0.07104469	0.15993962	0.1824903	0.14138332	0.04082135	0.012230123	0.030654533	0.3546531
t	0.003902549	0.0034765312	0.0022824756	0.004637283	0.040902317	0.07245464	0.44974434	0.29629144	0.12176054	0.0020544485	0.0024934355
i	0.0025628554	0.0031554338	0.007892698	0.029044295	0.014610045	0.06502516	0.42923644	0.12645997	0.093504235	0.011930833	0.21657799
a	0.008271146	0.006802018	0.004088376	0.0043934765	0.02301229	0.05187794	0.5116157	0.23439115	0.12309859	0.016611464	0.015837835
m	0.00042570874	0.0026096457	0.00543439	0.0065238685	0.007881845	0.012712036	0.18960218	0.53986317	0.20150362	0.009347007	0.024096536
m	0.015748024	0.01382526	0.0075119263	0.018807447	0.041788664	0.058702603	0.114310496	0.10897644	0.013183778	0.01004557	0.5970998
è	0.02208039	0.00408607	0.0016782382	0.0028321985	0.041317154	0.13223368	0.5997658	0.03370298	0.03858472	0.026855322	0.096863404
n	0.0736569	0.013788119	0.0053099617	0.0065028183	0.045214288	0.13763966	0.5809806	0.032603983	0.030775387	0.010970886	0.06255742
i	0.084809	0.018031942	0.0066778283	0.0073175174	0.045149535	0.11025434	0.5199493	0.07193721	0.016823415	0.01357696	0.10547295
à	0.004921283	0.005600319	0.0043499973	0.005265957	0.019337444	0.02737024	0.26526302	0.31465858	0.33296815	0.008623212	0.011641829
t	8.248253e-05	0.00019295284	0.001595183	0.0060027414	0.01201425	0.02885567	0.31355008	0.08177259	0.3682015	0.0649239	0.12280858
t	0.001775391	0.00093563227	0.00086550077	0.0024975666	0.022410931	0.03221169	0.19471838	0.057511076	0.0331853	0.051307894	0.6025807
o	0.0022583683	0.00096479617	0.0023406066	0.005002345	0.017926253	0.054114018	0.2945125	0.10069974	0.20326315	0.1107844	0.2081338
m	0.016879147	0.010733193	0.009830469	0.010538923	0.01901498	0.038327154	0.101127505	0.066623926	0.27005166	0.31490144	0.14197159
à	0.030023454	0.03023692	0.008101807	0.004603706	0.0054749143	0.0050162124	0.05683227	0.21747923	0.035383694	0.06730693	0.5395408
s	0.00040701832	0.00032055363	0.0011250715	0.0033321416	0.0123815425	0.034188427	0.116010785	0.016881522	0.3013956	0.32316592	0.19079141
t	0.019842703	0.010982631	0.0026709589	0.0018554411	0.007553646	0.0061595934	0.017823765	0.023660306	0.017351171	0.21848811	0.67361164
o	0.009999699	0.00267421	0.004628232	0.0073830257	0.018236397	0.07252758	0.08656029	0.012003428	0.088551335	0.36942267	0.32801312
r	0.01285453	0.00815981	0.008402338	0.0083035305	0.014343916	0.034526914	0.03451302	0.009643642	0.036952633	0.653217	0.17908269
a	0.0020395368	0.0032163253	0.0030006166	0.0033064878	0.0037571145	0.0046857186	0.008558271	0.033094868	0.0494374	0.06456584	0.82433784
</S>	0.0078024543	0.0059328624	0.006631653	0.0065123094	0.011226281	0.028727192	0.026730098	0.0062998473	0.026647074	0.7148125	0.15867771
