 	io	non	ho	niente	da	mangiare	</S>
e	0.9992976	1.5465552e-05	5.602726e-06	2.3761035e-05	5.894149e-06	1.15666935e-05	0.0006402085
v	0.9814191	0.0010452741	0.00027910233	3.83827e-05	7.0517126e-05	0.0004195814	0.016728088
ò	0.015310171	0.002418153	0.020948267	0.7798802	0.045273073	0.033270556	0.10289958
e	0.21252999	0.7221857	0.058649506	0.006119041	0.00011181556	6.837913e-05	0.00033566737
n	0.5048466	0.22342679	0.08794333	0.01670007	0.002227292	0.009368543	0.15548737
è	0.09672972	0.095009945	0.559781	0.12074305	0.0053296424	0.0075829136	0.114823736
c	0.1225666	0.27801162	0.26877075	0.31988475	0.0059296596	0.0024847612	0.0023518628
h	0.007233192	0.13575456	0.273731	0.30849394	0.009100541	0.025521273	0.24016541
o	0.0010562323	0.021978043	0.13385177	0.82633764	0.015898438	0.0004424625	0.00043541504
t	0.0158047	0.020226438	0.16448915	0.41661975	0.3281755	0.018217288	0.03646718
ì	0.0055525666	0.0021382894	0.051339604	0.5899563	0.0680971	0.07842309	0.20449303
p	0.014891069	0.001291364	0.016226964	0.77382565	0.12009398	0.054081555	0.019589404
o	0.00024057036	0.0053907665	0.08962318	0.86084336	0.018825315	0.00484405	0.020232627
t	0.0024643305	0.0014875421	0.0067175184	0.14835307	0.60853446	0.18652025	0.045922786
i	0.0034545364	0.0019618475	0.009212835	0.10821666	0.29173377	0.19192566	0.39349467
n	0.009980756	0.0014695022	0.0048346706	0.02185592	0.18100835	0.6182488	0.16260192
a	0.004352321	0.00077124074	0.004006213	0.02284687	0.16423005	0.46330792	0.34048542
f	0.011174177	0.0011273901	0.0023146577	0.01619087	0.052076254	0.76220167	0.15491499
à	0.0023083729	0.0005783643	0.0023580627	0.0147588635	0.08878319	0.5915987	0.29961443
o	0.00082736684	0.00012762827	0.00096914946	0.018812815	0.02691493	0.9133429	0.03900527
</S>	0.0010939878	0.0006496052	0.004364557	0.0214746	0.023460036	0.8259607	0.1229965
