 	questa	canzone	ee	l	ha	scritta	un	poeta	</S>
t	0.8338467	0.12425929	0.011012257	0.002241049	0.007832981	0.002237758	0.0032042789	0.0030821096	0.012283549
ù	0.7576961	0.22494869	0.007285274	0.0028341506	0.0019420645	0.00047722552	0.00053359376	5.9782837e-05	0.0042232103
t	0.6003638	0.3475814	0.005449151	0.0013828172	0.01226652	0.0064539365	0.006064601	0.0016254814	0.018812384
t	0.3865967	0.051459484	0.033053696	0.0103602195	0.020503338	0.009594676	0.009453007	0.003267171	0.47571164
o	0.7707262	0.17245458	0.035605013	0.00735018	0.003328951	0.0034575034	0.0014948064	7.625485e-05	0.0055064717
t	0.17680623	0.76410997	0.038983766	0.006368685	0.0009774988	0.0018346956	0.00046195422	0.00011266296	0.010344512
r	0.0028987015	0.80692106	0.07237722	0.02434976	0.005929623	0.00073588244	0.0037039898	0.0007760972	0.08230765
a	0.0072752405	0.9520705	0.031631526	0.0056639207	0.00039469823	0.0001465796	0.00018218896	1.3686944e-05	0.0026217217
v	0.017504256	0.8025614	0.15143992	0.01682153	0.0020703245	0.0022402545	0.0007702513	0.000104556006	0.0064874813
ù	0.014077004	0.011520421	0.2614268	0.02430927	0.021955125	0.017245023	0.0059743905	0.011819348	0.6316726
d	0.00079909444	0.68818295	0.27577752	0.016665991	0.008340779	0.0019729286	0.0027162412	0.0011281931	0.004416343
i	0.0049963654	0.011724166	0.060923357	0.0049213436	0.010787868	0.015484433	0.0045227334	0.016185906	0.87045383
e	0.003087891	0.020054668	0.84815687	0.11004972	0.012469036	0.0036410298	0.001828443	0.00012147998	0.00059085013
e	0.0025767505	0.01690544	0.59505844	0.27762264	0.036100913	0.009321738	0.018167825	0.0012963315	0.04294986
t	0.0014081328	0.008989024	0.14840388	0.62790686	0.09042298	0.009609773	0.058419473	0.0036037476	0.05123612
o	0.0005031316	0.009569652	0.103239745	0.210379	0.13600162	0.0045962394	0.06465824	0.025897367	0.44515496
n	0.0079084765	0.0056089764	0.4246725	0.2624979	0.16313133	0.028682377	0.06230627	0.012857135	0.032335017
è	0.00040162896	0.0066611096	0.0704394	0.24132812	0.15799132	0.005592455	0.08322414	0.02387044	0.4104914
g	0.00016323902	0.003643623	0.06786316	0.08813155	0.45161647	0.03212766	0.24154472	0.09547454	0.019435037
r	0.009115493	0.002116074	0.17001626	0.025609812	0.16300485	0.08738085	0.04900467	0.042712316	0.4510397
a	0.00221125	0.0013717111	0.05993886	0.12834218	0.28555822	0.3398565	0.10364676	0.058258425	0.020816052
t	0.044992104	0.005349621	0.07662828	0.045756754	0.12408338	0.25672364	0.34684327	0.063881695	0.035741173
s	0.0006014992	0.0034497431	0.009360701	0.02608667	0.102631494	0.017206147	0.26022837	0.12675281	0.4536825
e	0.0010906894	0.0018280282	0.021856979	0.011658755	0.040002342	0.07399559	0.14794143	0.5060205	0.19560571
è	0.008679876	0.0038498132	0.025246693	0.006439592	0.016377512	0.03505962	0.19151562	0.6053737	0.10745753
n	5.0872088e-05	0.0010099593	0.00083787437	0.0038289358	0.029699745	0.02034709	0.40689832	0.51926786	0.018059423
a	0.00013455052	0.00020130177	0.00053141924	0.0006532742	0.010457233	0.015850812	0.07670872	0.67956823	0.21589436
p	0.006353317	0.003017038	0.013045984	0.002683056	0.004954862	0.011158045	0.050559018	0.6453493	0.26287934
o	0.021450521	0.0048100757	0.012166921	0.0054021184	0.020465985	0.018658713	0.053524498	0.14505425	0.7184669
è	0.019911438	0.002819777	0.022570964	0.0028965955	0.0024786151	0.010102411	0.01862841	0.6076347	0.31295705
t	1.5569854e-05	0.00034854474	0.00034765934	0.00045079796	0.0026802656	0.0016671647	0.03010136	0.9213612	0.043027468
a	7.220567e-05	9.3719886e-05	0.0003547662	5.974528e-05	0.0015886574	0.0031955277	0.01536606	0.85496664	0.12430264
</S>	0.0039150696	0.0026687076	0.016544558	0.0017686565	0.0025079777	0.0026821105	0.006002371	0.25146744	0.7124431
