 	se	vuoi	restare	sempre	magro	non	magniare	la	sera	</S>
a	0.9115697	0.0050848653	0.0046495525	0.0009185544	0.0052541774	0.00063615484	6.262898e-05	0.00037843606	0.00097397197	0.070472024
t	0.01147163	0.14258489	0.012606428	0.006810049	0.04719088	0.001388681	0.007389602	0.004039907	0.0083350185	0.75818294
e	6.931899e-05	0.7405639	0.13126537	0.028429028	0.016208204	0.0011721422	0.0025122946	0.0016241133	0.0014397275	0.07671591
l	3.8952596e-05	0.93937695	0.052229345	0.0018037274	0.0031595505	0.000102236554	0.00015571635	4.3261865e-05	5.775649e-05	0.003032405
ì	7.083621e-06	0.9635494	0.010602167	0.0025532537	0.00580696	0.0008346466	0.0028586988	0.0022271809	0.003416289	0.008144436
s	7.81432e-05	0.75092494	0.23375745	0.01178463	0.001694468	0.00043667073	0.0006543209	0.000114913906	0.00022741783	0.0003270335
i	0.006238796	0.51679474	0.1688652	0.039396085	0.04400588	0.008166737	0.0011834576	0.002074774	0.0015844948	0.21168981
n	7.820796e-05	0.23642959	0.6688092	0.06910428	0.01922907	0.002654673	0.003080184	0.0004837494	2.182133e-05	0.00010913517
a	9.1583555e-05	0.43224972	0.18685657	0.08820185	0.14704965	0.009469854	0.025938148	0.0122225415	0.0009804688	0.09693954
m	0.00035706803	0.028556019	0.83620703	0.107462734	0.017474642	0.0035836322	0.0012341124	0.0010534663	0.00035793538	0.0037134779
ì	0.000678467	0.12210653	0.36031616	0.24187657	0.13113312	0.012392042	0.0059908684	0.011416019	0.0013869967	0.112703234
n	4.0868556e-05	0.015209229	0.76056594	0.16320555	0.029395603	0.012420734	0.0031307933	0.0025187468	0.0038355	0.009677075
i	0.00082648447	0.020109084	0.49016017	0.20766696	0.10828424	0.039691556	0.0025523345	0.0108990045	0.007715715	0.11209445
p	0.0005101552	0.0021659185	0.19373187	0.57516575	0.1453871	0.048540466	0.014837224	0.01351707	0.0011116673	0.005032766
à	0.0015503513	0.018465098	0.14541207	0.44321772	0.2421244	0.014988172	0.008043812	0.013535055	0.002744097	0.10991918
n	3.153859e-05	0.0017813146	0.096723154	0.4858831	0.23948091	0.09020788	0.02733692	0.028181564	0.016782513	0.013591028
t	0.00389112	0.0035401457	0.12508744	0.37435386	0.14577207	0.06001463	0.0037391745	0.014374447	0.027534619	0.2416925
a	4.0713752e-05	0.0011249423	0.0697894	0.47308758	0.29754895	0.050944425	0.021920422	0.064252734	0.004103345	0.017187506
l	0.00047704185	0.000984771	0.023219118	0.18350074	0.5771211	0.104410976	0.028382076	0.063454054	0.005617012	0.012833067
e	4.7447927e-05	0.004875649	0.0043107793	0.058557168	0.33972043	0.052759755	0.27228406	0.09398297	0.101137	0.07232472
t	0.00019555274	0.0012122825	0.038225587	0.14551179	0.61954427	0.07423525	0.03210866	0.066629805	0.006329725	0.016007068
t	4.2087613e-05	0.0055998834	0.004443463	0.031094281	0.55937374	0.029301498	0.19003367	0.096312605	0.017509175	0.06628963
ò	2.8035345e-05	0.00065072364	0.008522103	0.044374783	0.83647186	0.028464988	0.014141359	0.035820656	0.008658659	0.022866929
m	4.6166847e-06	0.0007567364	0.003570861	0.012322813	0.3444259	0.16096374	0.08704285	0.24681708	0.13086535	0.013230059
i	0.05188081	0.0032377734	0.038200628	0.26347125	0.25153407	0.05163411	0.0063983374	0.038992647	0.049009103	0.24564123
f	0.000418933	0.0008073443	0.014566297	0.027902458	0.61016804	0.10140539	0.018965393	0.1977745	0.019693498	0.008298066
à	0.0004983531	0.00467791	0.0036096277	0.00835872	0.5122452	0.0695009	0.1365806	0.10559246	0.04952843	0.10940785
i	1.09907905e-05	0.00050012127	0.005660076	0.005246239	0.22363673	0.08277112	0.017411033	0.31489462	0.3249828	0.024886314
t	7.480732e-05	0.003429871	0.022278566	0.024607126	0.2309553	0.056290314	0.014727352	0.37376475	0.22267796	0.051193956
o	0.00012212816	0.0032064936	0.0022706543	0.0029640798	0.29238746	0.048589956	0.15232536	0.21346393	0.15651642	0.12815356
v	0.00016978716	0.002485999	0.03371558	0.016780997	0.08954603	0.009237179	0.0017387772	0.114531614	0.65824753	0.073546566
r	0.01665467	0.009875492	0.018857785	0.043884903	0.42097437	0.052849695	0.041297078	0.061379377	0.06734215	0.26688445
à	0.000106844884	0.0009355004	0.022027116	0.010766513	0.085193485	0.0067713484	0.0011867047	0.06850345	0.6517771	0.15273206
i	2.7678677e-06	0.0001067721	0.0011117349	0.00023934514	0.0031327987	0.0017863909	0.00038601743	0.026261315	0.9402794	0.026693447
</S>	7.0923736e-05	0.0029848139	0.039500844	0.020396937	0.05359536	0.009359716	0.001921078	0.09386842	0.64495814	0.13334371
