 	sta	seduta	nel	giardino	nel	giardino	</S>
s	0.951893	0.00068270194	0.00016149263	0.0003001347	0.0001829487	0.0069642104	0.03981569
t	0.18301545	0.049574573	0.07571084	0.06843787	0.021769777	0.013729431	0.58776206
e	0.9057677	0.053910676	0.015599404	0.005414727	0.0023491865	0.0006184228	0.016339859
k	0.15144919	0.7316336	0.087370194	0.008248951	0.003417348	0.0010722897	0.016808437
a	0.017084375	0.14381239	0.29637837	0.13467228	0.030840715	0.013027709	0.36418417
m	0.08486125	0.6119935	0.2798733	0.012190996	0.001700593	0.0008237494	0.008556703
m	0.010734831	0.07254278	0.24138911	0.12597759	0.028317006	0.012432866	0.50860584
è	0.35688436	0.22731602	0.31748974	0.061545555	0.0038752747	0.011146558	0.021742448
n	0.27827114	0.19953367	0.29010004	0.10691264	0.010179813	0.06261713	0.05238552
i	0.056031447	0.042435355	0.40634477	0.31579745	0.058378447	0.043906707	0.077105865
s	0.01370074	0.029776338	0.7766704	0.129086	0.03508584	0.004238968	0.011441722
t	0.006446323	0.0075345747	0.120986484	0.20542257	0.031798102	0.054434337	0.57337767
o	0.019633405	0.004198191	0.3187134	0.45355496	0.091389544	0.017865885	0.09464457
g	0.022887764	0.0141839795	0.11783169	0.38994092	0.35108817	0.035076488	0.06899097
i	0.010223055	0.020387981	0.05929623	0.1974143	0.058974944	0.056514096	0.5971894
a	0.09503887	0.02511541	0.11195672	0.2912762	0.35359883	0.052689306	0.070324704
r	0.0042583286	0.012596644	0.022394568	0.06861369	0.54136336	0.11246353	0.23830995
d	0.0025706051	0.0007267915	0.0029545838	0.05367346	0.045628645	0.18481363	0.7096322
ì	0.072967455	0.0126579255	0.018629631	0.17024875	0.16002025	0.44384202	0.12163394
n	0.1052777	0.004391707	0.015369857	0.07604979	0.22375907	0.37482423	0.20032763
o	0.056641776	0.02524206	0.011057136	0.031880878	0.057460003	0.4729279	0.34479025
s	0.026900934	0.007480649	0.020547934	0.025465673	0.50078887	0.35648978	0.06232611
t	0.005236839	0.010793578	0.009410439	0.007651355	0.036252894	0.16066326	0.7699917
o	0.024217105	0.0024542755	0.014003826	0.016572358	0.07947998	0.37260845	0.49066398
c	0.011843155	0.0038820857	0.014008595	0.01008603	0.021570383	0.7396302	0.19897957
ì	0.0144284	0.035489716	0.01065438	0.0051757405	0.028086485	0.18453915	0.72162616
p	0.0004599384	7.652493e-05	0.00069076684	0.0029384298	0.013398804	0.9143572	0.06807836
o	0.027042689	0.020878246	0.0057079038	0.0013258111	0.008896547	0.60146326	0.33468556
</S>	0.030269273	0.0083067315	0.016371556	0.007804159	0.008060102	0.68388927	0.24529889
