 	mia	sorella	ancora	non	è	venuta	qui	</S>
t	0.88807064	0.01776178	0.022142343	0.00017045498	0.00021675995	0.0013996016	0.044006236	0.02623224
i	0.6441629	0.09488336	0.04919029	0.010426987	0.005444519	0.007947586	0.0040411223	0.18390323
n	0.1808501	0.47155505	0.0988448	0.01501172	0.0038681265	0.0026822314	0.003945963	0.22324197
a	0.024747677	0.3404721	0.027051343	0.018951373	0.015585199	0.015799621	0.016630769	0.54076195
d	0.004617058	0.9246256	0.050898094	0.002792862	0.0007239078	0.0003503291	0.00045100632	0.015541241
r	0.045100696	0.4384413	0.20372912	0.025490377	0.018484628	0.006542638	0.00990116	0.25231013
e	0.012876604	0.9744529	0.0071075736	0.0019667705	0.0015623156	0.0005953085	9.6236094e-05	0.0013423162
f	0.0037444094	0.8750613	0.10837774	0.0051716235	0.002153891	0.0009305225	0.00041723571	0.0041433573
f	0.0115645975	0.15278389	0.02800194	0.041954048	0.031697344	0.018052533	0.017151926	0.6987937
ì	0.02493923	0.75363916	0.13931021	0.02783344	0.021583939	0.006082606	0.005347818	0.021263622
m	0.0024244979	0.66091686	0.13212194	0.08390076	0.042744048	0.02368171	0.017495617	0.03671459
m	0.07674619	0.3088736	0.27081028	0.09725527	0.12787476	0.02682165	0.009718467	0.081899725
u	0.13610786	0.59565896	0.10931595	0.031218184	0.090433486	0.03469226	0.0009932857	0.0015800272
a	0.036377233	0.1451753	0.45493838	0.16688107	0.14197226	0.04551586	0.0019233115	0.0072165634
n	0.0045817923	0.026386254	0.21702713	0.19907324	0.118840784	0.09684048	0.069928154	0.26732215
k	0.0021636114	0.0027840545	0.0021777959	0.018327856	0.07820143	0.027685352	0.0925603	0.77609956
ò	0.29868352	0.050405875	0.20240028	0.10410241	0.24342178	0.04879298	0.029438129	0.022754988
r	0.019580878	0.017409042	0.013614583	0.34011766	0.5248369	0.079253525	0.001287682	0.0038997638
a	0.17299718	0.06958625	0.066926695	0.23266354	0.32966578	0.039451744	0.02026501	0.06844387
e	0.027602766	0.02061807	0.05299536	0.38474506	0.4378647	0.06959645	0.002642666	0.0039348877
n	0.0019876752	0.010931786	0.025784725	0.113333195	0.27447817	0.09106499	0.2272923	0.25512716
ì	0.0015389229	0.0017534435	0.00038001608	0.012944325	0.115156	0.03183689	0.15041894	0.6859715
r	0.0005594963	0.0021009294	0.0011170483	0.06594703	0.5210319	0.120811336	0.2290625	0.059369687
t	0.010462824	0.0044991467	0.00075845234	0.027062621	0.15679808	0.033918954	0.46585914	0.30064073
e	0.009704375	0.0022970648	0.00088702404	0.112888195	0.73008364	0.07508903	0.046959277	0.0220913
e	0.07832529	0.07315767	0.14959475	0.09057161	0.24585943	0.025630062	0.26153636	0.07532483
t	0.0006113807	0.0053786496	0.011704884	0.009411841	0.03443401	0.011003924	0.67467695	0.25277835
t	0.0023306627	0.0023896468	0.00040919989	0.004461039	0.06919551	0.013829786	0.24212117	0.665263
ù	0.0013704338	0.00053926505	0.0008059961	0.0017142909	0.014047233	0.0023604839	0.9245909	0.054571338
</S>	1.7527775e-05	0.00034617644	0.00014678709	0.00063429895	0.0041564773	0.0011789652	0.9563423	0.03717734
