 	il	morto	vuole	pianto	</S>
o	0.86415976	0.0057728672	0.0068197353	0.007690923	0.115556575
p	0.9287052	0.05236107	0.0013968725	0.00013742306	0.017399503
e	0.0046699774	0.026176782	0.39278	0.07149475	0.5048785
s	0.056818217	0.925259	0.016355708	0.00016544273	0.0014015237
a	0.034821663	0.81531817	0.09059898	0.0013246147	0.057936486
m	0.044668134	0.86566794	0.06803936	0.0038041286	0.017820396
m	0.01823938	0.18670787	0.1689012	0.021257257	0.6048942
è	0.17078356	0.58355165	0.18171737	0.027657995	0.036289413
n	0.13447838	0.30438393	0.36363706	0.15375756	0.043743048
o	0.018147385	0.16115448	0.61838037	0.06407483	0.13824293
t	0.013501543	0.10170641	0.83682495	0.019774243	0.028192798
è	0.0008654995	0.015883662	0.8835558	0.009979778	0.08971527
l	0.00042521046	0.009836581	0.771759	0.15934594	0.05863329
i	0.00045496333	0.0061456324	0.41061357	0.09038687	0.492399
g	0.019932084	0.026427034	0.16740297	0.6640432	0.122194745
l	0.013418508	0.032532815	0.10044446	0.16024059	0.6933636
a	7.258306e-05	0.0008576699	0.018869082	0.8226544	0.15754624
m	0.006767698	0.008355676	0.0122977905	0.7529579	0.21962094
m	0.010477114	0.027456913	0.015628982	0.24418762	0.70224935
è	0.011264316	0.0021590863	0.009039366	0.8220165	0.15552074
n	0.1996933	0.015946703	0.024080249	0.5403286	0.21995111
o	0.08192292	0.03766293	0.027686283	0.3180355	0.5346923
</S>	0.013132184	0.024261896	0.020977048	0.6015653	0.34006354
