 	il	vestito	della	sposa	deve	essere	bianco	</S>
o	0.94139934	0.011187135	0.01274757	0.004301134	0.001297835	0.004940321	0.011674568	0.012452166
à	0.7312685	0.14761575	0.057117674	0.045352265	0.0015191771	0.0011341429	0.0002861148	0.015706344
b	0.0014370185	0.021213984	0.5743658	0.036666363	0.07309125	0.058458116	0.073754005	0.16101336
b	0.004810485	0.03505787	0.83107626	0.011106079	0.0009702487	0.000799971	0.0035542045	0.1126248
e	0.34284037	0.17773096	0.41686535	0.012713556	0.01340091	0.009207636	0.0013836421	0.025857562
t	0.00603221	0.18114015	0.6949749	0.076795205	0.0107880905	0.0083377175	0.0005181751	0.021413542
o	0.009960686	0.088521704	0.7795283	0.03304567	0.03663778	0.031460367	0.00060296303	0.02024249
u	0.0054167905	0.033328418	0.89704704	0.05825865	0.002452486	0.002276028	0.00015578017	0.0010648334
k	0.003334951	0.066401616	0.14991876	0.5334927	0.17213035	0.053453248	0.0012029317	0.020065432
o	0.015990503	0.05424235	0.5507272	0.12369148	0.021847235	0.0075608664	0.011858034	0.21408232
r	0.005121314	0.031061817	0.14851852	0.67905885	0.07886362	0.031091155	0.0026790234	0.023605797
a	0.0045879525	0.027472693	0.08410197	0.10646069	0.4915841	0.18558611	0.007234961	0.092971504
s	0.01947122	0.056303784	0.064231165	0.6961839	0.07113866	0.07287085	0.0077582533	0.012042161
ì	0.0019207031	0.012199497	0.009771816	0.07228931	0.5315883	0.18014959	0.017863961	0.17421684
u	0.002023395	0.01488312	0.0013389802	0.122582115	0.4054344	0.313081	0.106033385	0.0346236
è	0.00084074907	0.01501691	0.003086406	0.21190864	0.3995777	0.348059	0.012799852	0.0087108025
n	4.104394e-05	0.00059088477	0.0006710375	0.022436742	0.44297898	0.4677858	0.055457532	0.010038016
a	0.0033071386	0.034841962	0.019025315	0.037737545	0.20760363	0.20069717	0.15953144	0.33725575
n	0.01340978	0.10875226	0.007557244	0.0984028	0.05675476	0.47133875	0.21055774	0.033226643
e	0.0016405177	0.019237254	0.0029207126	0.0060341065	0.23864228	0.3725038	0.14322135	0.21580002
à	0.01600002	0.049942996	0.0024519141	0.015083615	0.02108871	0.49641845	0.3619579	0.037056375
s	2.5251036e-05	0.0002836386	0.00052282383	0.0022825992	0.06826365	0.50115496	0.40302685	0.02444022
p	0.000808769	0.0058522867	0.0036819207	0.0008929712	0.0072905375	0.041657202	0.67053723	0.26927903
r	0.11732244	0.049092647	0.0055230865	0.0013387082	0.0017241779	0.052333213	0.6463334	0.12633233
o	0.3240344	0.08072341	0.013056308	0.0017664247	0.0029440399	0.059564475	0.4300423	0.087868616
</S>	0.06942359	0.072857924	0.003525974	0.011747183	0.0035333796	0.14657167	0.6025788	0.08976142
