 	volevo	trovare	un	forno	che	fa	un	rustico	buono	</S>
ì	0.9922019	0.0008755048	3.5847064e-05	4.334501e-05	1.4580952e-05	3.369917e-05	3.533118e-05	3.2081472e-05	0.0026868922	0.004040777
s	0.8836937	0.04762078	0.0015375488	0.0017929592	0.0010776141	0.000931107	0.0004783407	0.0005414353	0.003621575	0.058705058
e	0.32170275	0.42616802	0.036822706	0.013974171	0.0016493468	0.008800893	0.004454664	0.004868586	0.0042281663	0.17733067
l	0.5582375	0.4219407	0.0127163865	0.004573879	0.0022909266	6.356003e-05	1.3386076e-05	2.63426e-05	2.6984044e-05	0.00011023384
a	0.08462214	0.5425709	0.07543792	0.04486595	0.014481587	0.014621819	0.008797744	0.01159012	0.0012734192	0.20173839
n	0.06592733	0.770281	0.13398597	0.023711342	0.0025091402	0.0019767007	0.0004661778	0.00029449112	0.00016502985	0.0006828715
a	0.024914768	0.60706973	0.17259802	0.019614382	0.005032453	0.015219304	0.009699646	0.0032453497	0.001189956	0.14141646
v	0.025466414	0.7048966	0.17054065	0.07626392	0.009684332	0.0030465287	0.0016818008	0.0037412022	0.002431768	0.0022468523
r	0.004177773	0.048032183	0.20181806	0.250007	0.024421046	0.028984617	0.03430444	0.22156587	0.008319166	0.17836984
ì	0.07780879	0.6217676	0.23711452	0.04341162	0.0020503718	0.0055923336	0.004449802	0.0046759155	0.0007007742	0.0024282725
k	0.0015563642	0.28932187	0.61225873	0.051439997	0.0032611487	0.016045462	0.011195846	0.003914349	0.00096381357	0.01004243
o	0.008481616	0.06435865	0.067196764	0.084594786	0.011781984	0.049019933	0.05550227	0.124911435	0.0032062798	0.53094625
a	0.0013722269	0.031645473	0.5350206	0.32889807	0.05273529	0.030010978	0.013778835	0.005588209	0.00056231127	0.0003879807
f	0.00050631	0.015991839	0.39874163	0.47105718	0.035359226	0.020818518	0.0136588225	0.021414982	0.010522624	0.011928807
ù	0.0014251557	0.0071345842	0.10725142	0.07048307	0.007923994	0.06982228	0.02709126	0.0076825935	0.0030443359	0.6981413
r	0.0030943942	0.01600388	0.4889963	0.24314311	0.01974198	0.11152001	0.048434112	0.0063606477	0.0045758267	0.058129806
n	0.0005032572	0.008478976	0.18051422	0.13168885	0.0069388496	0.039942812	0.021078816	0.019524561	0.009373465	0.5819562
o	0.00072624633	0.003890397	0.17989065	0.20280029	0.014539425	0.3550533	0.21071851	0.021750873	0.0060289274	0.0046013524
k	0.0009141431	0.002115394	0.02625456	0.57639337	0.121122085	0.1109566	0.10370104	0.05237766	0.0033818104	0.0027834482
a	0.0019482387	0.007686286	0.06200972	0.47298545	0.04074892	0.045747086	0.03488316	0.17489335	0.0124636935	0.14663407
k	0.0025367995	0.0030886661	0.014310635	0.36179227	0.11143455	0.22222756	0.21372205	0.062261287	0.0042690895	0.004357032
a	0.001695349	0.006170116	0.02289946	0.43268976	0.04242012	0.056843918	0.042590372	0.148451	0.016891347	0.22934856
n	0.0020843418	0.0032274947	0.007829586	0.12722892	0.04959518	0.25945443	0.40986082	0.12526251	0.008249991	0.007206746
n	0.0007319193	0.008403561	0.009677302	0.05186325	0.011904965	0.33582	0.17987777	0.019065928	0.015355476	0.36729988
i	0.0002447041	0.0037096324	0.0057062856	0.131682	0.014838191	0.31463584	0.31855756	0.07157029	0.09752663	0.04152894
u	0.0006872842	0.006877074	0.009231294	0.09744859	0.014381977	0.12480969	0.39793998	0.23171224	0.09511579	0.021796059
n	0.0010070667	0.023002762	0.01978923	0.13504514	0.031467024	0.20886022	0.27606487	0.10579142	0.11953741	0.07943491
r	0.00068553403	0.00437044	0.005002789	0.03596794	0.009291491	0.25297582	0.11174677	0.012280159	0.014459438	0.5532196
ù	0.00023132624	0.0016514029	0.0016597916	0.012554353	0.00225672	0.15558016	0.30572438	0.06362489	0.35726067	0.09945637
s	0.00030679913	0.002876711	0.0018191772	0.002895314	0.0004973709	0.15671448	0.39705658	0.03925982	0.16234954	0.23622416
t	0.0004498252	0.000999379	0.0014489549	0.003800444	0.0014183113	0.040182345	0.063028544	0.03304912	0.013394695	0.84222835
i	0.003784273	0.0039635967	0.0021980538	0.004146468	0.0039799674	0.25181568	0.42377448	0.1042334	0.037425525	0.1646786
k	0.0017355218	0.0064951275	0.009292915	0.018115832	0.0037753484	0.030631006	0.24362141	0.62189764	0.028102186	0.036332995
o	0.008342124	0.0073279394	0.0064827907	0.023785086	0.01047373	0.019994926	0.07422968	0.46330726	0.12185486	0.2642016
k	0.0026462527	0.008127637	0.011611599	0.017680803	0.002565548	0.026203401	0.14962584	0.6817237	0.022873461	0.07694186
a	0.004311416	0.008212305	0.007058066	0.024263272	0.003985553	0.010163828	0.045996595	0.27754685	0.17366634	0.44479573
l	0.0043568355	0.012664341	0.015553149	0.021905426	0.0034854016	0.028643146	0.11693287	0.65108806	0.017962225	0.1274086
ù	0.00081165147	0.0108835185	0.004482025	0.009790557	0.0019403477	0.014279385	0.029398562	0.06460407	0.13382496	0.72998494
</S>	0.0001785468	0.002277753	0.0019047209	0.0012960818	8.4471874e-05	0.027752763	0.05495561	0.036733843	0.065413624	0.8094026
