 	è	pericoloso	di	nuotare	di	notte	</S>
è	0.7522357	0.13774894	0.0013563972	0.0008384652	0.00084759505	0.0022786064	0.10469429
p	0.4631035	0.4113954	0.010399998	0.02139545	0.0068539223	0.022495275	0.06435647
e	0.0017791056	0.8257317	0.10059677	0.02119712	0.0013209551	0.0023847455	0.04698946
r	0.040521104	0.9249929	0.027925868	0.00609713	3.5297377e-05	1.5284266e-05	0.00041244467
i	0.015951654	0.83495563	0.050644986	0.008296415	0.0015354584	0.0012560055	0.087359846
k	0.008811192	0.9505942	0.03511444	0.0021378733	0.00012891598	0.00017491472	0.0030383088
o	0.0044738976	0.65895915	0.1283245	0.06795594	0.0028135877	0.007604784	0.1298681
l	0.00935032	0.663185	0.30350426	0.01299152	0.0011491842	0.0007317788	0.009087996
ò	0.003138248	0.31366953	0.3573238	0.10467538	0.05385078	0.057699945	0.10964233
s	0.0015689444	0.17932801	0.6977993	0.060438212	0.01729562	0.008864284	0.034705587
o	0.0022955884	0.16400668	0.45943195	0.023322066	0.01333143	0.035003025	0.30260932
n	0.003580629	0.0107780555	0.43556744	0.43225932	0.07980956	0.0080445595	0.029960351
a	0.0018932881	0.02373897	0.25571424	0.29048768	0.06353108	0.05513846	0.30949628
n	0.0048442753	0.008409691	0.07106344	0.6716509	0.11858588	0.030657228	0.094788566
a	0.0016998668	0.016843215	0.06834294	0.360125	0.16705662	0.10635092	0.27958143
r	0.0050647655	0.011220792	0.034450356	0.44418347	0.25963768	0.07955978	0.1658831
è	0.00097057986	0.011563073	0.025448287	0.2876227	0.24136522	0.17084228	0.2621878
t	8.602515e-05	0.0035635307	0.009141467	0.10386218	0.684304	0.1462049	0.05283795
s	0.00037341443	0.0030696394	0.009764434	0.015592885	0.07445416	0.31035703	0.58638847
i	0.003434232	0.01210684	0.010875192	0.07365013	0.28756544	0.35510606	0.25726214
à	0.0033975863	0.0058802855	0.006361671	0.02333278	0.25197482	0.47705144	0.23200138
t	4.3175292e-05	0.0010180604	0.0014781152	0.021438535	0.58045495	0.36194855	0.03361869
s	0.00017067614	0.0010788916	0.0015352402	0.00559913	0.1118797	0.57215005	0.3075863
e	0.00052887556	0.0017536742	0.00093743595	0.0011375541	0.038247243	0.7985437	0.15885155
n	0.0006204859	0.0042962083	0.0034287293	0.0053807646	0.028392289	0.77077514	0.18710634
ì	0.00026258573	0.0021273573	0.0018235494	0.003578917	0.06490704	0.6851226	0.24217804
t	5.8829414e-06	0.0006051933	0.00050737034	0.00029535257	0.040911175	0.90561014	0.05206486
t	0.0003517267	0.00046405877	0.00055902347	0.00013251405	0.0050411145	0.6880852	0.30536625
a	0.00059262034	0.0013409554	0.0010110842	0.00024012709	0.0016885967	0.80507565	0.19005094
</S>	0.003079874	0.006559253	0.0039671017	0.0026894924	0.0029416292	0.4249205	0.55584216
