 	dopo	Giovanni	é	tornato	a	casa	</S>
d	0.9611294	0.009032643	0.021106035	0.0009598026	0.00029038102	0.0036297403	0.0038519215
ò	0.8332593	0.06525444	0.06486115	0.007666701	0.0022755233	0.0007200815	0.025962861
p	0.99350715	0.0051559377	0.0006767045	0.00010172226	5.187924e-05	0.00011612118	0.00039047006
u	0.26095325	0.13960317	0.10135075	0.17985342	0.0092746345	0.0037464479	0.30521825
o	0.5478259	0.44623384	0.0051756036	0.00038455363	9.3059265e-05	1.571343e-05	0.00027130195
G	0.07385385	0.86147374	0.044466723	0.0006367881	0.0011812847	0.00024705337	0.018140491
i	0.046899244	0.60959345	0.21656178	0.018963668	0.015067164	0.007026991	0.08588774
o	0.06306081	0.87706983	0.04814522	0.0063678576	0.0018919114	0.00037369053	0.0030907162
v	0.019573893	0.75919974	0.18774243	0.0050165392	0.008088254	0.0010555577	0.019323714
à	0.015011864	0.06793525	0.2259316	0.17668751	0.013848372	0.040081225	0.46050414
n	0.034212593	0.5712392	0.33212975	0.04020195	0.009462355	0.0035352032	0.009218998
n	0.0056880014	0.11853253	0.049000844	0.05281657	0.003789221	0.019996462	0.75017637
i	0.011205602	0.44170892	0.43201324	0.10535687	0.008374347	0.0003472085	0.0009937104
j	0.010440626	0.058393907	0.7670652	0.11368919	0.04113557	0.0030947549	0.006180721
ù	0.009276344	0.02597143	0.2587826	0.092229895	0.05327518	0.037313394	0.5231512
r	0.0018188412	0.0074285935	0.4154865	0.39756766	0.105862446	0.05346359	0.018372344
i	0.0055434476	0.024628654	0.22557339	0.41159517	0.046038236	0.05004858	0.23657253
s	0.0068661505	0.010997563	0.40108997	0.37756386	0.18961051	0.011039295	0.0028326546
e	0.0073811193	0.009929294	0.2672143	0.17660868	0.15560585	0.027149156	0.35611162
è	0.021939917	0.014660855	0.1588161	0.45630768	0.24989055	0.07431117	0.024073727
s	0.00067074114	0.0008117331	0.049508933	0.33077362	0.2764769	0.3202614	0.021496689
s	0.0012891373	0.0013294185	0.029287906	0.2054072	0.10928545	0.27277118	0.38062972
u	0.007789073	0.0031354318	0.06641682	0.44759098	0.1755792	0.21610849	0.08337992
</S>	0.017204449	0.018081902	0.041234974	0.0794721	0.07158303	0.671051	0.1013725
