 	se	la	pasta	aveva	voluto	sale	lo	avevo	messo	</S>
s	0.79464227	0.007754227	0.0026801853	0.0023196442	0.0011162483	0.0018134003	0.00027789513	0.0010750294	0.0052132	0.18310781
i	0.053490426	0.19794808	0.03937721	0.05250142	0.034808774	0.056962855	0.15944046	0.013053103	0.06312921	0.32928845
i	0.013143068	0.7936243	0.15085001	0.0067224256	0.004068866	0.0079382025	0.0048233992	0.00044952272	0.0013301324	0.017050117
p	0.00017501469	0.551828	0.30635285	0.0130492505	0.006850358	0.03022122	0.01602019	0.0015372965	0.020485522	0.053480264
à	0.0029699763	0.04289946	0.22851525	0.41363856	0.05843497	0.054009404	0.06870918	0.008356437	0.032059383	0.09040743
s	1.492653e-05	0.8476917	0.12285452	0.023762524	0.002217606	0.0005480131	0.00010725497	0.00014563394	0.00095533166	0.0017024426
t	0.0039820047	0.37596488	0.09325639	0.10901664	0.02492879	0.0260031	0.055802412	0.0077583515	0.026826251	0.27646112
a	8.976125e-05	0.67489535	0.14335963	0.15350656	0.01847467	0.0054170536	0.0006977356	0.0012407501	0.00070600474	0.0016125385
ì	0.00048135154	0.31508717	0.49518815	0.13034952	0.02472909	0.018118437	0.0046586366	0.0007106306	0.0027966017	0.00788049
c	3.276102e-05	0.023312397	0.15231305	0.41674158	0.074502334	0.0959821	0.0090690525	0.01731753	0.15327427	0.05745494
h	0.0012233718	0.07938472	0.21474491	0.41340852	0.035969265	0.028543064	0.023004044	0.011838801	0.048438508	0.1434448
e	0.000100780766	0.025540637	0.024332331	0.9044422	0.03713135	0.0012962054	9.486836e-05	0.0038091857	0.0011294013	0.002123076
t	0.00044356458	0.024525898	0.09960573	0.29302934	0.28772002	0.23973478	0.032299295	0.004081787	0.0047784843	0.013781064
e	0.00032986546	0.008962642	0.021703282	0.43482593	0.22356746	0.044009607	0.015113262	0.046132624	0.054371722	0.15098368
l	0.00053555635	0.0109023	0.017899381	0.11626658	0.41029337	0.34450784	0.039393496	0.009387881	0.018603379	0.03221016
ì	3.351204e-05	0.0022294153	0.0030791909	0.37969413	0.24335927	0.07574715	0.01492321	0.08430034	0.13219383	0.06444002
s	5.5966193e-06	0.0009918514	0.0026871501	0.22847128	0.5453595	0.12189137	0.005315025	0.048047226	0.03036361	0.01686745
o	0.0013454861	0.0013807866	0.014925059	0.7069631	0.107518755	0.019907093	0.0040771104	0.017931793	0.022989335	0.102961496
n	0.00015294629	0.0013548166	0.0012178991	0.0061664027	0.19656584	0.46150544	0.27358624	0.052550107	0.004366363	0.0025339564
t	0.0002865615	0.0038299623	0.0019234692	0.03325995	0.37902477	0.23862746	0.043888316	0.07228408	0.06594564	0.16092981
a	2.2780989e-05	0.0008752569	0.00068007415	0.004319907	0.10002119	0.7549235	0.08157208	0.012295759	0.016318228	0.0289712
à	0.0001350803	0.0021253184	0.0010287949	0.0024299505	0.030619064	0.5939378	0.25985196	0.06826765	0.025130495	0.01647388
l	1.6611076e-06	0.00020786116	0.00011641555	0.0037251217	0.05625477	0.56356716	0.046703737	0.24927516	0.06913202	0.0110161295
a	5.613237e-05	0.0003054929	0.0003859126	0.010881959	0.10386585	0.5401633	0.07139003	0.08209854	0.13076913	0.06008377
t	5.534899e-05	0.0019147228	0.0005776613	0.0008803916	0.016478227	0.28343606	0.48045412	0.14419007	0.06157985	0.010433597
o	0.0010170633	0.0035372204	0.0016681626	0.010115192	0.062297247	0.3119872	0.08693748	0.119191155	0.17224558	0.23100367
ì	0.00027116446	0.0037128227	0.0020765625	0.005023444	0.011138261	0.23202	0.2642916	0.32244062	0.10948462	0.049540907
c	9.829594e-07	0.00018198144	7.534161e-05	0.0029534337	0.0067257257	0.14522228	0.041316137	0.6806003	0.11031394	0.012609977
h	0.0010497398	0.000651761	0.0008276375	0.005837678	0.030061472	0.3658659	0.060859997	0.061214376	0.26312175	0.21050966
a	0.001350915	0.00028422097	0.00027970807	0.00941603	0.01753207	0.05422231	0.03613349	0.6407903	0.15768258	0.08230837
v	0.00011146825	0.004052875	0.0033792031	0.009595254	0.0088867955	0.08568632	0.1173456	0.4873967	0.1911511	0.09239471
à	0.031204617	0.009076654	0.015921578	0.0051894975	0.023659054	0.24948259	0.18367241	0.015305356	0.18471602	0.2817722
l	9.368852e-06	0.000114186274	0.00012735934	0.0048884186	0.001759032	0.0024168224	0.0022236374	0.70457643	0.24955484	0.034329947
o	0.00017421786	0.0006637271	0.0011489523	0.00308616	0.0072330297	0.16908456	0.048050553	0.15750875	0.37092847	0.24212164
n	0.00014782262	0.0017740633	0.00072800746	0.0014484857	0.0012696603	0.0051422375	0.029252157	0.085962735	0.51682705	0.3574478
t	0.005364106	0.0034440001	0.0029862893	0.003986212	0.0029908754	0.06264972	0.08602729	0.05623484	0.49603155	0.2802851
a	0.00025565928	0.001003111	0.002457302	0.003907739	0.0022310433	0.0093360115	0.006335154	0.045111336	0.5592389	0.37012377
</S>	0.0002540163	0.0016924983	0.0016025658	0.0072505753	0.002714869	0.0031982877	0.0037480097	0.041881528	0.77333605	0.16432159
