 	non	è	li	dimentichiamo	mai	i	i	padri	e	le	madri	</S>
e	0.7553819	0.01701089	0.0022833734	0.0023349533	0.0018040282	0.00021706054	0.00012989542	0.00033665824	0.0024455169	0.0007155632	0.00076222385	0.21657796
n	0.07540317	0.21400394	0.020580009	0.030629108	0.009104902	0.038582988	0.031304635	0.00477164	0.0022146276	0.0073858104	0.0067559043	0.5592633
è	0.00086730643	0.63666046	0.04383702	0.2154074	0.011889282	0.008596888	0.008653381	0.0063834395	0.004191803	0.0007965473	0.0052718925	0.0574445
n	0.0052373647	0.987547	0.0016642682	0.0046443287	0.00027428457	0.00016125788	5.5079494e-05	3.6367044e-05	2.7235581e-05	1.8634013e-05	3.1428724e-05	0.000302673
a	0.0049621244	0.7342355	0.010602838	0.08304694	0.0057782587	0.006227746	0.009973971	0.0025354496	0.002625701	0.0007934244	0.0035500263	0.13566801
l	0.0015552735	0.5636071	0.15036303	0.24690002	0.012273827	0.018625397	0.0030559204	0.002756319	8.210732e-05	0.00010428988	1.7721326e-05	0.0006590047
l	0.0007207559	0.27547756	0.047586296	0.44122252	0.0117793325	0.045597184	0.055291634	0.01766878	0.008068431	0.0046984307	0.009094979	0.08279402
i	0.00012887955	0.23122782	0.030872976	0.6160717	0.017728843	0.0009379308	0.0014236133	0.0056883474	0.008007409	0.0010433869	0.020639636	0.06622949
m	0.00042416068	0.02215189	0.3407266	0.5696263	0.044542473	0.005968971	0.0016477203	0.010983593	0.00065291615	0.00033480863	9.819701e-05	0.002842464
o	0.0025798327	0.09283308	0.21994185	0.31801075	0.10760222	0.020774929	0.107724406	0.029062174	0.017437646	0.003780889	0.017198417	0.06305383
n	0.0016664579	0.007958099	0.3502749	0.5182496	0.079664215	0.008785121	0.0033334258	0.016113888	0.0014595763	0.0008139663	0.00038255382	0.011298269
ì	0.00014076557	0.009417817	0.056050777	0.6846941	0.03535724	0.042523395	0.032095402	0.0502922	0.008908429	0.0027282026	0.007342932	0.0704487
s	0.00011244645	0.003703839	0.31557012	0.3203491	0.23169766	0.020413315	0.011150948	0.062413592	0.0103924675	0.002711301	0.004167902	0.017317336
u	0.003790395	0.0081520295	0.15311763	0.4656334	0.12028408	0.004305218	0.008074486	0.01253665	0.03218565	0.0025052098	0.034798898	0.15461642
m	0.0011831976	0.0013608796	0.09456162	0.10792156	0.5343922	0.05926486	0.024172718	0.14108047	0.017747115	0.005535589	0.00077216333	0.012007766
e	0.0051846653	0.015079324	0.10597198	0.21606761	0.24454148	0.032902967	0.13151287	0.05855265	0.025203338	0.0074656685	0.050580733	0.10693674
m	0.002767729	0.0031053014	0.035340115	0.030441543	0.5863274	0.07409911	0.039401572	0.17065953	0.022733886	0.007722541	0.0017710626	0.025630292
a	0.00692643	0.01394334	0.044656273	0.102533914	0.2744753	0.04445499	0.14131784	0.0944311	0.026639681	0.010959899	0.07941922	0.16024193
i	0.002897875	0.0050575323	0.018352987	0.01798864	0.3947324	0.071891904	0.08316463	0.24822494	0.0871981	0.022262016	0.008405848	0.039823122
t	0.00038766046	0.006856803	0.013445455	0.015041675	0.1302	0.10513433	0.18706863	0.29769698	0.07751188	0.05734493	0.017827084	0.09148465
u	0.00014241204	0.0040153195	0.0018291817	0.07759838	0.035105754	0.08762456	0.054526925	0.34192866	0.05610788	0.017319063	0.051111072	0.2726908
s	0.0028203258	0.007226681	0.024339512	0.024669176	0.19304085	0.03409083	0.046290096	0.16806528	0.29124734	0.059861604	0.051177643	0.09717067
t	0.00011162313	0.00335315	0.00082471914	0.062393818	0.010973146	0.04628696	0.044492684	0.27488282	0.06215661	0.037787035	0.08933079	0.36740664
a	0.0009746185	0.0014607947	0.006464363	0.018108878	0.062233396	0.010484493	0.019261125	0.059738647	0.29288024	0.13334866	0.2201821	0.1748626
c	0.0009992549	0.006509936	0.020676875	0.01945711	0.027579276	0.0063686734	0.027287671	0.028205741	0.37113142	0.24289864	0.13104892	0.11783648
i	0.0077781966	0.0064152223	0.00968027	0.031168679	0.042002443	0.0128088	0.043051146	0.11054188	0.051779013	0.050231714	0.2532417	0.38130093
ù	0.002777135	0.0065794587	0.024260899	0.0165222	0.03919095	0.0059230463	0.010646435	0.020267917	0.47116032	0.14736122	0.09857595	0.15673451
r	3.3672844e-05	0.0015125854	0.00072446023	0.010008727	0.0025832104	0.0016809815	0.003728023	0.01620022	0.4716678	0.27534133	0.11730152	0.09921736
i	0.0036719283	0.0024023151	0.00723646	0.014523519	0.013014813	0.001391035	0.004686231	0.021717282	0.07648282	0.06773238	0.32607675	0.46106443
a	0.0011310221	0.0044912156	0.01647065	0.0129168695	0.012817303	0.0015337853	0.005773631	0.0043216445	0.13948543	0.13476294	0.49428707	0.17200842
m	0.00015465285	0.009155961	0.011902386	0.04077923	0.012048892	0.00380935	0.0074415	0.016514523	0.13160822	0.30928892	0.16406062	0.29323575
a	0.010887541	0.015507157	0.021766208	0.040045068	0.07487691	0.031157343	0.13936026	0.1422388	0.03923182	0.041585952	0.15472983	0.28861305
t	0.0011151604	0.005116244	0.01731006	0.025643356	0.014145221	0.001108455	0.0015317365	0.0025757167	0.06978543	0.10245796	0.5297694	0.22944124
