 	quando	è	arrivato	Giovanni	Anna	stava	e	dormiva	</S>
m	0.9645702	0.0034233169	0.00058325595	0.0022290102	0.0012656962	0.00044682823	0.0003796437	0.018089974	0.009012133
ò	0.89163435	0.024219075	0.0051513677	0.010778394	0.007774933	0.004942555	0.0027330648	0.011146741	0.041619495
t	0.9856542	0.011982152	0.00052596827	0.00017547721	0.00017211157	0.00013173907	0.00013843965	0.00030917895	0.0009107351
t	0.36859345	0.06479256	0.018134795	0.03376011	0.035237014	0.017135898	0.0056379973	0.026464144	0.43024403
i	0.6297915	0.32527936	0.022822302	0.014105223	0.004523681	0.0017752211	0.0007432978	0.00039302514	0.0005663633
è	0.058657106	0.8583951	0.06281582	0.01523456	0.0022785272	0.0005934485	0.00023053396	0.00039614693	0.0013988287
t	0.02235502	0.6176809	0.21257654	0.05290111	0.017950784	0.0068906993	0.0085275695	0.036527604	0.02458975
t	0.012754959	0.31823063	0.07221771	0.0706221	0.031312	0.013096982	0.0022083258	0.02834461	0.45121264
a	0.034327738	0.5994728	0.2560689	0.09353115	0.010852317	0.0038518184	0.0008545391	0.00031461992	0.0007260836
s	0.0060183983	0.27273923	0.6109643	0.10185319	0.005936081	0.0011102181	0.00028190063	0.00030514057	0.0007915771
e	0.004245631	0.07157203	0.48149467	0.16722763	0.0671271	0.026738342	0.008336677	0.00974692	0.163511
o	0.005581453	0.06883024	0.773717	0.13895111	0.009067926	0.0017347303	0.0004479295	0.00046319404	0.0012065239
G	0.0057922686	0.02403263	0.3034759	0.5724143	0.052875396	0.003335454	0.0040492313	0.010168869	0.023856014
i	0.0029896833	0.0047924817	0.09132221	0.44465953	0.13501209	0.036198672	0.027844798	0.0515217	0.20565888
o	0.0055173286	0.018066242	0.68266374	0.25097018	0.029001843	0.00878898	0.0021716359	0.0011356925	0.0016844515
v	0.0026874186	0.009694578	0.1368935	0.7043778	0.09459944	0.009424784	0.010690394	0.014928267	0.016703948
à	0.011250145	0.006675001	0.09423989	0.29887548	0.05065572	0.042256963	0.0046032276	0.06715543	0.42428806
n	0.0018491474	0.0015273393	0.061027516	0.63164324	0.24547505	0.040958926	0.005154638	0.0046587465	0.007705369
n	0.0053800144	0.0040468974	0.06651917	0.10014817	0.03024318	0.033892952	0.0062329434	0.10222572	0.6513109
i	0.0030580345	0.00061371375	0.026546262	0.7454941	0.16098894	0.059552625	0.0020516128	0.00044422335	0.0012503652
e	0.0065222727	0.0028336283	0.016717715	0.46427715	0.4218832	0.07477049	0.008152243	0.0016377277	0.0032055767
A	0.0022837014	0.0062026614	0.010649073	0.4161765	0.43108314	0.041351765	0.030910227	0.030916302	0.030426715
n	0.00023868063	0.0003109164	0.002290516	0.20221445	0.49610937	0.15217727	0.08105462	0.045670338	0.019933788
n	0.0009359872	0.0012810729	0.004028475	0.2383624	0.115514874	0.025164263	0.008883881	0.1190362	0.48679283
a	0.0005914599	0.00028411407	0.0022888973	0.27419946	0.45805788	0.24744704	0.009918625	0.0013496614	0.0058627515
ì	0.011133401	0.0051138136	0.011080771	0.08628755	0.4929533	0.32496002	0.05369214	0.00564164	0.009137309
s	0.00021878233	0.00026779686	0.0006319385	0.03655371	0.41414365	0.2881689	0.14821807	0.08453079	0.027266363
t	0.0005631821	0.0008039248	0.0017980265	0.06956401	0.13764417	0.05737135	0.021954555	0.23054203	0.4797587
i	0.00064010726	0.00011518141	0.0009596071	0.061679926	0.40577742	0.49279466	0.023960968	0.0030255003	0.011046628
g	0.012143798	0.0062125735	0.013476756	0.041936718	0.254627	0.49048048	0.15145671	0.012587369	0.017078543
g	0.014034865	0.016096257	0.0125763705	0.12802623	0.09014542	0.053521775	0.016488815	0.1575681	0.51154214
h	0.014416621	0.0009059138	0.0014845108	0.014868566	0.16898105	0.6006556	0.07162877	0.07088439	0.056174472
e	0.27091932	0.017108621	0.010817381	0.0327675	0.075952835	0.2880216	0.06509472	0.11589313	0.1234249
c	0.022382353	0.004686659	0.0058769635	0.018786134	0.10487812	0.6100926	0.19504325	0.023972306	0.014281656
è	0.02209969	0.009032371	0.0070289727	0.008074712	0.027568476	0.10786735	0.035187356	0.4334569	0.34968424
p	0.0004472946	0.00031343987	0.0020383662	0.008053403	0.04649279	0.39062244	0.3051348	0.16134588	0.08555158
l	0.0076501044	0.003614405	0.004929876	0.0047103604	0.015268352	0.044434648	0.029928843	0.3870036	0.5024598
o	0.0003677745	0.000101211226	0.00022080858	0.00074374303	0.014148593	0.23655431	0.3099352	0.3312093	0.10671901
n	0.02208323	0.0046983846	0.009335312	0.021565584	0.027233286	0.14719242	0.18652363	0.44169748	0.13967071
n	0.0007934225	0.002566652	0.0019393145	0.010617131	0.0070732622	0.007483076	0.036392976	0.41233748	0.5207967
e	0.0027565185	0.0032282395	0.016825618	0.039197743	0.031615503	0.06135948	0.05242942	0.29544938	0.49713817
</S>	0.0049988995	0.0034154227	0.009645818	0.02288601	0.011257087	0.018400371	0.012988758	0.70253605	0.21387157
