 	se	aveva	vestito	la	figlia	l	avessi	portato	alla	chiesa	</S>
a	0.9040128	0.024049457	0.0020519858	0.00052827917	0.00041072248	0.000104129154	0.00089720736	0.00069858594	0.00068460446	0.00097386393	0.06558845
n	0.008891555	0.023522176	0.019551434	0.02564563	0.011429881	0.0123824375	0.0011583216	0.0006656117	0.0010667042	0.021822186	0.87386405
ì	0.00016946756	0.6759321	0.09602208	0.0709979	0.013458397	0.006938069	0.007143338	0.0014971592	0.0044704424	0.007456016	0.11591504
c	4.8266957e-05	0.996917	0.0019123908	0.00077009946	4.2548058e-05	6.495593e-05	4.8699876e-05	2.8500954e-05	1.5194218e-05	6.118839e-05	9.101753e-05
h	0.0070398995	0.2099295	0.014426694	0.03929997	0.011293887	0.012040339	0.008389863	0.0031785434	0.004523027	0.011738825	0.67813945
e	0.00095714955	0.97200465	0.015897265	0.0071740565	0.000660197	0.00013916791	0.001289025	0.0008872656	0.00057549286	0.00010119429	0.00031458546
n	4.6252844e-05	0.20423397	0.30045983	0.4390615	0.016570121	0.038870804	0.00020418604	4.7531077e-05	3.8404756e-05	2.223549e-05	0.00044519422
d	0.0002088662	0.14754985	0.2109788	0.28423136	0.05697414	0.029612135	0.028846417	0.0048213825	0.017761275	0.008613042	0.21040273
ì	0.0032616192	0.6677643	0.044413276	0.023182966	0.01949883	0.0037690166	0.032058522	0.09204067	0.03414116	0.055459555	0.024410106
s	3.2326418e-05	0.23196417	0.50904536	0.23418996	0.0139687015	0.0018338412	0.0029981693	0.0012151847	0.00089367974	0.0011072706	0.0027513455
o	0.003537624	0.5407037	0.14714631	0.08168046	0.045674227	0.006258589	0.06385002	0.050473705	0.025816547	0.00364983	0.03120896
n	6.389763e-05	0.006905239	0.2948932	0.514059	0.12907287	0.043366224	0.0072992346	0.0023664378	0.0017796232	5.8382764e-05	0.00013584604
t	4.8814363e-05	0.0071976758	0.07073346	0.61502576	0.095310986	0.046040878	0.024492245	0.003287575	0.010692035	0.005174072	0.12199648
a	6.2804315e-06	0.00119656	0.022686623	0.77144223	0.11365172	0.08070232	0.0038774884	0.00087174174	0.0011418625	0.0004638361	0.0039593857
i	0.0003405271	0.0024437835	0.05598447	0.60500985	0.24325922	0.062160462	0.015623271	0.004305253	0.0033487817	0.0018726295	0.0056518405
k	2.452404e-05	0.00071739947	0.010846793	0.3974856	0.28645846	0.26285747	0.012488465	0.0030855204	0.0035195882	0.0061143283	0.016401896
i	0.0005808354	0.0013075055	0.012586353	0.47901794	0.20246448	0.113402896	0.045941424	0.011682824	0.009840768	0.013975324	0.10919962
a	0.00020499295	0.0050520687	0.03015018	0.33321524	0.44821534	0.08773935	0.055428233	0.014856362	0.012007739	0.0039818757	0.00914855
t	2.2095277e-05	0.0009867626	0.0057613393	0.12066957	0.370066	0.4003419	0.046766996	0.0110330805	0.013320797	0.011735881	0.01929559
è	2.9726458e-05	0.0021759544	0.0023042618	0.09532532	0.11705852	0.09966337	0.28531468	0.019815644	0.08196077	0.071078174	0.2252736
r	4.749861e-06	0.0016674654	0.00058672036	0.0076781427	0.03899054	0.022474855	0.5970746	0.17268154	0.1349312	0.01483532	0.009074836
a	0.00080569496	0.0019948368	0.00728342	0.06675077	0.08230281	0.01768507	0.42256686	0.12800582	0.075129904	0.05671022	0.14076464
i	0.00017831854	0.0008339649	0.0038948855	0.019418495	0.5012855	0.12997612	0.12764132	0.09664993	0.11453033	0.0031081163	0.0024830368
n	3.012629e-05	0.003249399	0.0058212057	0.029343769	0.15392773	0.23791938	0.23599268	0.076746546	0.14113112	0.048674308	0.06716372
ì	5.9717688e-05	0.0013502075	0.00094353117	0.021209896	0.07644309	0.09515955	0.34216347	0.026600963	0.09598747	0.08273158	0.2573505
c	7.1178346e-07	0.00042270083	3.0991632e-05	0.00016802593	0.0019068081	0.0014839901	0.496779	0.2501162	0.23546927	0.00931227	0.0043100314
h	0.00022909773	0.0008185876	0.00086963864	0.0060418965	0.035610918	0.01848905	0.55264974	0.1678483	0.07853017	0.034128595	0.10478397
a	0.0003012671	0.00023304907	0.000131703	0.0003862739	0.014294357	0.0110695725	0.1996826	0.51881945	0.24229044	0.006973327	0.005817949
p	0.00026237176	0.005608285	0.022116773	0.016027547	0.06567044	0.017744211	0.124539495	0.14084141	0.5379098	0.031842623	0.037436966
à	0.029456947	0.0049207457	0.0364876	0.027939992	0.23762472	0.11448275	0.06240087	0.0486399	0.028960764	0.20768438	0.20140137
r	1.0270093e-05	0.0009879866	0.00026096133	0.00033340493	0.00070781284	0.00014251347	0.12065245	0.18165192	0.5665682	0.105863154	0.02282131
o	0.015310044	0.0010761175	0.008715833	0.0016748784	0.014266312	0.0051747765	0.2678662	0.24013296	0.113726474	0.18617101	0.14588544
n	0.00063111907	0.0048593176	0.0076182	0.01249632	0.026260655	0.0052356776	0.016546346	0.028560203	0.17392935	0.26255947	0.46130332
t	0.013769287	0.004041609	0.024730764	0.040938333	0.047599748	0.022959592	0.03936092	0.023625758	0.04545787	0.16036841	0.5771477
a	0.00047004744	0.0068727145	0.008369618	0.007781473	0.011882994	0.0026334038	0.017239718	0.022231396	0.108268514	0.2623658	0.55188435
s	0.001032565	0.003972578	0.012851785	0.013347363	0.017031144	0.0025967448	0.014964284	0.019398715	0.06990891	0.7004675	0.14442839
t	0.00016608517	0.0019787583	0.0018068781	0.0059123565	0.004119653	0.00571468	0.03919637	0.00969601	0.09423942	0.19841631	0.63875353
i	0.0005821089	0.0028790673	0.003819055	0.001854639	0.00248052	0.0004735939	0.01847501	0.027236778	0.10168681	0.5404779	0.3000345
n	0.00027479234	0.0065311934	0.01632315	0.023906523	0.021706792	0.0038650527	0.014540847	0.013634289	0.03438274	0.6274854	0.23734929
a	7.9562946e-05	0.0014801461	0.0009590596	0.0044454867	0.002855348	0.00357836	0.03591281	0.010342752	0.07549781	0.27755335	0.5872953
g	0.00042955164	0.0066879927	0.004877637	0.004017691	0.003965714	0.00062247185	0.03214884	0.039791763	0.102627784	0.64479136	0.1600392
l	0.005413506	0.0027673226	0.0046213204	0.005101519	0.003259397	0.0028393094	0.025487803	0.020556848	0.035681743	0.42348173	0.47078952
i	0.00020866921	0.00040021853	0.0002492775	9.8687626e-05	0.0001275095	5.0524828e-05	0.028352557	0.11065036	0.1359772	0.65492773	0.068957224
s	0.00083490805	0.0031532669	0.0045747245	0.0041484935	0.003513519	0.0015271297	0.012202768	0.033558622	0.04704889	0.7621492	0.12728849
ì	0.0002200709	0.0056774793	0.0021522087	0.008072388	0.004017375	0.0022253436	0.05968204	0.029879136	0.04039213	0.30036083	0.547321
a	1.7128988e-05	0.003790749	0.0003735463	0.00057069986	0.00039124995	5.4773674e-05	0.057472195	0.05535265	0.06543194	0.52988374	0.28666136
</S>	0.000102455524	0.014212296	0.0035267859	0.004851223	0.0038946185	0.0005447844	0.052042276	0.04241131	0.05731326	0.46129972	0.3598013
