 	non	aveva	dove	aveva	per	stare	</S>
e	0.9529136	0.022467988	0.0008346863	0.00029278387	4.2192507e-05	0.00014636478	0.023302542
n	0.09255012	0.08803735	0.010167773	0.0032491616	0.0075623044	0.124251336	0.67418194
ì	0.0026829413	0.7121329	0.15011744	0.012943048	0.0013150262	0.043017488	0.07779123
c	0.011127876	0.95230615	0.033213947	0.0025295606	3.7865022e-05	0.0002192514	0.00056532066
h	0.0039507686	0.42391607	0.29292974	0.0053890506	0.002408345	0.17630959	0.09509646
e	0.0005111322	0.33286485	0.65058017	0.015746664	8.1391256e-05	5.6966262e-05	0.00015885744
p	0.009571321	0.08243705	0.7357125	0.08049663	0.018751241	0.006615984	0.066415265
u	0.0003725148	0.0035260771	0.10289688	0.02151639	0.005821729	0.8355407	0.030325703
ì	0.07531612	0.06449394	0.40369922	0.27978846	0.022866858	0.010626337	0.14320916
c	0.0003217169	0.013741179	0.043215435	0.64026684	0.10048483	0.12677628	0.07519366
h	0.00036794718	0.007994482	0.22057556	0.12638149	0.021287575	0.5581461	0.0652468
e	0.0023000871	0.0039716237	0.35208404	0.61420184	0.017892594	0.0024701585	0.007079617
n	0.022013316	0.0072284723	0.025575716	0.3032996	0.24181175	0.09127547	0.30879566
a	0.00036687456	0.006329682	0.008498791	0.030059423	0.06858828	0.64562416	0.24053273
s	0.021780135	0.007057467	0.009587377	0.022488339	0.09482149	0.43319228	0.41107288
t	0.00013873653	0.004041836	0.001533172	0.011291987	0.115380496	0.42493218	0.44268164
a	0.0021050593	0.0014350411	0.0027387547	0.0031029717	0.0643799	0.79515284	0.13108535
t	0.0006529687	0.0014797794	0.0012144956	0.0011005296	0.007873996	0.8891213	0.098556936
ì	9.266344e-05	0.0054572355	0.0021333313	0.008928156	0.1228537	0.44464946	0.41588542
</S>	0.00013588477	0.056882065	0.023945512	0.05726372	0.10971166	0.27815574	0.47390535
