 	Marisa	e	Nico	ee	non	hanno	mangiato	mai	</S>
M	0.9924817	0.0014524835	0.00026806	0.00011597068	1.9069334e-05	0.00021805306	3.7536443e-05	4.5991623e-05	0.0053611337
a	0.9819687	0.017848553	8.943347e-05	4.8526344e-05	7.7497555e-07	3.6476104e-06	1.5607108e-07	2.5673812e-08	4.0137893e-05
r	0.09642971	0.8749099	0.0234388	0.0047602467	0.00010979522	5.7045705e-05	2.0199418e-06	1.2790281e-06	0.00029119386
ì	0.99533975	0.003317204	0.0006102488	0.00039627444	1.816483e-05	2.7514216e-05	5.4139705e-06	8.301603e-07	0.00028450286
s	0.12944119	0.8661271	0.0012256472	0.0011510092	0.00012806412	0.0009868274	5.6396628e-05	0.000117220276	0.0007665027
a	0.0949231	0.62595445	0.02613169	0.13049184	0.061161634	0.028787903	0.0127747	0.0027562988	0.017018441
e	0.027201418	0.8573873	0.09026318	0.016626403	0.0032839268	0.0007867501	0.0012345817	0.00026458898	0.0029518793
N	0.16170403	0.08145942	0.6332913	0.07713158	0.007226946	0.0028620097	0.0021448098	0.0011541783	0.033025753
ì	0.26113856	0.023312366	0.045672636	0.21073374	0.018500188	0.16297075	0.0068755383	0.009687449	0.2611088
c	0.036106825	0.50589186	0.10403685	0.12303282	0.031144615	0.17183205	0.008321836	0.0057114204	0.013921722
h	0.0123518435	0.19002382	0.034715388	0.04745791	0.059431165	0.20576948	0.011711288	0.03470536	0.40383375
o	0.001692939	0.4923664	0.017433977	0.14134052	0.16857167	0.1210653	0.041885957	0.011435924	0.004207406
e	0.016071852	0.04401538	0.08115205	0.6029047	0.13294056	0.045572605	0.041940253	0.0037527548	0.031649802
n	0.025067957	0.012034691	0.0886962	0.48633966	0.12221768	0.12828547	0.040148303	0.0120124	0.085197695
è	0.0095300255	0.0029207063	0.0033086124	0.15534739	0.03046469	0.43516845	0.019074026	0.025681796	0.31850433
c	0.0009610054	0.0012283219	0.0004399086	0.07670423	0.06354894	0.8047793	0.032575693	0.009524576	0.010238159
h	0.0014400983	0.0024464398	0.0040839356	0.041368924	0.10431804	0.42815447	0.028838053	0.09360047	0.2957495
u	0.00032959666	0.0013245088	0.00050639105	0.10386695	0.371672	0.2893559	0.170878	0.052689947	0.00937674
n	0.007790075	0.014541527	0.0033288442	0.0720802	0.06858448	0.40832964	0.3216879	0.034074683	0.069582656
f	0.0013444208	0.0016955506	0.00085272687	0.030196335	0.024734937	0.32242987	0.047425292	0.055583913	0.515737
a	0.002892798	0.0028197481	0.0023395156	0.011679241	0.026264615	0.2323305	0.22914097	0.32820958	0.164323
m	0.0061707716	0.010345655	0.003293813	0.012692068	0.0045582764	0.27266115	0.1628197	0.37166318	0.1557954
è	0.03172481	0.0048063216	0.0015373359	0.005605751	0.022957686	0.38138545	0.042741235	0.14565535	0.3635861
n	0.00041872414	0.002055419	0.00024035265	0.0044489102	0.0027924997	0.4966864	0.15265709	0.26848602	0.07221456
a	0.0031425871	0.0021318265	0.00063550664	0.0012439246	0.0053773765	0.1416286	0.07578194	0.37073815	0.39932013
m	0.0057348902	0.013878189	0.0015881761	0.011705458	0.002242917	0.03470287	0.041616607	0.57480615	0.31372473
a	0.054026548	0.013792025	0.0047864937	0.0038494535	0.006694686	0.051587556	0.07244984	0.34290785	0.44990557
i	0.0077629345	0.013034285	0.0013083359	0.0062256465	0.0010466308	0.045055963	0.019012291	0.69925976	0.2072942
</S>	0.010512181	0.020937711	0.0177548	0.029731482	0.0054986808	0.14407066	0.026543226	0.41421244	0.33073884
