 	dovevo	comprare	pane	ogni	giorno	</S>
ì	0.9955752	0.0016188531	5.0118742e-05	0.0001664291	0.00022502142	0.0023645302
c	0.9991027	0.000103462306	0.0002151857	6.733101e-05	7.692589e-05	0.00043435846
h	0.9893371	0.0013500373	0.0063765016	0.00075953	0.0006061539	0.0015706468
a	0.94847417	0.039851226	0.007817166	0.0017133887	0.0011839634	0.0009600118
n	0.99820566	0.0006396718	0.0004065129	3.7090715e-05	7.02601e-06	0.00070392195
a	0.8379574	0.039246097	0.062145308	0.002030324	0.0010630961	0.05755784
v	0.87840694	0.027039735	0.019365424	0.003444904	0.0018110398	0.069932
o	0.015237829	0.013131082	0.38266876	0.2567566	0.25766173	0.07454406
r	0.6621054	0.0540906	0.12385484	0.03496251	0.008371528	0.116615064
à	0.91214144	0.0032138117	0.048401095	0.0027119925	0.0021204494	0.031411264
s	0.20285279	0.0039686975	0.62460256	0.14415398	0.011858631	0.012563367
o	0.0030777936	0.064292766	0.45162013	0.18919705	0.19773617	0.094076045
t	0.003055138	0.0024884138	0.0926882	0.5564876	0.13906248	0.20621811
s	0.012728392	0.0017154888	0.16160329	0.18802476	0.12530656	0.5106215
o	0.0045149243	0.0005776166	0.040776946	0.4553318	0.33425632	0.16454233
m	0.008903532	0.00015470949	0.0037574514	0.31790423	0.56495506	0.10432504
ì	0.01019661	0.00085509947	0.058543686	0.4123856	0.31815222	0.19986674
k	0.008248624	0.00018783301	0.0034723752	0.36891028	0.56907505	0.05010581
u	0.0046792785	0.0015344131	0.0111518195	0.3369937	0.5695211	0.076119736
à	0.005601785	0.00019382683	0.0006699885	0.0093105985	0.7743819	0.20984189
i	0.0043043476	0.00037356807	0.01966661	0.07017607	0.8112052	0.09427422
m	0.0034795848	0.00027158682	0.004515388	0.025231836	0.8655918	0.10090973
è	0.010305964	0.0021122834	0.048823945	0.06983403	0.6612728	0.20765093
r	0.0076857586	0.0012350136	0.008704297	0.05466778	0.80127364	0.12643349
i	0.0025975876	0.002749278	0.040980943	0.0913865	0.82064116	0.04164453
</S>	0.016731882	0.0008799983	0.0057471273	0.015451648	0.29615492	0.6650344
