 	e	forse	è	entrato	dalla	finestra	il	ladro	</S>
c	0.8648371	0.092858635	0.0006391597	0.000118205375	0.00048057182	0.0008893967	0.000367764	0.004257267	0.035551798
e	0.27391642	0.24962276	0.037603624	0.012827195	0.015565793	0.031188326	0.028459856	0.0049327808	0.34588325
f	0.62221	0.36852208	0.0032323895	0.0018883918	0.00041706386	0.00017375995	5.5922177e-05	2.0010302e-05	0.0034803664
ò	0.03612674	0.608508	0.06491722	0.018791158	0.07089903	0.020700544	0.023179939	0.0047550276	0.15212233
r	0.06553117	0.8752956	0.037745103	0.007842631	0.0029556146	0.0013042779	0.0004835337	0.0035053664	0.0053367815
s	0.21331267	0.17957863	0.11933209	0.013205249	0.007626921	0.047226023	0.0024284732	0.0064690276	0.4108209
i	0.3980116	0.51606476	0.06971932	0.0066805203	0.0015435236	0.006359047	0.00062860764	0.0001886958	0.0008039466
è	0.0076756137	0.67961526	0.2333358	0.060428116	0.0094906455	0.0028514108	0.0012558616	0.0004038884	0.0049434905
n	0.0024245838	0.33438042	0.40394297	0.03800698	0.06429816	0.011691253	0.022949696	0.07045781	0.051848065
a	0.0033078142	0.31672028	0.41540065	0.027598776	0.024291892	0.013163343	0.0045429906	0.004505922	0.19046834
m	0.0049734325	0.08792109	0.32364285	0.44304562	0.13010882	0.00391337	0.003927877	0.00041851192	0.0020484177
b	0.016377542	0.07276871	0.276808	0.13123888	0.067279264	0.03232527	0.035335906	0.006078879	0.3617876
ì	0.02433428	0.08933872	0.75542414	0.06446983	0.023925344	0.025866985	0.00076997676	0.0015569067	0.0143137975
k	0.09425963	0.059798356	0.4761065	0.1398436	0.10928835	0.09387016	0.0037510172	0.0051802653	0.017902113
e	0.0728788	0.018351167	0.28100833	0.22758204	0.027563373	0.25751925	0.009302279	0.007968249	0.09782656
à	0.021187492	0.016280739	0.08075057	0.2901226	0.40068647	0.14404841	0.025980955	0.0065368516	0.0144059
t	0.0005018276	0.008404051	0.05399883	0.028967623	0.4338593	0.11322457	0.054675125	0.20656335	0.09980529
t	0.0048966	0.00833263	0.04511413	0.035676204	0.051237952	0.06700845	0.008273432	0.24913213	0.53032845
i	0.0868661	0.01662586	0.021086782	0.030264445	0.23784964	0.48554212	0.02258145	0.024438407	0.07474524
f	0.013258158	0.010404533	0.008068581	0.011330596	0.119212985	0.5016819	0.18504472	0.11222063	0.03877786
i	0.0031425187	0.009352009	0.005006925	0.0065424484	0.18171085	0.05891473	0.058438078	0.32797912	0.34891328
n	0.021483298	0.016225867	0.011133236	0.007353842	0.05926055	0.535882	0.1197003	0.15633614	0.072624825
è	0.0009549158	0.011404899	0.002728065	0.0012546567	0.17652944	0.12318113	0.096074015	0.25958878	0.32828414
s	0.00017746253	0.0022669348	0.0009214352	0.00023800574	0.015013039	0.2914046	0.09419022	0.5697145	0.026073916
t	0.0032299438	0.0032876483	0.007023958	0.0062656803	0.016657868	0.072543934	0.0126655465	0.48154488	0.3967806
r	0.007994436	0.004164871	0.0031812196	0.0013203927	0.009380867	0.7446455	0.062030207	0.08295863	0.08432392
a	0.016018296	0.018029565	0.016854469	0.0043643867	0.009484853	0.32823384	0.050667595	0.1276623	0.4286847
o	0.015127934	0.012758973	0.01087857	0.005091725	0.008803444	0.3373957	0.09788118	0.3996017	0.11246078
l	0.0012874549	0.008242089	0.0035511279	0.0017120525	0.013072699	0.04658524	0.38777852	0.48109162	0.056679282
à	0.00027132695	0.0026118194	0.0004837641	0.00038568012	0.0549537	0.07027486	0.08853059	0.71660936	0.06587888
d	3.5599714e-05	0.00052463263	0.00015386993	1.5813708e-05	0.00034442425	0.017280513	0.00826072	0.95551133	0.017872926
r	0.0009380533	0.00089801237	0.000985467	0.000735833	0.0010358478	0.00538567	0.019175043	0.75628704	0.214559
o	0.0034795408	0.0017549805	0.0018397406	0.00077310845	0.00086004176	0.1255711	0.02003166	0.58396596	0.26172388
</S>	0.012796426	0.015371183	0.009416786	0.0041616084	0.0037367512	0.052739896	0.004675935	0.6068363	0.2902651
