 	non	sapeva	dove	a	stare	</S>
e	0.969532	0.00023190441	0.00036545043	6.255919e-05	0.00021052906	0.02959762
n	0.067050084	0.044199847	0.0035523418	0.002671519	0.106083006	0.7764432
ì	0.004903772	0.340423	0.47886282	0.008183132	0.045615625	0.12201163
s	0.40529785	0.4103927	0.16458456	0.0053489087	0.0043971534	0.009978849
s	0.0047887983	0.342626	0.26385042	0.0056376783	0.22934437	0.15375273
e	0.0010927098	0.27783078	0.71162504	0.005271987	0.0028205598	0.0013589244
r	0.009978297	0.29055637	0.40358877	0.060783423	0.04946146	0.18563165
e	0.00044414887	0.026930695	0.4947478	0.060334783	0.14840834	0.26913428
p	0.033908766	0.06274866	0.23115048	0.1144153	0.19780175	0.35997504
u	0.0002548192	0.0027703517	0.029368082	0.016029246	0.9152922	0.03628529
n	0.054345187	0.05705868	0.06226652	0.15788783	0.13607374	0.53236806
a	0.00036453275	0.0088335555	0.013616179	0.24756193	0.3037262	0.4258976
s	0.006042449	0.010564753	0.00548226	0.0491477	0.72245234	0.2063105
t	0.00019313191	0.0036537086	0.008534559	0.31460974	0.22720863	0.4458002
a	0.0012874163	0.0025307385	0.004498237	0.077212505	0.85642856	0.058042463
s	0.00040314748	0.0023608424	0.0019982872	0.00583026	0.87828857	0.11111892
ì	0.0001225753	0.0018521463	0.0052447733	0.42898098	0.27749708	0.28630248
</S>	0.00042421283	0.0023426064	0.024627324	0.051190384	0.39803916	0.5233763
