 	allora	questo	anno	che	viene	vengo	nuovamente	qui	e	mangio	molti	pasticciotti	</S>
a	0.99077845	0.0038658956	0.0009831603	5.5790577e-05	6.916787e-05	6.4741536e-05	8.48551e-05	0.0002019103	0.00033827772	0.00016765746	0.00018256182	0.0008442084	0.002363239
l	0.91511357	0.08057336	0.0014806484	0.0005949435	1.934746e-05	5.959679e-06	3.7479092e-06	1.7199867e-05	2.3833795e-06	5.44511e-06	7.234153e-07	0.00012131656	0.0020614122
l	0.028924858	0.051553857	0.26681244	0.066047326	0.17999762	0.003055894	0.007831897	0.008227413	0.0020277067	0.0050727413	0.008890619	0.06559031	0.30596733
ò	0.57177216	0.3787724	0.04505093	0.001354205	0.0011140492	0.00020650311	0.00030128306	0.000114496994	5.876155e-05	3.510211e-05	6.440229e-05	0.00019865064	0.0009570981
r	0.1243776	0.76045257	0.09600181	0.017412148	0.0007878952	0.00044797544	0.00011212627	0.00013077186	2.5469612e-05	1.4908722e-05	1.1241723e-05	3.706623e-05	0.0001884446
a	0.8291297	0.08868945	0.020691752	0.0008922905	0.0074506016	0.0022947332	0.004995647	0.0026208775	0.002065899	0.0009454507	0.00096697366	0.0012962907	0.03796034
f	0.004905162	0.5317655	0.36392742	0.07430115	0.0125939185	0.008866952	0.00086037716	0.002491654	9.0417365e-05	5.4989272e-05	1.01939695e-05	4.013865e-05	9.2111746e-05
è	0.01753792	0.32261556	0.29103294	0.02132671	0.03890052	0.0041706217	0.008307757	0.00998997	0.0030695263	0.004247969	0.0031923198	0.0030803941	0.2725278
t	0.003763616	0.5257775	0.41408083	0.03716572	0.0075330385	0.0053277863	0.0015044002	0.0017288685	0.00042213756	0.00025301782	0.00017480363	0.00058046746	0.0016877598
i	0.007174366	0.26431143	0.48008776	0.0020771488	0.07762864	0.019164203	0.062374756	0.009381352	0.014754716	0.004329984	0.0067368145	0.0014663081	0.050512474
p	0.0013850888	0.045655787	0.7061767	0.14158715	0.044827364	0.040629406	0.0060350667	0.011102871	0.0010386244	0.0005642879	0.0001399253	0.00027934543	0.00057839643
ò	0.091274746	0.08754014	0.34627867	0.025183361	0.046724975	0.026381545	0.023239836	0.030507343	0.016577099	0.011509493	0.0022063856	0.04594253	0.24663378
r	0.0010383581	0.020315466	0.63330173	0.16478173	0.07968244	0.063821286	0.013702272	0.01568981	0.00201494	0.0008835859	0.0005962027	0.0009702118	0.003202009
