 	quando	è	arrivato	Giovanni	Anna	stava	ancora	cucinando	</S>
m	0.9763926	0.0037946957	0.00064733066	0.0016976708	0.0013236083	0.0004673769	0.0029535806	0.0073477295	0.0053753704
ò	0.91035014	0.022960505	0.0044770646	0.007917333	0.005224949	0.0042925007	0.013773774	0.009231723	0.021772014
t	0.98374707	0.013476267	0.0006014354	0.00016667158	0.00015864361	0.00014355977	0.00043559252	0.000120053846	0.0011506351
t	0.41631272	0.069166906	0.01967053	0.03343154	0.03819422	0.027407847	0.025823805	0.03373994	0.33625248
e	0.5587353	0.3691303	0.024865221	0.015313242	0.005319503	0.0021638263	0.022616692	0.0014447853	0.00041110342
è	0.047239646	0.8382754	0.06693611	0.015883861	0.0030645165	0.00072501233	0.02407719	0.0029515678	0.0008466934
s	0.025409235	0.61066145	0.2038625	0.0461177	0.014391969	0.0066150106	0.045745894	0.026602581	0.020593625
t	0.020092808	0.37082067	0.082050964	0.07104343	0.03948734	0.026944298	0.008125924	0.056703564	0.324731
a	0.03327675	0.6273501	0.23986056	0.07370689	0.008166572	0.0035835968	0.01207011	0.0015354869	0.00044987848
s	0.0047993353	0.27630863	0.5937482	0.094966486	0.0059939367	0.0011663841	0.021170394	0.001251221	0.0005954564
e	0.004246606	0.0753528	0.50179535	0.16884033	0.100768544	0.023895033	0.0028935762	0.003251626	0.11895619
o	0.004343937	0.07133707	0.75079525	0.13171962	0.010162153	0.0017884818	0.027608307	0.0013971282	0.0008479969
G	0.00621737	0.026483342	0.31214795	0.55516773	0.039912377	0.0026706068	0.03911514	0.009808394	0.008477164
i	0.004022527	0.006843907	0.1380845	0.52869225	0.10944436	0.02646647	0.0016188237	0.0052410588	0.17958607
u	0.004198964	0.01818263	0.691058	0.22898407	0.030270386	0.007924296	0.017711699	0.0005788514	0.0010910729
v	0.0032026118	0.011054244	0.14236492	0.6846631	0.067297444	0.0071708057	0.06257115	0.012955645	0.00872008
à	0.008662365	0.004387596	0.060565952	0.24912544	0.056820698	0.033805806	0.051123586	0.34165782	0.19385079
n	0.0017737392	0.001971723	0.086308084	0.6605932	0.20391177	0.03237254	0.002198995	0.0027892517	0.008080676
n	0.004963842	0.003061864	0.050995555	0.1016732	0.043426305	0.03563066	0.055260208	0.29657027	0.40841815
i	0.0019946361	0.00088036736	0.038153276	0.7883773	0.13770379	0.031424116	0.000786186	0.0001626194	0.0005177688
t	0.0061204988	0.0033700871	0.018988624	0.4633579	0.36804387	0.047012065	0.082286835	0.008413777	0.002406283
i	0.001376481	0.0021926234	0.008666612	0.39151427	0.2121276	0.050917953	0.003238708	0.015780943	0.31418487
n	0.0057787173	0.003950334	0.023122784	0.382471	0.42602846	0.07753281	0.06563206	0.008663059	0.0068208473
A	0.00087831554	0.0015815288	0.0059678196	0.4126092	0.30614823	0.061724596	0.0026916135	0.008262022	0.20013669
n	0.00038502124	0.00041133942	0.0049075936	0.19342305	0.55333513	0.22289859	0.0040892204	0.004807167	0.015742896
n	0.0009584602	0.00073455187	0.011736869	0.3756373	0.20590039	0.11082119	0.042804416	0.056706425	0.19470046
a	0.00029307022	7.3555435e-05	0.001047309	0.15514812	0.5359061	0.2848172	0.01851368	0.0021932025	0.002007755
ì	0.007990643	0.0031631496	0.008615611	0.05258577	0.50909173	0.24614604	0.15975724	0.008229897	0.0044198837
s	0.00039897405	0.00052078324	0.001293892	0.041384354	0.39440808	0.37257272	0.034949735	0.0996504	0.054821078
t	0.0005147401	0.00068080606	0.0018460925	0.044338983	0.06784799	0.045119848	0.030354204	0.3764542	0.4328431
i	0.00086773804	9.860042e-05	0.0006725578	0.035879567	0.49527666	0.45561194	0.004773169	0.0014057362	0.0054140715
n	0.008668607	0.0047181845	0.011329631	0.029979698	0.296379	0.31890783	0.29955393	0.021553919	0.008909232
e	0.0015985089	0.002673162	0.003118116	0.056162685	0.2232218	0.105865195	0.005257665	0.030602492	0.57150036
a	0.015767185	0.0059304438	0.015345594	0.03867961	0.30542365	0.4211184	0.12913977	0.043708652	0.024886798
n	0.002492122	0.010521072	0.014372786	0.08293605	0.25492	0.18212526	0.15654503	0.22385377	0.072233945
k	0.0009346957	0.0011285791	0.0017458817	0.06725802	0.27545825	0.11014363	0.0023624257	0.012468887	0.52849966
ò	0.015605555	0.0012106507	0.00196883	0.010534825	0.14510266	0.63527703	0.0071207588	0.024611419	0.15856819
r	0.015777748	0.002794753	0.0037214062	0.01165954	0.10066707	0.84701204	0.002919453	0.002365359	0.013082596
a	0.055040605	0.01569829	0.019422477	0.030903766	0.08492439	0.2245917	0.3058414	0.12807557	0.13550188
m	0.050386995	0.0184837	0.043948486	0.05761591	0.18268593	0.40287536	0.17045164	0.030842604	0.042709373
a	0.006141783	0.005333123	0.0052007106	0.007858735	0.007921339	0.012010735	0.09158027	0.7381831	0.12577009
r	0.047398113	0.017469715	0.047886632	0.068722434	0.17720716	0.35814384	0.06054084	0.08528472	0.13734654
è	0.0010421113	0.003938145	0.0027935302	0.04152026	0.04205562	0.03747503	0.0077195414	0.17086118	0.6925946
o	0.00037576538	0.00034410096	0.00266658	0.014891084	0.060689576	0.3268537	0.007736504	0.13314521	0.45329744
n	0.0012413578	0.0023094327	0.010833394	0.04112561	0.050033808	0.08175202	0.038417388	0.54232746	0.23195955
t	0.00056597183	0.0025276067	0.0024006353	0.017591393	0.016727433	0.009173275	0.0014454887	0.108654946	0.8409133
a	0.0002860372	0.0006507889	0.0033263795	0.011010283	0.015371109	0.016167995	0.0082482565	0.5949047	0.35003442
</S>	0.003512204	0.0038157678	0.014754237	0.03695339	0.035665795	0.027431013	0.026067637	0.6832822	0.16851772
