 	questa	casa	la	costruirono	cinquanta	anni	fa	</S>
t	0.7001145	0.14612868	0.020530365	0.02896512	0.006830493	0.0028464254	0.01154858	0.08303586
ù	0.5975439	0.34028336	0.010279634	0.008848787	0.0068286015	0.0007328882	0.00067168026	0.034811165
t	0.7224369	0.08228624	0.008470585	0.008000592	0.004495091	0.023404947	0.026742369	0.124163225
t	0.28171068	0.13863277	0.016614186	0.030615631	0.019117214	0.009506284	0.0091723725	0.4946308
o	0.50150096	0.45069572	0.022841174	0.013107724	0.007411753	0.0022563466	0.0003971304	0.0017891341
s	0.04277796	0.9334372	0.015468079	0.0033471626	0.001414447	0.00068629324	0.0003518457	0.00251701
p	0.02091287	0.4158562	0.27018756	0.06951074	0.037272494	0.0040553585	0.006188237	0.17601655
ì	0.17589457	0.76039046	0.023191692	0.011240821	0.0034693198	0.0061883125	0.007723965	0.01190093
t	0.013332752	0.62595135	0.28025782	0.033228014	0.005752966	0.012987601	0.010622642	0.017866837
i	0.059908118	0.53721964	0.040745694	0.07274472	0.025830401	0.06435072	0.02178586	0.17741491
t	0.0063580116	0.30776685	0.6003308	0.065483674	0.010349734	0.0053536915	0.0010279871	0.0033292794
o	0.0060590846	0.04609135	0.5744907	0.16033526	0.072823	0.006095843	0.008951477	0.12515321
f	0.009792579	0.07029753	0.6663718	0.19258705	0.029676873	0.012140511	0.005068003	0.0140656885
a	0.00388665	0.01005316	0.39693713	0.20453824	0.080365665	0.0072974977	0.019895226	0.27702644
b	0.007687566	0.035673246	0.45347196	0.38045183	0.06025363	0.023783715	0.012759039	0.025918989
b	0.015536439	0.09603784	0.057825483	0.04767853	0.026964586	0.019179178	0.041987207	0.6947908
r	0.032745447	0.022837006	0.50027484	0.27350584	0.029035574	0.03084803	0.024746193	0.08600717
i	0.31988078	0.06569486	0.070703804	0.11869693	0.029597048	0.17508541	0.06583993	0.15450127
k	0.013519514	0.019082015	0.0779776	0.6718731	0.12692326	0.06666556	0.010416886	0.013542148
è	0.02959106	0.0966527	0.047845148	0.07109672	0.041713133	0.056273513	0.18560903	0.47121865
t	0.00017323406	0.0009417365	0.017006027	0.47955948	0.2916247	0.13283952	0.04976693	0.028088298
s	0.00891572	0.00891628	0.006360412	0.03326705	0.013978869	0.102562994	0.2805991	0.5453996
a	0.0066985083	0.0041591353	0.008458798	0.35611203	0.23059264	0.2863069	0.07394638	0.033725575
n	0.0093162395	0.015012729	0.007487065	0.16884443	0.39750007	0.28482828	0.07719108	0.039820064
o	0.0033639045	0.006801939	0.005888755	0.08597247	0.22824028	0.054604817	0.22140086	0.3937269
p	0.008101568	0.017511489	0.007816363	0.09087281	0.3075652	0.2804493	0.20820978	0.079473436
e	0.015295069	0.05336086	0.0033315946	0.02340689	0.053208616	0.057083417	0.14680557	0.647508
t	0.009007633	0.018983858	0.008032992	0.049424756	0.19487265	0.25606135	0.3616522	0.10196462
t	0.0011036118	0.005339199	0.0051248544	0.038037047	0.30150315	0.06473874	0.29331133	0.29084203
ì	0.0005735862	0.0014417839	0.0016530338	0.0153737925	0.05566434	0.15689136	0.6181188	0.15028326
n	8.573602e-05	0.0013671999	0.0023581635	0.0068551544	0.03354311	0.04748189	0.77691156	0.13139722
t	0.001144262	0.0016424438	0.00055384636	0.0023731038	0.0060342527	0.055165455	0.45459622	0.4784904
a	0.0012629989	0.0016305717	0.0023569881	0.008439604	0.008720945	0.035279125	0.6542602	0.28804958
c	0.0030295176	0.014773628	0.0042397203	0.010197463	0.0074752667	0.009918525	0.7000021	0.25036383
h	0.012578062	0.0399929	0.0019142312	0.002099783	0.01126252	0.030863736	0.31469992	0.5865888
r	0.0064955363	0.0014675789	0.0010419762	0.0031621472	0.0039175395	0.03602152	0.7958156	0.15207815
ò	0.19641617	0.036192346	0.0031843993	0.0015016868	0.0025285503	0.028346643	0.3576215	0.37420875
n	0.01837205	0.0055779666	0.003809041	0.009895724	0.008994251	0.051582966	0.53075194	0.3710161
u	0.25468484	0.07464925	0.007235747	0.002827971	0.0021768126	0.023408389	0.23745349	0.39756346
a	0.038256124	0.058083598	0.020608876	0.049132798	0.015509673	0.027053298	0.47797886	0.3133768
m	0.0009698298	0.019243283	0.021663018	0.062370006	0.042525347	0.024310807	0.5489396	0.27997813
p	0.017233355	0.058153033	0.0022053644	0.0039787404	0.02569188	0.04912014	0.25252506	0.59109247
ì	0.010299454	0.0028488205	0.0010106222	0.00440826	0.0020031536	0.03902778	0.7329971	0.20740479
</S>	0.26030096	0.04003984	0.0078010825	0.014527035	0.0074388916	0.048602317	0.27380016	0.3474897
