 	i	bambini	piccoli	non	si	vestono	da	soli	</S>
t	0.9162351	0.061553337	0.00038143797	6.3982174e-05	3.984662e-05	9.9718876e-05	9.383333e-05	0.0008084011	0.020724278
a	0.91365117	0.04423257	0.001632679	0.0010900113	0.0030638375	0.0045287386	0.00028387216	0.0005229271	0.03099411
p	0.018238533	0.9560687	0.010545575	0.0012454285	0.00064631394	0.00027772665	0.00012350909	0.00033784253	0.012516291
e	0.60549563	0.04969242	0.027093027	0.04639544	0.047292553	0.0456555	0.0075441757	0.028177664	0.14265351
d	0.0001131129	0.99096	0.0066241175	0.0011493603	0.0006198164	6.76633e-05	1.0126865e-05	4.5467208e-05	0.00041039844
ì	0.73496795	0.06610285	0.017332857	0.0151442075	0.020061322	0.033280972	0.0025262018	0.007428539	0.10315507
a	6.1965395e-05	0.97458297	0.01774789	0.0042751455	0.0015990018	0.00026116037	0.00012339212	0.00028845744	0.0010598481
m	0.009041104	0.33993563	0.51393795	0.022934828	0.012654901	0.009080524	0.0024460065	0.010108894	0.07986022
i	0.19608071	0.013133195	0.06966155	0.03352077	0.067195125	0.19923493	0.011529634	0.032521095	0.37712303
n	0.0004578595	0.21923651	0.23150595	0.29352614	0.19624072	0.014998995	0.0055442536	0.008181486	0.030308036
c	0.0018411608	0.03597361	0.16494133	0.038810242	0.2182791	0.1550995	0.013426725	0.025960308	0.34566805
i	0.26421708	0.04061212	0.02811891	0.22794516	0.14690702	0.06560314	0.012332908	0.14685461	0.067408994
à	0.013380835	0.026880968	0.2285282	0.39046007	0.16476211	0.018483398	0.027853964	0.02768994	0.10196051
e	0.00078625936	0.004776535	0.01641265	0.26763865	0.2812054	0.19986236	0.064134754	0.09111423	0.074069135
n	0.002504463	0.0022254707	0.012655977	0.0842858	0.2579481	0.42924944	0.07839064	0.047829892	0.08491025
i	0.00048702216	0.0014709336	0.0027772787	0.015426979	0.20057477	0.4193176	0.034434967	0.07968253	0.24582787
n	0.010073151	0.005411948	0.009206044	0.04536361	0.087363504	0.3134957	0.2416971	0.08569053	0.20169844
d	0.00021993648	0.0010612805	0.0012883617	0.0051143765	0.11710884	0.56483775	0.046559937	0.061965846	0.20184366
ì	0.16886322	0.0019530259	0.002702635	0.094657585	0.08084764	0.2251644	0.11098925	0.23855516	0.0762671
n	0.01117109	0.0016806978	0.0012137992	0.01927739	0.04676499	0.21297295	0.28216055	0.2645481	0.1602105
n	0.07616847	0.001449381	0.0021556122	0.019427765	0.010264099	0.023205161	0.030423008	0.40967944	0.42722708
u	0.002914571	0.0006548489	0.00035542212	0.006334009	0.027765319	0.36085007	0.32067102	0.24510379	0.03535095
t	0.017919231	0.0030335726	0.0030993605	0.00338054	0.0050234664	0.02497683	0.36023915	0.30217546	0.2801524
t	0.007312619	0.0014427236	0.005604609	0.001978368	0.00763216	0.116709925	0.08641252	0.20532672	0.56758034
e	0.00065876066	0.0006956818	0.0016788275	0.0016820903	0.0017100171	0.011870019	0.12504038	0.34348238	0.51318187
m	0.01469731	0.0009339973	0.0023855688	0.0010808819	0.0027440973	0.010512121	0.049292747	0.6439059	0.27444747
a	0.10783558	0.0021595794	0.012425934	0.0023353205	0.002943963	0.042109013	0.038638454	0.18722107	0.6043311
n	0.016857177	0.0030944226	0.004096857	0.0017708804	0.0029202425	0.005827763	0.07923599	0.63039505	0.2558016
i	0.00046528308	0.0024109017	0.0052209343	0.0010566365	0.0128263915	0.06524659	0.06500077	0.31629327	0.53147924
c	0.0047068195	0.0008669984	0.0018165434	0.0007453927	0.0020357538	0.0052016485	0.023470642	0.71980107	0.24135508
h	0.032016963	0.0013236523	0.0069430918	0.0022148958	0.00269528	0.016055627	0.047413092	0.32599738	0.56534004
ò	0.042352	0.0012162174	0.0011366314	0.002376619	0.0018585149	0.0032642847	0.007796737	0.83107513	0.10892385
t	0.04675422	0.003331533	0.0018433635	0.0048070205	0.005570857	0.0047959164	0.003578548	0.72396845	0.20535006
t	0.16447853	0.0037909527	0.007473594	0.0028513242	0.00068241736	0.0002928688	0.002764547	0.42480436	0.39286143
o	0.0099084815	0.002062258	0.00074783544	0.0036811575	0.0039613843	0.0036142292	0.0032980852	0.82735664	0.14537
</S>	0.007741178	0.0019698564	0.0034563746	0.001445635	0.0027504112	0.0029227983	0.00207881	0.68626153	0.2913734
