 	può	che	sono	ancora	svegli	</S>
i	0.99536717	0.0003934302	8.7483524e-05	9.5312316e-05	0.00013420852	0.00392243
s	0.98880064	0.007091402	6.667311e-05	0.00016247186	6.430911e-05	0.0038143878
ò	0.265465	0.006909876	0.20314904	0.00088906207	0.0022594351	0.5213275
z	0.9797054	0.013534253	0.006423141	8.790392e-05	0.00012668442	0.00012266374
i	0.47426164	0.045503784	0.05898424	0.0119512025	0.006677931	0.40262118
k	0.2644451	0.3248285	0.33067983	0.07586298	0.0025331164	0.0016504476
a	0.031218424	0.08363914	0.22170423	0.314843	0.05311623	0.2954789
ì	0.19281046	0.040929493	0.6873937	0.06512431	0.0033448697	0.010397143
n	0.06803606	0.0081253685	0.32795084	0.2046592	0.29745567	0.09377293
e	0.009187558	0.0045520244	0.47389844	0.04206888	0.029512186	0.44078097
a	0.024198124	0.0043683634	0.028204337	0.8983403	0.039029934	0.005859073
n	0.017447874	0.009507963	0.015601843	0.2889587	0.24942899	0.4190546
k	0.0059226304	0.0005698582	0.005727297	0.0017907723	0.0035233912	0.9824661
ò	0.5761748	0.02862027	0.3188209	0.015399361	0.007119027	0.05386569
r	0.50934714	0.06586989	0.3701267	0.009232501	0.0032808764	0.04214292
a	0.049527556	0.021986041	0.18633857	0.6397846	0.025176179	0.07718707
a	0.07896258	0.055252343	0.02053934	0.71156996	0.07874852	0.054927293
t	0.008034129	0.0070311558	0.008412904	0.10816827	0.72609	0.14226352
s	0.0036992847	0.0003966496	0.002817909	0.000883776	0.009511332	0.982691
ù	0.07016197	0.0098978905	0.024793329	0.07682744	0.6489246	0.1693948
n	0.003535058	4.8182672e-05	0.004430249	0.0034885993	0.92141414	0.0670837
n	0.0039891317	0.0014903567	0.017303491	0.005789447	0.114838466	0.85658914
i	0.24166943	0.046731506	0.05031122	0.011595265	0.16091716	0.4887754
t	0.005636894	0.0017544259	0.007839693	0.020369785	0.8321464	0.13225281
i	0.00239485	0.0006944881	0.004760861	0.0010471338	0.29682472	0.6942779
</S>	0.072220005	0.014800229	0.0769009	0.0076788072	0.11008939	0.7183106
