 	non	vuole	mangiato	mangiato	tutta	una	volta	</S>
e	0.75908405	0.10277422	0.008338508	0.0022515014	0.0025328342	0.0017298886	0.004481986	0.11880703
t	0.08868271	0.20387974	0.05298957	0.012307943	0.0014366962	0.020334259	0.03534943	0.5850196
è	0.00039314624	0.614345	0.27979904	0.0712233	0.0061599496	0.0020541989	0.00350611	0.022519302
l	0.002950558	0.9775007	0.016920771	0.0021257373	0.00019817328	5.8278783e-05	8.259562e-05	0.00016322041
i	0.005772236	0.56039	0.07477844	0.024545494	0.12715583	0.018981094	0.06049901	0.12787795
f	0.0013271866	0.8009236	0.14573768	0.04783354	0.0017209592	0.002068142	4.3922326e-05	0.000344981
a	0.0005310185	0.33605263	0.41744345	0.12299131	0.026229326	0.015194519	0.011133099	0.070424676
m	0.002174323	0.41259947	0.39923766	0.17055629	0.005883471	0.0043274704	0.00070120464	0.004520077
è	0.0011566103	0.18039064	0.36863914	0.15637077	0.20624848	0.032207906	0.009970534	0.045015886
n	0.0002753231	0.16224599	0.37845916	0.39729744	0.036967356	0.010273931	0.0038729447	0.010607801
o	0.0007060956	0.06589677	0.23126298	0.19778386	0.4168629	0.023153361	0.016350005	0.047984034
o	0.004201715	0.038935844	0.07721705	0.41568705	0.21299511	0.22881538	0.010340936	0.011806937
l	0.0008325601	0.011549625	0.021288252	0.079045534	0.06870634	0.7238283	0.044547234	0.050202124
i	2.278465e-05	0.0009382424	0.0014094402	0.017241959	0.39749193	0.10394841	0.3571903	0.12175688
m	0.008302721	0.060362153	0.0242656	0.08219805	0.56179833	0.21339124	0.026022121	0.023659743
i	0.0027597928	0.0069109765	0.027717927	0.070597984	0.6436292	0.0702836	0.10713321	0.07096737
a	0.005995727	0.03057167	0.011651998	0.02219354	0.09125204	0.6390653	0.17688909	0.022380654
f	0.00019655764	0.006814327	0.004510877	0.0038489124	0.011648588	0.7241234	0.19672538	0.05213194
o	6.81507e-05	0.0010497138	0.00092808646	0.0030934594	0.10044573	0.17767955	0.5257607	0.1909746
r	0.0035703825	0.054656554	0.008322665	0.004368308	0.036973376	0.13352072	0.67939496	0.079193026
à	2.2852524e-05	0.00043270257	0.00030744338	0.000561675	0.015492698	0.103663735	0.6857403	0.19377854
</S>	3.9537695e-06	0.0007852032	0.00013873757	0.0002650532	0.022366237	0.020915652	0.92289245	0.032632776
