 	li	vestono	i	genitori	</S>
t	0.30802834	0.05860237	0.0012300373	0.005343797	0.6267955
u	0.046479035	0.39451927	0.06482789	0.114516295	0.37965757
s	0.54914117	0.29041368	0.029334964	0.004230685	0.12687953
i	0.0017009829	0.6143055	0.15924126	0.093818	0.13093428
n	0.049868498	0.5235651	0.14291759	0.032291315	0.25135753
d	0.00025478163	0.88435614	0.068300426	0.021986336	0.025102228
ì	0.018263938	0.9084356	0.01260556	0.033136755	0.027558204
n	0.004322477	0.8100697	0.059438534	0.041195475	0.08497379
n	0.024251511	0.17265217	0.024221903	0.115055576	0.66381884
o	0.0019999484	0.93165016	0.060451444	0.0030144167	0.0028839465
n	0.0076947957	0.2386044	0.59188867	0.07161399	0.09019821
e	0.0013317324	0.22514892	0.30016005	0.18143378	0.2919255
i	0.01807222	0.08618687	0.34484974	0.32080734	0.23008373
g	0.0010316198	0.020670842	0.4461716	0.34910572	0.1830202
e	0.0036032426	0.035976615	0.14186671	0.36055014	0.4580033
n	0.008110013	0.018427875	0.029216979	0.72682095	0.21742427
i	0.00027290516	0.04191278	0.07737827	0.6272421	0.2531939
t	0.002776189	0.006298708	0.009823915	0.72830313	0.25279805
ò	0.00012402122	0.024625808	0.022966588	0.7449109	0.20737268
r	4.3170774e-05	0.003244313	0.0022496032	0.8894621	0.10500078
i	0.0026700746	0.0011593094	0.00065632607	0.32116553	0.6743488
</S>	0.002383471	0.0035956064	0.0017452039	0.44099855	0.55127716
