 	non	mi	aspetti	che	non	vengo	</S>
m	0.928002	0.0017848759	0.007853132	9.010892e-05	0.000955531	0.003311298	0.058003098
ì	0.038373597	0.030265003	0.5127258	0.0827864	0.02012625	0.033573117	0.28214982
m	0.8614572	0.034686446	0.064346604	0.0005645688	0.0020481178	0.008630356	0.028266562
e	0.097581424	0.09338799	0.58413213	0.024980828	0.03334453	0.047344472	0.119228594
m	0.005081011	0.8778522	0.10694905	0.0053010522	0.0018322977	0.00022988771	0.0027545346
ì	0.002543898	0.026492156	0.6509247	0.10085449	0.030178597	0.081734225	0.10727195
n	0.0051975227	0.16742817	0.6325539	0.0119832745	0.03929511	0.038700785	0.10484134
i	0.0010819051	0.011926856	0.76416844	0.037151	0.0563463	0.07024479	0.059080668
k	0.0032990067	0.037923504	0.04580199	0.38805872	0.38795087	0.07086716	0.06609884
a	0.0032431192	0.010236279	0.09675026	0.45423606	0.092732705	0.1315664	0.21123517
e	0.009812098	0.018044164	0.016039593	0.17376603	0.41875336	0.2645178	0.09906689
n	0.0011630453	0.008200956	0.0077271378	0.26821402	0.25270373	0.258748	0.20324312
è	0.00018329997	0.00067639456	0.0071412595	0.058633063	0.17855021	0.23354651	0.52126926
r	0.00020606826	0.00034653666	0.010793978	0.0072483514	0.42029512	0.5036865	0.05742348
k	0.00035258284	0.0009474451	0.014730282	0.006388906	0.33620262	0.54975057	0.091627546
o	0.0003348606	0.0002046713	0.0034632103	0.0055322633	0.126646	0.8436978	0.02012112
m	0.0033292084	0.0038952283	0.012409044	0.0029736012	0.010059486	0.85872597	0.108607434
e	0.015702562	0.026691582	0.032334693	0.014121926	0.053034984	0.7327331	0.12538119
</S>	0.003912994	0.0071874815	0.011549985	0.001658662	0.004454296	0.6367823	0.3344543
