 	non	ho	cosa	è	da	mangiare	</S>
e	0.9645484	0.0043525524	8.622112e-05	0.00014332391	0.00021712233	0.00033765883	0.030314703
n	0.080801256	0.085672006	0.040095232	0.0073623983	0.0053364504	0.052459277	0.7282734
è	0.0011601786	0.28811023	0.49950963	0.13386288	0.007473105	0.0066364184	0.06324758
c	0.02107255	0.95983064	0.01431078	0.003568675	0.000613333	0.0002472648	0.0003567996
h	0.0058753444	0.49767438	0.17720038	0.056572754	0.0067073586	0.01548384	0.24048592
o	0.0034520188	0.46820003	0.08472249	0.3738901	0.06682953	0.001857804	0.0010479534
t	0.0023040916	0.06725337	0.7005453	0.15910381	0.053916033	0.0042464216	0.012630962
i	0.00010823197	0.014302914	0.5551226	0.3004832	0.03559569	0.0230428	0.07134454
è	0.0069474024	0.0064917984	0.39090547	0.36487618	0.15250714	0.028361468	0.04991059
n	0.00038566976	0.0039887787	0.049591422	0.28141204	0.32785684	0.30513984	0.031625386
a	0.00030262652	0.0069336183	0.2259749	0.44229755	0.17711061	0.07551287	0.0718678
f	0.0040609464	0.0039711786	0.04330144	0.09782505	0.19303446	0.56842023	0.08938677
à	0.00032669117	0.007910067	0.06099647	0.12971531	0.17202163	0.32701302	0.3020168
o	7.887105e-05	0.0014301921	0.0025259096	0.033162978	0.103691354	0.82225	0.036860704
</S>	0.0005131465	0.0029290803	0.008276491	0.025403347	0.06517245	0.804653	0.09305248
