 	che	vende	buon	pane	</S>
k	0.2677117	0.031003268	0.05648956	0.47157976	0.17321564
a	0.09233169	0.01678253	0.006529248	0.13033211	0.75402445
i	0.18925136	0.7747842	0.003258249	0.0028083136	0.029897895
p	0.04386262	0.62774056	0.11406103	0.027634034	0.18670176
u	0.011993554	0.019746909	0.031504564	0.5361891	0.40056598
l	0.0019577853	0.97834396	0.0073414925	0.0035917696	0.008764918
ì	0.0010757967	0.34508952	0.2760716	0.14154547	0.23621763
t	0.00010795235	0.83014226	0.07122176	0.08761312	0.010914886
s	0.018256115	0.32179552	0.01399925	0.27980483	0.36614433
o	0.002257366	0.86051434	0.051093984	0.07345972	0.012674533
m	0.120903715	0.10171254	0.03858688	0.52238107	0.21641585
ì	0.023770258	0.010086984	0.028104292	0.41407213	0.5239664
k	0.000961468	0.019971969	0.009043581	0.8303884	0.13963453
a	0.010981615	0.003154295	0.005027107	0.68205196	0.2987851
l	0.04172457	0.0126345875	0.0003028889	0.09735717	0.84798086
ò	0.0012475745	0.005051564	0.017353471	0.20485692	0.77149045
</S>	3.5233505e-05	0.007666938	0.0016368297	0.34346992	0.6471911
