 	io	non	so	cosa	è	da	scrivere	</S>
e	0.99797183	6.271088e-06	4.3603603e-05	1.4594551e-06	3.6762256e-06	5.2106784e-06	9.7204675e-06	0.0019582515
v	0.9762824	0.0010745421	0.00018718725	0.00062342366	5.5071803e-05	4.1451218e-05	0.00146579	0.020270117
ò	0.022797793	0.005238104	0.3111265	0.1777516	0.11897474	0.093132734	0.118597955	0.15238056
e	0.40895206	0.48627728	0.10119463	0.0018736193	0.00051226054	0.00020986711	0.00015785222	0.0008223842
n	0.34988543	0.26205057	0.07687128	0.016543558	0.007656476	0.0033441938	0.014369105	0.26927945
e	0.1665681	0.21891817	0.17528926	0.14594066	0.053227603	0.0047555915	0.013815362	0.22148524
s	0.10170288	0.17378475	0.5621392	0.115138404	0.010674055	0.0028204522	0.0050829328	0.028657328
s	0.1527382	0.018493956	0.103839986	0.23000565	0.106288895	0.01137106	0.038226962	0.33903536
è	0.027324976	0.018806197	0.4353681	0.46441	0.03094491	0.0031978725	0.008814206	0.011133795
r	0.02535497	0.020497901	0.42953998	0.21934874	0.19699767	0.046206392	0.024916973	0.037137333
o	0.0002378644	0.020012738	0.8537262	0.031016119	0.028570661	0.005580615	0.007091192	0.053764634
t	0.0003440693	0.0015518073	0.17821969	0.59813696	0.13212657	0.0782568	0.004469936	0.0068941168
i	0.001386019	0.0015519006	0.035877902	0.59850705	0.16044657	0.018111013	0.04507261	0.13904688
e	0.0032623685	0.0017716024	0.025972478	0.4643155	0.22664589	0.15331481	0.038706336	0.08601105
n	0.0021733262	0.0027893607	0.0072357897	0.3137479	0.20827451	0.1791046	0.16015752	0.126517
a	0.011172595	0.00035810756	0.0022122867	0.13384548	0.35426292	0.12162317	0.1377974	0.23872803
g	0.010529339	0.0020809646	0.032669913	0.09084402	0.20202138	0.32986727	0.16461417	0.16737294
r	0.0025041779	0.003551786	0.024963176	0.13762115	0.24993967	0.102142006	0.2012436	0.27803442
à	0.006535414	0.0030146262	0.04695045	0.06437594	0.099993266	0.27206612	0.31925938	0.18780485
s	0.00045844165	0.00033602354	0.017808504	0.0065451	0.100698926	0.45276484	0.2622882	0.15909995
s	0.0034407235	0.0050949333	0.027580379	0.007805145	0.04719299	0.10701644	0.21644464	0.5854247
o	0.035333112	0.008129158	0.05935019	0.028637214	0.10585755	0.27466345	0.2594402	0.22858909
</S>	0.007178163	0.004683981	0.079473406	0.018286781	0.010637947	0.043420564	0.40999356	0.42632562
