 	vestita	la	figlia	l	avevo	portata	alla	chiesa	</S>
n	0.44979915	0.021327415	0.0034775056	0.001453975	0.0062822173	0.0017282541	0.004751478	0.0071357116	0.5040443
d	0.04223755	0.12373139	0.3021443	0.029051656	0.018354287	0.112552606	0.0067723305	0.02115622	0.34399965
ì	0.9370611	0.02687979	0.020404613	0.0034813464	0.0061828657	0.0016337	0.00060787104	0.0005901119	0.0031585586
s	0.5989777	0.1895091	0.03923671	0.006839375	0.031289585	0.002990285	0.004190958	0.012696288	0.11426998
o	0.4666619	0.05697108	0.19959225	0.010437818	0.10880824	0.036307912	0.017208116	0.0058964845	0.098116204
n	0.0145358015	0.77519727	0.15830186	0.044122938	0.0027177695	0.004345942	8.563304e-05	0.000121365185	0.0005713327
t	0.00065920135	0.49106127	0.17244704	0.044316705	0.07089165	0.016317	0.012782847	0.0055701924	0.18595418
a	0.00070867204	0.5339295	0.32362643	0.06738417	0.014522499	0.050160117	0.0018298442	0.001412199	0.006426522
t	0.0033588307	0.42979324	0.4201927	0.09294409	0.016359413	0.019730024	0.0007357419	0.0020355987	0.014850469
i	0.00029796752	0.14209324	0.41887864	0.16415508	0.1063732	0.010824088	0.013841824	0.0058124764	0.13772352
k	0.0018202795	0.108049534	0.6359614	0.1888905	0.026316047	0.018981863	0.000832794	0.0026490127	0.016498588
i	0.00075821165	0.028290264	0.71677345	0.06411206	0.027222935	0.10594285	0.0027357084	0.004698525	0.049466018
a	0.001725868	0.025127605	0.6052802	0.26698604	0.07111189	0.016920727	0.00091064925	0.0015598573	0.010377021
t	0.00025123925	0.005238656	0.20714034	0.6189596	0.064042985	0.069165036	0.00280658	0.008319291	0.024076315
è	5.015083e-05	0.0024433245	0.05457178	0.10853996	0.58942974	0.011226469	0.0496759	0.02344887	0.16061382
r	0.00024804487	0.0033531599	0.093544096	0.15057984	0.67216134	0.0121527	0.026190642	0.018914439	0.022855673
a	0.0011879065	0.0025528222	0.38476247	0.050535835	0.40324298	0.031452864	0.015460816	0.013221273	0.09758303
t	0.0007915228	0.0018606829	0.066835985	0.14601186	0.28446764	0.47497916	0.020340983	0.001207703	0.003504443
i	0.00024961188	0.0027927267	0.036096275	0.09151293	0.6029276	0.045766722	0.04620556	0.013385505	0.161063
n	0.0016052806	0.0050311363	0.031263907	0.049783368	0.28686124	0.5298937	0.048546128	0.01593424	0.031080917
ì	0.00012977007	0.0017909011	0.008244763	0.03449745	0.59140927	0.033174466	0.10539115	0.030293336	0.19506888
c	1.9409186e-05	0.00036215672	0.0012592383	0.0038563388	0.58834124	0.024243549	0.32653874	0.031851348	0.023528015
h	0.0032155202	0.0012325919	0.058544233	0.024249358	0.5772777	0.034151252	0.055362053	0.030355697	0.21561153
a	0.00023468678	0.00012870424	0.0015658445	0.004191948	0.9277455	0.012076212	0.043971833	0.004591401	0.0054939245
p	0.0023745708	0.0057387156	0.034565475	0.013980386	0.17734312	0.3635161	0.3162297	0.02602603	0.060225967
à	0.011364723	0.006450492	0.09865583	0.031426504	0.047069807	0.52645826	0.016229175	0.10035738	0.16198783
r	4.3634707e-05	0.0003262683	0.0014009472	0.00035964753	0.07141111	0.01777575	0.7882516	0.06913341	0.051297545
o	0.047059752	0.003085246	0.030785698	0.0047375034	0.06256395	0.05053838	0.039000887	0.35118848	0.4110401
n	0.0012303484	0.0034389186	0.010498124	0.0026057905	0.017788993	0.1518839	0.57054985	0.15903792	0.082966216
t	0.0057395254	0.00824382	0.048128232	0.0090840245	0.018431721	0.19655083	0.058681894	0.112262465	0.5428775
a	0.0010529101	0.0029351618	0.010735658	0.0019250838	0.026789984	0.055063814	0.22397546	0.15581912	0.52170277
s	0.0012005621	0.0037598747	0.018689312	0.0029127747	0.0101858955	0.041098237	0.28745	0.4896892	0.14501417
t	0.00045710776	0.0032307184	0.005301069	0.0034536156	0.026671203	0.022198888	0.19950137	0.12625124	0.61293477
i	0.00075817195	0.000611969	0.0025979292	0.0004662795	0.016026128	0.0036023231	0.19159219	0.37412253	0.4102225
n	0.0005137986	0.00416602	0.019206945	0.00327174	0.010406894	0.026096743	0.14206548	0.6037656	0.19050679
a	0.00020231101	0.0021747248	0.0033031723	0.0020244739	0.016965833	0.015246891	0.1633261	0.22252972	0.5742268
g	0.0003612611	0.0013105109	0.003592552	0.0007736713	0.027806997	0.0012192132	0.2650321	0.51123613	0.1886675
l	0.006999916	0.0022188511	0.008549592	0.0014155782	0.004171287	0.036087107	0.04303479	0.43521872	0.46230412
i	0.00010897401	6.8915186e-05	0.0001767103	6.67246e-05	0.010191466	0.00023110889	0.25979456	0.62535685	0.104004614
s	0.00042125853	0.001175907	0.0018589527	0.0009394874	0.011434369	0.00081718015	0.046002	0.8514255	0.08592535
ì	0.00026453694	0.0018839595	0.0049827998	0.0018799966	0.018961597	0.010605942	0.04947294	0.33801237	0.57393587
a	1.6074959e-05	0.0001712866	0.00026811459	5.0144095e-05	0.008995732	0.00020881183	0.08652799	0.66206634	0.24169561
</S>	6.6156266e-05	0.0008291816	0.002438602	0.0003763596	0.033132978	0.0009677008	0.058040597	0.5009789	0.40316945
