 	i	genitori	non	li	dimentichiamo	mai	</S>
u	0.76078486	0.17216972	0.0009303533	0.00045240292	0.0005174252	0.00055241276	0.06459293
g	0.10670949	0.88503903	0.00022194097	6.317492e-05	1.7965573e-05	3.542501e-05	0.007912856
e	0.07197156	0.21236025	0.41881406	0.03823237	0.121005565	0.04450693	0.0931093
n	0.0020798778	0.993461	0.0037216647	5.1744508e-05	1.0017288e-05	9.855873e-06	0.0006658182
i	0.0034874605	0.98719597	0.0016580974	0.00035628607	0.00082997227	5.677662e-05	0.006415361
t	0.02152614	0.8769692	0.053845566	0.0066744997	0.0011673463	0.0013644121	0.038452826
ò	0.0009563816	0.97117215	0.0070545096	0.0009542594	0.005433052	0.00027995146	0.014149645
r	0.0004964437	0.89047277	0.08492526	0.005094877	0.0032661334	0.0014149866	0.014329425
u	0.015016247	0.3657006	0.39507344	0.048858296	0.040255524	0.012563702	0.12253222
e	0.01366437	0.253968	0.5155714	0.12862496	0.041241877	0.0031933475	0.043736078
n	0.014594965	0.071884304	0.27592966	0.13569815	0.16976705	0.019913996	0.31221187
è	0.000581741	0.026993332	0.014028839	0.021344494	0.73989	0.015455465	0.18170612
n	0.00012450301	0.01825804	0.05922526	0.06811938	0.8188674	0.012798665	0.02260669
u	0.0012569312	0.003802426	0.29370517	0.07444317	0.39910126	0.05182039	0.17587061
s	0.00828547	0.0058006416	0.0095677	0.5723453	0.34529185	0.024080664	0.03462845
s	0.0035047089	0.011329631	0.0049663023	0.0314706	0.5975811	0.019700976	0.33144665
c	0.0020470193	0.0064053326	0.0068342476	0.18145448	0.42626622	0.21520714	0.16178554
e	0.0021444105	0.0018432088	0.026143981	0.088256314	0.2247531	0.56224483	0.09461416
r	0.03298994	0.019655226	0.002435173	0.13735968	0.5451929	0.14120683	0.12116026
r	0.0021289934	0.0038084192	0.0017967751	0.00804551	0.56699574	0.06702275	0.35020187
è	0.0010798111	0.0029189677	0.0008445769	0.012934196	0.19990289	0.66968626	0.112633295
t	3.730203e-06	0.00030484892	0.0002863004	0.0027814987	0.65778613	0.29299554	0.04584196
s	0.008084617	0.0013650183	0.0028828403	0.004161255	0.21287468	0.36792392	0.40270773
u	0.014768225	0.034890726	0.007695515	0.019619895	0.0818342	0.5919327	0.24925874
m	0.009504816	0.022441935	0.0014433436	0.005592177	0.029749082	0.7642886	0.16698001
e	0.062349204	0.00703765	0.0060674464	0.0045995936	0.024179919	0.7168042	0.17896196
m	0.008865974	0.013311561	0.0007769746	0.0033183957	0.012656986	0.7327936	0.22827649
à	0.09340847	0.007965422	0.008965165	0.0039885323	0.02931474	0.54514956	0.3112081
i	8.2740145e-05	0.00094640884	0.0006224834	0.0017590187	0.07168102	0.74256825	0.18234003
</S>	0.0009283739	0.012667705	0.0058546644	0.01205365	0.16004908	0.56267905	0.2457675
