 	quest	anno	che	viene	mangio	quanti	voglio	</S>
f	0.95769393	0.036995776	0.00025991487	0.00019435097	0.00019180647	6.304636e-05	0.0005629968	0.004038108
è	0.6375304	0.18393776	0.010112305	0.045664247	0.0069184853	0.0034298813	0.0016957783	0.11071121
o	0.4273466	0.5664688	0.00065693597	0.0021660724	0.00021755975	7.177655e-05	0.00082088966	0.0022514127
p	0.19431661	0.56897557	0.05567941	0.006914332	0.0068965773	0.0036873375	0.0046887486	0.15884142
p	0.01182398	0.08860453	0.021950535	0.09707427	0.013135482	0.018370064	0.009124481	0.7399166
ò	0.026964635	0.9575912	0.010444107	0.0017909174	0.0019188971	1.63076e-05	0.00010299016	0.0011709239
r	0.02068249	0.85099167	0.09556649	0.017449588	0.00841154	0.00019205669	0.0027521807	0.0039540213
k	0.044382975	0.37069204	0.065095805	0.2947148	0.06674662	0.0070857503	0.0052278293	0.14605409
e	0.017865093	0.6312253	0.2644958	0.054090463	0.031741317	6.811601e-05	0.00015614736	0.00035778608
t	0.014958023	0.056899216	0.8517109	0.03778415	0.03120664	0.0022152807	0.0018690265	0.0033567355
e	0.006402281	0.07592654	0.040629156	0.622046	0.07272735	0.034150526	0.009923254	0.13819493
e	0.02130578	0.011946184	0.28105667	0.1337156	0.459409	0.052167494	0.012560321	0.027838985
t	0.0059162355	0.008726984	0.033333827	0.067309216	0.4774215	0.19965126	0.042350985	0.16528995
r	0.0034140942	0.006456398	0.0030653984	0.22595914	0.120544985	0.036881573	0.05252625	0.5511522
ò	0.015004733	0.004638578	0.008936414	0.06617464	0.5158861	0.20045626	0.08324321	0.10565998
o	0.0018688837	0.005732145	0.0018392901	0.040891618	0.48566595	0.08286205	0.33907825	0.04206178
p	0.0020602911	0.008919283	0.0026024634	0.035727624	0.6495672	0.12686987	0.09922788	0.07502546
ò	0.009008179	0.008855867	0.0023501236	0.03725993	0.23779008	0.16458191	0.05591351	0.48424035
s	0.0010715661	0.0029147165	0.0008459116	0.0041412846	0.021033587	0.036239747	0.86119354	0.07255965
s	0.007718912	0.0064373305	0.0020594103	0.016625771	0.12559053	0.11313592	0.22142743	0.50700474
a	0.04171216	0.00475688	0.002793949	0.0026432127	0.035894882	0.095956594	0.73431545	0.081926815
t	0.013395835	0.0034169494	0.003840677	0.0013899653	0.0026234414	0.007073342	0.8036823	0.16457741
è	0.001180486	0.0054846657	0.0007191243	0.015121971	0.0062005543	0.07885301	0.52092797	0.37151226
l	6.155608e-05	0.00053325313	4.481209e-05	0.0013404052	0.0007349467	0.001502721	0.9608531	0.03492923
o	0.0003066017	0.0013254259	0.0001323735	0.0070151617	0.008398741	0.027959272	0.6792575	0.2756049
</S>	0.010474081	0.0038784272	0.003649228	0.0017645672	0.0014358832	0.0020782584	0.49151698	0.48520258
