 	che	sapeva	che	non	può	fare	il	bagno	</S>
k	0.9365137	0.0011590396	0.0006073492	0.00011748999	0.00074509345	0.00048663383	0.0001678997	0.009192709	0.05101004
a	0.8552374	0.020664154	0.019887045	0.0029434736	0.012031312	0.007676237	0.008835294	0.009933343	0.0627918
ì	0.13320148	0.80951625	0.017697398	0.016626557	0.009453437	0.0030883113	0.0015322398	0.00061381893	0.008270537
s	0.026382122	0.20777434	0.08016207	0.039602708	0.058896318	0.034008935	0.1005055	0.19997829	0.25268972
s	0.19568352	0.23905486	0.013434588	0.044970956	0.09671438	0.047516644	0.014146623	0.025841251	0.32263714
e	0.086371616	0.8138431	0.017777208	0.019088533	0.039320197	0.01563908	0.00482956	0.0012988076	0.0018319285
r	0.0083822375	0.6531541	0.2294991	0.054004513	0.029399922	0.012378652	0.0062826304	0.001595248	0.005303677
e	0.0075315554	0.10036825	0.03692998	0.08428116	0.20203179	0.034152225	0.022811998	0.040672503	0.47122055
k	0.0052774046	0.19069909	0.4488252	0.20009258	0.086539045	0.036055237	0.016522592	0.004003864	0.011984974
a	0.12118585	0.07423498	0.18682952	0.06387979	0.117246225	0.024663014	0.038724698	0.014628095	0.35860786
e	0.003943139	0.046199355	0.24993011	0.34160355	0.22333413	0.09943456	0.025315592	0.0027791774	0.007460355
s	0.0070376764	0.019412607	0.087317586	0.15455522	0.15212882	0.09115415	0.40667197	0.026472393	0.0552496
ò	0.0003916294	0.00090340636	0.0012092326	0.013500473	0.6020697	0.049457807	0.05268915	0.053734038	0.22604458
z	0.00044912918	0.0014526495	0.0027834577	0.10132051	0.56033134	0.22465351	0.07296225	0.021997167	0.014049966
i	0.008671272	0.0070718955	0.028982218	0.07651857	0.55574477	0.053771395	0.018658154	0.03832043	0.2122613
k	0.0048322342	0.008517261	0.012258143	0.068500236	0.2394901	0.3995359	0.25822672	0.0054873484	0.003152063
à	0.10168258	0.030038144	0.0397951	0.048096493	0.21480493	0.08788094	0.14957793	0.04725113	0.2808727
i	0.0014935166	0.0030996476	0.0006234085	0.014567067	0.25203866	0.4279254	0.1931782	0.05882872	0.048245363
o	0.0031027154	0.0076391124	0.0025251396	0.007940785	0.049494915	0.1103877	0.6920322	0.066846915	0.060030486
b	0.0018716863	0.0055025616	0.0022957937	0.0029721768	0.012715588	0.022665048	0.8334221	0.06472973	0.05382525
à	0.06262811	0.025490908	0.011458718	0.008450773	0.1337859	0.041767966	0.23642457	0.05361272	0.42638037
g	0.0024621398	0.0017159139	0.00027671715	0.0023673628	0.08768537	0.04954606	0.09001346	0.54414177	0.22179122
n	0.0152130835	0.013137931	0.0035215283	0.0031733392	0.013561051	0.019532103	0.19386436	0.24934183	0.4886548
o	0.0024921221	0.00066537346	8.479693e-05	0.0007098972	0.011604324	0.02481967	0.016746074	0.7227829	0.22009487
</S>	0.020688228	0.008037652	0.003426456	0.002820381	0.0129673695	0.007207564	0.0058264416	0.690262	0.24876392
