 	ora	io	sto	studiando	di	di	imparare	di	diventare	maestra	</S>
à	0.98977345	0.0026875196	0.00028567886	4.9758437e-05	0.00012982734	0.00016468532	0.00019185957	0.00020891825	0.00050249975	0.00037162102	0.005634172
r	0.5730251	0.26218557	0.0023294026	0.0019079307	0.0010846684	0.0017936892	0.0025828646	0.0008597413	0.0022360687	0.0050164075	0.14697851
t	0.031859558	0.4851391	0.048210774	0.02761246	0.008206381	0.008381301	0.016216513	0.004317182	0.0032548076	0.010359889	0.35644212
e	0.34141538	0.5668774	0.06371675	0.014865233	0.0019720483	0.001489911	0.0020278427	0.00070458424	0.0002079746	0.00011757527	0.006605314
n	0.027096095	0.72477686	0.07549257	0.16784756	0.0023056446	0.0008132232	0.00028222002	6.2814e-05	1.0004443e-05	4.118688e-05	0.0012718925
a	0.0038520806	0.4435564	0.047542427	0.015555377	0.012302289	0.014546658	0.016075889	0.0071985256	0.009370627	0.0007082672	0.4292915
i	0.009687566	0.616412	0.29987007	0.06339084	0.004145022	0.0017934539	0.00090686954	0.00032585993	6.165783e-05	0.00016867885	0.0032379527
v	0.00647238	0.073263615	0.12745547	0.5766591	0.029934917	0.021316962	0.024178194	0.0049312175	0.0020780356	0.00578865	0.12792145
ò	0.0026891173	0.0010639514	0.05732329	0.5937568	0.028572088	0.011590555	0.03663802	0.011922267	0.0064870515	0.050200604	0.1997563
s	0.003029232	0.15289614	0.70952827	0.09611915	0.020060137	0.008546489	0.0034317807	0.0012000004	0.000721314	0.0009208043	0.003546635
t	0.0019220561	0.026946094	0.13831237	0.07886591	0.010666033	0.0074074278	0.019438403	0.00731136	0.0053467643	0.027126813	0.6766567
e	0.0016236017	0.019493852	0.91124547	0.037414383	0.015531756	0.003985894	0.0055015935	0.0025867836	0.00086247176	0.00034676495	0.0014074101
s	0.0020561789	0.0022149363	0.19672416	0.6577753	0.09853274	0.024201354	0.011207897	0.0031617125	0.0007137805	0.00050953246	0.002902455
t	0.00053625565	0.009245439	0.02667737	0.20886257	0.07290524	0.061344374	0.065421805	0.026111843	0.040885024	0.0037570782	0.484253
u	0.00014234646	0.00041274467	0.019655582	0.8705749	0.052004434	0.019759892	0.025795314	0.0046125203	0.0013143031	0.0014265619	0.0043013985
d	0.0007330126	0.00041181088	0.0062701358	0.8218463	0.11241037	0.036549184	0.013944523	0.0032077539	0.00084188994	0.0006109898	0.0031740265
i	0.0015223617	0.000857067	0.0137815075	0.7084175	0.033018906	0.017408505	0.04258705	0.01061834	0.006683377	0.014734781	0.15037061
