 	è	che	stanno	ancora	svegli	</S>
è	0.9890476	0.0024168268	0.0003294832	0.0003095173	0.00036220936	0.0075343973
n	0.58789223	0.013871941	0.003645979	0.0035936083	0.029336764	0.36165953
a	0.36366796	0.29279634	0.1303863	0.0027484102	0.009840962	0.20056
s	0.44523472	0.535008	0.016658457	0.0016222971	0.000109567525	0.0013669824
t	0.04836133	0.05609997	0.17851119	0.002074261	0.00082595233	0.7141273
a	0.21643977	0.61087537	0.1479632	0.017089985	0.0036193475	0.0040123165
t	0.021389581	0.32923433	0.39354792	0.22488303	0.016045315	0.014899816
ù	0.020149134	0.0041331737	0.17740466	0.003138481	0.0031433455	0.79203117
n	0.025024353	0.017229242	0.815032	0.07127779	0.02365031	0.047786284
e	0.0013875614	0.0088175945	0.74022657	0.058671243	0.0055250707	0.18537194
a	0.0029594034	0.011012171	0.2754081	0.6992157	0.008078836	0.0033258875
n	0.0038995817	0.020999394	0.042860176	0.48466146	0.15596232	0.29161698
k	0.001960754	0.00038487298	0.014028475	0.001417634	0.0018386567	0.9803696
ò	0.14740878	0.013054483	0.8162808	0.009512531	0.0010444397	0.0126990415
r	0.12867747	0.036898393	0.8126911	0.008649595	0.0018437341	0.011239742
a	0.022209192	0.011221149	0.17783262	0.7501005	0.014513549	0.02412289
a	0.06904814	0.108266294	0.05340243	0.7219884	0.026361652	0.020933026
t	0.002660994	0.014946232	0.01518596	0.16246222	0.65191466	0.1528299
s	0.0008186218	0.000287711	0.0031963498	0.00092834135	0.0061224503	0.98864645
ù	0.03288848	0.024371771	0.07741492	0.15468957	0.55810606	0.15252912
n	0.00021830646	5.7944508e-05	0.004340129	0.005306229	0.93125176	0.05882561
n	0.0018405291	0.0021647061	0.013895303	0.015545849	0.1199069	0.8466467
i	0.09752582	0.08302	0.22578931	0.028177472	0.15787154	0.4076159
t	0.0016755193	0.0040405034	0.013338629	0.024951681	0.8525788	0.10341485
i	0.0004931832	0.00074963446	0.0028269629	0.0010867413	0.24200113	0.75284237
</S>	0.023896892	0.033054125	0.10778063	0.014934453	0.1316011	0.68873274
