 	cosa	fa	Anna	il	sabato	mattina	</S>
t	0.8902828	0.023721552	0.0021885815	6.3736414e-05	0.00092976843	0.062343013	0.020470504
i	0.49180272	0.12510878	0.048751775	0.018619068	0.0016257365	0.011239876	0.3028521
k	0.3410652	0.5486158	0.024331361	0.004268681	0.0018210295	0.0053240512	0.07457398
à	0.06283249	0.23352629	0.22657903	0.0625599	0.004014736	0.01945376	0.39103374
n	0.008613844	0.9807751	0.008781689	0.00047286635	0.00020199185	0.00020765938	0.00094678986
n	0.13764249	0.08626716	0.107427925	0.036416836	0.0018159532	0.011321882	0.6191078
i	0.052995212	0.85754544	0.07491698	0.012571403	0.0016610916	0.00012589806	0.00018390859
e	0.009680798	0.5383774	0.3691915	0.059848066	0.01707517	0.001955919	0.0038711599
A	0.0026883152	0.06654625	0.3984397	0.21882744	0.059443854	0.025027096	0.22902732
n	0.0011337559	0.10738173	0.51258457	0.113268495	0.15449359	0.061504718	0.049633212
n	0.00071833143	0.0144051155	0.27638903	0.07620913	0.004807516	0.009130644	0.6183402
a	0.00042994117	0.008808109	0.4799522	0.48081037	0.026447162	0.0007631449	0.0027891304
o	0.006187857	0.014240999	0.38244385	0.46302724	0.12465216	0.0034087284	0.0060390676
s	0.000651428	0.0077663735	0.0710741	0.5388339	0.24646842	0.030588608	0.10461713
à	0.00091509067	0.002496955	0.04380678	0.09039584	0.04194888	0.015393457	0.805043
m	0.0006631695	0.009022567	0.24100001	0.25203276	0.37575752	0.06884662	0.052677304
b	0.0053489404	0.0046827192	0.22634372	0.19138996	0.043039933	0.028723076	0.5004716
a	0.00431267	0.0021296293	0.41684985	0.3291148	0.24258702	0.0020741988	0.0029318645
p	0.011176372	0.0108042015	0.050974388	0.24129847	0.6615394	0.015654374	0.008552885
o	0.008531895	0.006437529	0.024670744	0.27475747	0.03920493	0.04901509	0.59738237
r	0.056060024	0.06160202	0.10700565	0.13864745	0.27780178	0.23350126	0.12538183
n	0.00046475654	0.0027939803	0.011858691	0.020275054	0.05373823	0.061640214	0.84922904
ò	0.0063366643	0.0077669765	0.062506534	0.033545323	0.21828973	0.44629866	0.22525616
</S>	0.00010042487	0.002494749	0.009917944	0.007241363	0.015550721	0.8654508	0.09924392
