 	è	facile	che	stanno	ancora	svegli	</S>
è	0.8373894	0.14958516	0.0002509241	0.00038738255	0.00058617716	0.0009523854	0.010848474
f	0.16132268	0.6952637	0.0018583839	0.00054598	0.0014661571	0.009514658	0.1300284
à	0.026068373	0.77031344	0.055355523	0.023682093	0.0017834705	0.007625205	0.115171894
c	0.012410798	0.9685656	0.017796196	0.00086248055	0.000102216836	3.0266401e-05	0.00023257734
i	0.66303384	0.11928425	0.015333974	0.031684227	0.04297883	0.009710358	0.117974564
l	0.0020372171	0.842161	0.11133084	0.03672264	0.0072552576	0.00024996776	0.00024316616
e	0.0036844618	0.49888816	0.19075711	0.016312221	0.0059331562	0.0021543335	0.2822705
k	0.012062513	0.30239254	0.53051376	0.103907295	0.045835886	0.0013682174	0.003919704
a	0.012788031	0.118518695	0.13165686	0.21091934	0.13457808	0.016271753	0.3752673
s	0.016967488	0.06897748	0.3225733	0.44213128	0.13994908	0.0031952495	0.0062061087
t	0.0020549633	0.029725388	0.063865244	0.19954967	0.004350918	0.003907151	0.6965466
è	0.012230022	0.013386194	0.054770082	0.7301375	0.13278253	0.039309405	0.017384287
o	0.00072945084	0.013403207	0.020035064	0.69930017	0.16343778	0.06867578	0.03441859
n	0.0017166019	0.0073952004	0.012510855	0.3159953	0.46198592	0.13454612	0.065850005
e	0.0007838275	0.008607533	0.0019553788	0.1170174	0.0043526897	0.015140209	0.852143
a	0.0071226163	0.010204856	0.009299304	0.2077361	0.6387611	0.10055171	0.026324281
n	0.0011584603	0.017610997	0.0101841455	0.09375067	0.22143735	0.31306016	0.34279817
k	0.0005277773	0.0044571343	0.00076198566	0.03319561	0.0018120274	0.0061208736	0.95312464
ò	0.23418148	0.019508917	0.023200756	0.5289459	0.054201722	0.017676348	0.12228487
r	0.26448575	0.05639729	0.068979405	0.559559	0.005374456	0.002528642	0.042675517
a	0.06892953	0.0072268154	0.0098064	0.16448219	0.680118	0.016861167	0.052575875
a	0.07271054	0.012519174	0.031479955	0.063119315	0.7505687	0.03997038	0.029631995
t	0.0013762959	0.01475056	0.007405336	0.023262922	0.07799118	0.7282526	0.14696115
s	0.0005021662	0.004208598	0.00060194463	0.0056066355	0.0013521505	0.008810959	0.9789176
ù	0.017166447	0.009735026	0.00873025	0.043353952	0.09303346	0.62415916	0.20382173
n	5.1305982e-05	0.0029621518	0.00015336928	0.0043854234	0.003469923	0.88642204	0.10255577
n	0.0019714048	0.0044511706	0.0007451902	0.004936347	0.009036054	0.1267071	0.8521527
i	0.08708644	0.058422036	0.09078895	0.10926108	0.013839815	0.10711019	0.53349155
t	0.000899183	0.008891883	0.002309065	0.018293673	0.015884016	0.7810651	0.17265704
i	0.00047999935	0.0032403034	0.00039491654	0.0014801244	0.0023472914	0.32810077	0.6639566
</S>	0.031240907	0.042009898	0.018145852	0.058380116	0.011894713	0.111866675	0.7264619
