 	perché	aveva	lavorato	molto	</S>
j	0.7205684	0.11386444	0.010563691	0.025621783	0.12938172
a	0.9291952	0.04736103	0.00058257085	0.00062374194	0.02223749
t	0.99647826	0.0026073777	4.8792775e-05	4.122886e-05	0.00082428916
ì	0.7723142	0.2173756	0.0010473204	0.0009921383	0.008270788
ì	0.7152986	0.2787366	0.0043324954	0.0010442389	0.0005881176
c	0.44829625	0.47755033	0.045929354	0.020407245	0.007816703
h	0.46093085	0.15055862	0.033987932	0.048055295	0.3064672
e	0.029663214	0.77642256	0.19194596	0.0013535419	0.00061467243
p	0.06506175	0.46961722	0.4241301	0.015106032	0.02608498
o	0.0141065875	0.17368229	0.23990977	0.11609856	0.45620278
l	0.092966326	0.058627587	0.69923615	0.09853738	0.050632607
e	0.002264244	0.23727398	0.47140697	0.1764135	0.11264125
m	0.003665539	0.008737706	0.8391823	0.10465385	0.043760598
ì	0.008730992	0.091982834	0.41802126	0.22624463	0.25502026
s	0.00062568	0.005012919	0.72773606	0.23193312	0.034692246
o	0.0023069005	0.022719573	0.57813406	0.23364742	0.16319202
n	0.0021707814	0.0023294839	0.114890315	0.8042244	0.07638502
t	0.008323098	0.016466632	0.038514473	0.29873192	0.6379639
a	0.016078161	0.004174697	0.029123314	0.59663206	0.35399175
p	0.001898268	0.0019758	0.008934216	0.846261	0.1409307
o	0.026337294	0.022047415	0.10545231	0.41676342	0.42939955
d	0.0015815293	0.0015889734	0.008619845	0.8864434	0.101766236
d	0.015089732	0.019239012	0.044671636	0.60039985	0.32059976
h	0.0012165528	0.0020710845	0.012461611	0.8944539	0.08979688
ì	0.019526681	0.009298089	0.064451665	0.7895364	0.11718714
</S>	7.333192e-05	0.00052262144	0.0042457897	0.9252298	0.069928415
