 	è	che	stanno	ancora	alzati	</S>
è	0.9906427	0.0018110197	0.00014300668	0.00029323596	0.0023041184	0.004805968
n	0.5404148	0.010276206	0.0023102695	0.0026971898	0.13483448	0.3094671
a	0.24532469	0.26889566	0.13819885	0.002178971	0.078723416	0.2666784
s	0.4656665	0.51522785	0.016337065	0.0017289731	0.00033323918	0.00070630416
t	0.04501456	0.063814215	0.26814806	0.002085687	0.040064696	0.58087283
a	0.13204712	0.6366172	0.20459954	0.021228254	0.00022089959	0.0052870233
s	0.024034115	0.2904679	0.37041825	0.3031618	0.00075935543	0.01115868
ù	0.012241743	0.0035067894	0.21542986	0.0025488604	0.051434007	0.7148388
n	0.031518232	0.020930694	0.8016412	0.092907526	0.012755411	0.040246937
e	0.0013160768	0.0082473485	0.70317394	0.05334487	0.010896783	0.2230209
a	0.0036056736	0.010778298	0.18101987	0.8003398	0.001743949	0.0025124135
n	0.004380104	0.021202203	0.032793596	0.40993735	0.22739875	0.30428797
k	0.0016038723	0.0004351749	0.0098001845	0.0009514871	0.14141427	0.845795
ò	0.16298328	0.028014783	0.75667876	0.010951935	0.004710333	0.03666092
r	0.16807826	0.059605714	0.75024694	0.010041529	0.0068391915	0.005188328
a	0.01675428	0.0106476685	0.11864131	0.806154	0.001959819	0.04584301
o	0.074093066	0.11824815	0.03767616	0.7292909	0.017913157	0.022778552
r	0.003013031	0.015697585	0.017090637	0.13019684	0.61050063	0.22350124
t	0.00038575876	0.000237942	0.001611543	0.00053219736	0.14023352	0.85699904
ì	0.059997473	0.05463458	0.1200898	0.08864989	0.26232573	0.4143025
</S>	0.0005120838	0.00017605939	0.009178051	0.014109879	0.77431756	0.20170636
