 	ora	ho	finito	di	scrivere	</S>
à	0.98360026	0.0003271998	0.00052256644	0.0001656322	0.00049422594	0.014890019
r	0.5882344	0.027606785	0.041679576	0.021404248	0.05308875	0.2679862
t	0.059159458	0.36903504	0.1487612	0.009490316	0.031425435	0.3821286
e	0.20409966	0.77533406	0.009056105	0.0075156474	0.0002995414	0.0036950633
s	0.027781684	0.8760996	0.045336574	0.034608103	0.00066706416	0.0155070145
p	0.010376579	0.1764489	0.033773087	0.01066729	0.017815685	0.7509185
ì	0.0094078705	0.33256114	0.5257783	0.005781937	0.023431187	0.10303958
c	0.0047491565	0.6231633	0.3038603	0.026715823	0.0045069424	0.037004508
c	0.015680686	0.5056902	0.12663107	0.009525095	0.011749747	0.33072317
e	0.014281238	0.5258895	0.43312818	0.024466524	0.00082485896	0.0014097509
t	0.009682306	0.057517536	0.20343636	0.6584524	0.011210741	0.059700646
s	0.003127801	0.015871247	0.018166304	0.11639564	0.11441823	0.73202074
a	0.008434525	0.023095252	0.020035615	0.75421584	0.074582815	0.119635954
t	0.0029601376	0.009261963	0.012119745	0.721523	0.14283139	0.11130378
s	0.0038101482	0.0043259123	0.0026361886	0.12662452	0.18978208	0.6728211
e	0.010795195	0.015914738	0.041733116	0.3135281	0.29986584	0.31816307
g	0.0023694378	0.009683974	0.01464827	0.23682393	0.5391301	0.19734426
r	0.002598419	0.0071007735	0.0057672914	0.11997604	0.26988176	0.5946758
à	0.01325429	0.007201108	0.047025062	0.025933323	0.6845063	0.22207993
t	9.0225425e-05	0.0014741517	0.013021651	0.018315671	0.754289	0.21280932
s	0.001905548	0.0035385992	0.008550636	0.0044485764	0.1689496	0.8126071
i	0.047208197	0.0143085765	0.030848045	0.007036493	0.436521	0.46407765
</S>	0.003198864	0.010916607	0.029710803	0.008477435	0.47189033	0.475806
