 	voglio	che	Maria	viene	domani	</S>
t	0.8969938	0.045382865	0.005142108	0.025239544	0.0066006114	0.02064107
è	0.36763987	0.016135365	0.48919532	0.045908745	0.023210032	0.05791073
l	0.8136427	0.0064860187	0.0042374353	0.020284772	0.008175391	0.14717366
o	0.08963582	0.04647762	0.023283966	0.0075005065	0.009646726	0.82345533
e	0.118095815	0.84624505	0.031020463	0.00068561075	0.00014293267	0.0038101403
M	0.022987124	0.037553217	0.7000742	0.023393003	0.034415867	0.1815765
a	0.06320432	0.013535347	0.58061886	0.28330597	0.052124336	0.007211083
r	0.030936897	0.0071462123	0.91915214	0.030637147	0.0022718653	0.009855685
ì	0.024136681	0.04110581	0.7987934	0.083130114	0.044530306	0.008303804
a	0.20385042	0.019254098	0.42637274	0.30097073	0.02753373	0.022018353
n	0.006521912	0.015484939	0.86459243	0.09209265	0.016478095	0.004829947
a	0.016012585	0.0064021912	0.07931534	0.06940082	0.11416956	0.7146995
r	0.20409282	0.10461043	0.4311172	0.11828692	0.048453763	0.09343886
t	0.012211383	0.0066945287	0.016835213	0.06651633	0.14537865	0.7523639
i	0.8534494	0.047493163	0.01272132	0.014547502	0.006900603	0.064888105
à	0.27603847	0.26314276	0.11849604	0.05766368	0.124152176	0.1605068
v	0.0005607349	0.00049159885	0.0038025966	0.109741025	0.8355352	0.0498688
v	0.0032426142	0.0076359985	0.007715826	0.020203315	0.299389	0.6618132
r	0.4595836	0.09266405	0.0037716627	0.0088458145	0.03271443	0.40242046
i	0.8594525	0.0484934	0.0018681977	0.0026883476	0.006175624	0.081321985
</S>	0.33280176	0.05546492	0.020475553	0.0026954922	0.0032164664	0.5853458
