 	tu	le	hai	cucinati	le	verdure	</S>
e	0.9653815	0.021680122	0.0033413253	3.386252e-05	2.9531528e-05	0.00021092423	0.009322763
s	0.58104306	0.37244207	0.0017335751	0.00038257593	0.00023668297	0.0020996996	0.04206233
ù	0.013549956	0.17563687	0.5497153	0.04054317	0.011610683	0.049350914	0.1595931
t	0.05459376	0.75413054	0.18951577	0.00027551135	0.00010312599	0.00013423394	0.0012470613
a	0.044449504	0.5988644	0.16179898	0.010435892	0.0014798801	0.04737014	0.13560124
m	0.017471656	0.76171494	0.102918126	0.102352545	0.008698485	0.000638233	0.0062060067
à	0.0019255824	0.005736411	0.4485501	0.015590817	0.001434862	0.40826988	0.1184924
r	0.020755265	0.052769687	0.6973124	0.113317795	0.009032262	0.0098981885	0.09691439
e	0.000584573	0.0018356389	0.713181	0.03395134	0.0019650154	0.1484602	0.10002216
t	0.027170079	0.015777921	0.031035537	0.64017916	0.08532792	0.0828434	0.11766598
s	0.00091788225	0.0043380875	0.0056472966	0.04430277	0.051690374	0.25130042	0.64180315
e	0.026431136	0.01265511	0.018918471	0.060106263	0.07616934	0.2120255	0.5936942
t	0.012945533	0.008290579	0.00877344	0.019530904	0.14255041	0.261828	0.5460811
a	0.00017675717	0.00066344684	0.0018442494	0.006064039	0.19302619	0.42639652	0.3718288
l	0.016571533	0.010496204	0.017780593	0.0068957335	0.11885599	0.19029467	0.63910526
à	1.3850555e-05	3.2887805e-05	0.0028794478	0.0017877873	0.37371334	0.51072615	0.11084651
c	6.288279e-05	0.0001386481	0.007328937	0.0029746448	0.24211201	0.56886154	0.17852135
h	0.0029871662	0.0017942964	0.035734843	0.003692776	0.09538693	0.59286004	0.267544
a	0.005660727	0.0031402418	0.0005726293	0.001044048	0.015595226	0.7059625	0.26802468
n	0.008871543	0.004029761	0.024677558	0.0021886355	0.0041609	0.19355151	0.76252013
a	0.008398814	0.008418092	0.06892898	0.002339261	0.01168714	0.2637688	0.63645893
</S>	0.009708755	0.007121777	0.012772852	0.0013452463	0.0007345342	0.03870646	0.9296104
