 	aveva	lavorato	tutta	la	settimana	</S>
ì	0.97896695	0.007822378	0.0005118478	5.3599593e-05	0.00036577726	0.012279523
c	0.95651513	0.02393219	0.0030591832	0.0021266392	0.004911477	0.009455192
h	0.53215384	0.20784234	0.029428355	0.008967947	0.020376924	0.20123054
e	0.36244264	0.5939393	0.04159076	0.00042064878	0.0008290309	0.00077752897
p	0.7392911	0.25094447	0.0047564767	0.0017448307	0.00014017923	0.0031228575
o	0.0042460165	0.5812695	0.22080025	0.009342212	0.06843338	0.11590862
l	0.11594899	0.8436601	0.03046402	0.0035431623	0.00069751265	0.005686245
e	0.05232947	0.40375486	0.36786357	0.03879188	0.0820101	0.055250015
m	0.011573631	0.81912446	0.13098168	0.006792772	0.0058976733	0.025629763
ì	0.003081794	0.41336572	0.45539188	0.009410111	0.04136242	0.077388085
s	0.0041532223	0.23510341	0.56395394	0.11215857	0.023753593	0.06087723
o	0.0008628381	0.36688426	0.5390949	0.0035839751	0.04449837	0.045075532
n	0.0027569148	0.026494794	0.33465555	0.5638827	0.039956834	0.032253202
t	0.007700912	0.008208069	0.1419969	0.17766795	0.18484253	0.47958362
a	0.007133871	0.011592962	0.15908955	0.34871915	0.1977158	0.27574855
ò	0.0037076517	0.005754425	0.029581003	0.5940993	0.19825315	0.16860446
l	0.011759424	0.0016028613	0.026023112	0.9100638	0.037366915	0.013183892
i	0.00023101311	0.0008086622	0.19820042	0.59707165	0.16068618	0.043002073
t	0.0011467994	0.0016311605	0.0043202806	0.28823093	0.5645396	0.14013119
i	0.0013250813	0.0010820013	0.008612249	0.30844578	0.40640208	0.27413285
n	0.0018996594	0.0048115887	0.0071702725	0.083150364	0.67618275	0.22678539
a	0.0014534777	0.00081056065	0.0031404162	0.25508916	0.49613577	0.24337064
d	0.0013402064	0.004056985	0.010309313	0.030743718	0.76267505	0.19087471
d	0.0025610775	0.004682763	0.0575447	0.22426294	0.48751906	0.22342952
o	0.0016829245	0.001942584	0.02224001	0.019880908	0.89837027	0.05588328
m	0.0011249763	0.0072159227	0.025913175	0.021659963	0.7466077	0.1974783
à	0.011274763	0.009342259	0.14738499	0.051683936	0.6334378	0.14687622
d	0.00058149145	0.006331078	0.08782704	0.021137713	0.7146423	0.16948038
a	0.0034660834	0.006601111	0.05033068	0.009953	0.78460217	0.14504701
</S>	0.0039554895	0.008159038	0.016337313	0.0055398894	0.6185795	0.34742874
