 	devo	comprare	il	pane	ogni	ogni	giorno	</S>
è	0.99909794	0.00061314617	9.7352795e-06	4.227129e-06	6.121465e-06	1.6381342e-05	1.9782052e-05	0.00023273515
n	0.9923248	0.00078824925	0.0011385612	0.0007714698	0.00039946375	0.00044363426	0.00079800957	0.0033357881
a	0.910776	0.0374604	0.03054944	0.009952504	0.0022136502	0.0011417802	0.0010887029	0.006817456
v	0.98812115	0.0072652847	0.0043290006	4.4442044e-05	9.142823e-06	3.07776e-06	1.1129276e-06	0.00022682946
o	0.016714577	0.007399837	0.13093653	0.26756483	0.2395583	0.14845051	0.13144287	0.057932485
r	0.33607197	0.3253896	0.24809408	0.03045145	0.005826234	0.0019574303	0.0014753663	0.05073392
à	0.8732355	0.025807353	0.061889127	0.008093009	0.0012480929	0.0006693525	0.0011967211	0.027860751
s	0.06655582	0.022264766	0.22926049	0.35697016	0.13215545	0.088635825	0.036093816	0.06806362
o	0.0057869535	0.09134792	0.30845067	0.16294003	0.1043628	0.092179716	0.13481651	0.100115396
o	0.0045589004	0.012465818	0.14731748	0.41692016	0.21332757	0.14964108	0.014898403	0.040870592
t	0.011607932	0.0015891427	0.011243606	0.19430266	0.21312262	0.13907291	0.060355555	0.3687055
s	0.010901447	0.0016081352	0.018264133	0.16500662	0.119952805	0.06864093	0.10023684	0.5153891
o	0.019476932	0.0003454606	0.0029046691	0.19274268	0.33249268	0.3488084	0.090167925	0.013061237
m	0.0028903645	0.00033230902	0.0010101432	0.0776308	0.24139033	0.39765075	0.19889869	0.08019666
ì	0.0011724172	0.00013093953	0.000697329	0.050379228	0.40461415	0.45802465	0.07865332	0.0063279173
k	0.0024757995	0.0012328743	0.0021368368	0.027338417	0.15483394	0.47668839	0.25609246	0.07920122
u	0.0039006292	0.0013227895	0.0017687514	0.0122084245	0.18758614	0.41081664	0.34496316	0.037433457
à	0.005316651	0.0016360038	0.001453339	0.0022201897	0.0047939406	0.05056686	0.8150138	0.11899923
i	7.669344e-05	6.344953e-05	0.0007062027	0.018781107	0.03684179	0.18316841	0.69430625	0.066056125
k	0.00032893225	0.0002653988	0.0007576217	0.0047490424	0.012037781	0.071269244	0.83307016	0.07752178
u	0.001502454	0.0007123929	0.0015498854	0.013019935	0.046681702	0.114130326	0.6690363	0.15336691
à	0.0031387594	0.0012859802	0.002342099	0.004999472	0.0034692173	0.01563139	0.8411002	0.1280328
i	0.0002954714	0.00015245171	0.0034011032	0.055928882	0.037163906	0.07596918	0.72114885	0.10594011
m	0.00022509319	0.0002532703	0.001035483	0.0072309216	0.00935543	0.033930767	0.8980715	0.049897455
è	0.003308474	0.0016535296	0.0033420061	0.024471553	0.03399383	0.039551605	0.6487749	0.24490407
r	0.00094104116	0.00046150683	0.005427479	0.038757328	0.05415662	0.12757094	0.6843887	0.08829631
i	0.00056673965	0.00067801663	0.0010729997	0.024052603	0.068866305	0.11794862	0.76070935	0.026105441
</S>	0.010600039	0.005375677	0.010553991	0.027613312	0.017344557	0.036069542	0.46744525	0.42499763
