 	se	si	era	vestito	il	mio	fratello	l	avessi	portato	con	me	</S>
a	0.85341483	0.002291241	0.0016667249	0.0009583934	0.00016987642	0.0001555866	0.00058988447	0.00010912448	0.00096806715	0.00082431827	0.00059534726	0.0010524465	0.13720411
n	0.0072829514	0.068486094	0.010600958	0.008699465	0.011877945	0.008900472	0.0017050912	0.0065215444	0.0019635663	0.00076423987	0.0006474061	0.006164795	0.8663855
ì	0.00012846984	0.39930484	0.4549891	0.017805282	0.007987093	0.005366609	0.008393039	0.0023628813	0.006766893	0.0018620034	0.00078662875	0.003051317	0.09119588
c	0.00020214204	0.7660837	0.2314619	0.00046845875	0.00054255145	0.0001085986	6.556511e-05	4.3859432e-05	0.00018077849	0.000210893	6.1360784e-05	7.575701e-05	0.0004944533
h	0.008648068	0.32260674	0.14701694	0.0066634384	0.02267164	0.013870366	0.0053652334	0.010180347	0.019623056	0.0057350253	0.00077737286	0.0026889164	0.43415293
e	0.0034831138	0.4535177	0.51906985	0.008801755	0.0030148136	0.00073488965	0.004006341	0.0001381281	0.0019781948	0.0031777192	0.0005727427	0.00028959644	0.0012151762
n	5.846083e-05	0.4735328	0.23042838	0.03896785	0.23692338	0.015658133	0.00070633495	0.0024402312	2.5247109e-05	1.6551143e-05	2.3379504e-05	3.665604e-05	0.0011826132
d	0.00021220221	0.11688009	0.5779562	0.043648727	0.036989424	0.022180589	0.025082441	0.0092242	0.024445554	0.0037344669	0.0018570957	0.0032974195	0.13449161
i	0.004333987	0.2420029	0.25877506	0.05919419	0.011961785	0.008906862	0.05304749	0.00418386	0.040200908	0.18476121	0.016790977	0.07486562	0.040975153
s	0.0004377429	0.07430571	0.34762853	0.43035161	0.11633017	0.017628804	0.005999031	0.0012353201	0.00022421093	0.00020891124	0.00020176935	0.00036986373	0.0050782817
ò	8.949989e-05	0.024348952	0.5512951	0.07162574	0.062103	0.028240118	0.052224252	0.009685782	0.040781602	0.00556834	0.0031488135	0.005265431	0.14562334
n	8.0077756e-05	0.020574529	0.43213838	0.2208821	0.07640342	0.024504565	0.065990046	0.0044174837	0.039188296	0.04061673	0.014432966	0.013034722	0.04773668
t	0.0004887052	0.019484691	0.64254063	0.07335243	0.047106907	0.021937398	0.05810629	0.0024872662	0.02535676	0.017827358	0.00437444	0.007291612	0.07964548
a	1.38954765e-05	0.0020164675	0.17976016	0.23029698	0.104427986	0.052835308	0.3981746	0.004452969	0.012950933	0.006368579	0.0041041537	0.0010821077	0.0035158694
o	0.0005501825	0.0021827398	0.0057543577	0.41654885	0.33329955	0.116842695	0.07683797	0.011066655	0.0034677726	0.0027652846	0.0029868535	0.0024635845	0.02523357
a	1.9799154e-05	0.0015690858	0.0012015853	0.063024916	0.6207838	0.22388306	0.024973702	0.03475167	0.0036625578	0.0017841712	0.0013497693	0.0016962764	0.021299604
d	1.9286097e-05	0.0017492315	0.0014806893	0.03935121	0.55134034	0.24850719	0.052033782	0.051564638	0.010897865	0.005106461	0.0034995093	0.0031177744	0.031332105
e	0.0009445222	0.0021725348	0.005618931	0.053586796	0.4256701	0.17943296	0.050366785	0.032304507	0.08725462	0.030832702	0.0030597618	0.009972885	0.11878289
r	0.000109885965	0.0022898696	0.0018230221	0.08097858	0.30130184	0.33196664	0.1751772	0.0384169	0.027024046	0.018401463	0.008082838	0.0028739208	0.011553705
f	8.998925e-05	0.0010290197	0.009158198	0.014382758	0.10750765	0.06689041	0.27392355	0.014727923	0.23993886	0.02859614	0.00966594	0.027222764	0.20686685
ò	0.00039633107	0.00024319038	0.0014442872	0.036257144	0.08604435	0.058408044	0.37748885	0.007462388	0.1489616	0.1282852	0.03457227	0.04005668	0.08037964
m	1.1493457e-06	5.2471398e-05	0.0012201426	0.0013174594	0.008216174	0.012303018	0.17307062	0.0022657034	0.4726565	0.27512813	0.039501812	0.0059309397	0.008335967
m	0.0019850219	0.00027741023	0.0026877178	0.020295165	0.018887322	0.012544122	0.09779397	0.0024712197	0.18686491	0.2670169	0.030539319	0.13857026	0.22006668
u	0.0021500557	0.0007141039	0.0014122656	0.04057086	0.084214896	0.06406274	0.4401477	0.024999294	0.053553633	0.16817403	0.06460738	0.03118392	0.024209036
o	0.00022116072	0.002452329	0.0017645918	0.033361454	0.026345415	0.12554733	0.41173217	0.08750121	0.09958641	0.06655472	0.068086185	0.010852643	0.06599441
n	2.3593819e-05	0.0016832647	0.0031227358	0.0070892563	0.05162248	0.18057416	0.16953775	0.14022693	0.21832189	0.09711647	0.054037787	0.016835224	0.059808504
ì	5.3304928e-05	0.0005011961	0.0044303583	0.0018437369	0.03798523	0.051774777	0.2566047	0.016339457	0.37049067	0.048181638	0.01557092	0.034558877	0.16166517
c	2.5023104e-07	1.1390838e-05	0.00020170296	2.6836477e-05	0.00010985644	0.00072568934	0.014814591	0.0016704429	0.59716755	0.3224019	0.059396643	0.0018630038	0.0016101211
h	0.00020747914	0.00014777102	0.0008917531	0.0013720632	0.022331238	0.032246225	0.11311467	0.008278578	0.27539408	0.28099585	0.04911816	0.082919516	0.13298252
a	0.0011724526	0.00018306186	0.0001557789	0.0014020208	0.0036439735	0.017765332	0.11534666	0.035974335	0.12192311	0.4442977	0.195312	0.0434729	0.01935059
p	0.0001537674	0.002494567	0.0027903346	0.02413094	0.004144542	0.013564842	0.059493452	0.037902918	0.26699808	0.16916716	0.27515107	0.04093439	0.10307396
à	0.03431756	0.0047402806	0.0021037355	0.015349753	0.06058845	0.09286354	0.066056535	0.06145578	0.046844363	0.11006604	0.0273747	0.18773983	0.29049942
r	3.080586e-06	1.4131263e-05	0.00034514835	0.00010475262	2.3560744e-05	0.000103909675	0.0029168243	0.00019730283	0.4748765	0.3186752	0.17362045	0.020144252	0.008974928
