 	la	pasta	vuole	sale	</S>
i	0.9761248	0.0007515941	0.0009835231	0.0010965393	0.021043591
p	0.9693704	0.015971977	0.0009176506	0.0011206791	0.0126192905
à	0.0014315996	0.0059118997	0.30243737	0.3474474	0.3427718
s	0.35706103	0.57490724	0.061682716	0.001796412	0.004552631
t	0.08723129	0.15785944	0.06638447	0.06335852	0.62516624
a	0.12429646	0.67759115	0.19572894	0.0014667554	0.0009167269
t	0.019797383	0.1210061	0.776608	0.04767651	0.034911964
è	0.0056762053	0.016917486	0.67074984	0.06414351	0.24251294
l	0.0028224415	0.011163176	0.847157	0.10658454	0.03227271
i	0.0004072082	0.011378501	0.7645119	0.07736753	0.14633495
à	0.011826217	0.014057728	0.3637512	0.5018017	0.10856317
l	0.00023294496	0.00059110613	0.026433231	0.9350188	0.037724007
a	4.5242083e-05	0.00014644714	0.0022084764	0.9721158	0.025483986
</S>	0.0021111185	0.00084000686	0.0009278275	0.3265429	0.66957814
