 	l	ho	sentito	quando	veniva	</S>
t	0.8949664	0.09113928	3.6920883e-05	0.0007710102	0.00030898623	0.0127774235
o	0.89979064	0.06845175	0.00075307366	0.0023923411	0.00010357385	0.028508529
n	0.85981965	0.13005486	0.0023099957	0.0004603323	6.691474e-05	0.0072882194
ì	0.021716	0.83632946	0.038093235	0.03003125	0.0021403846	0.07168973
k	0.008963027	0.98362654	0.0020018967	0.004098365	0.00047344397	0.0008366794
u	0.7361627	0.15710638	0.010858964	0.037386138	0.0018585153	0.056627326
s	0.027840074	0.0821047	0.32956958	0.53271264	0.018679101	0.009093857
a	0.046752222	0.114119366	0.19906984	0.3357339	0.011377239	0.29294738
m	0.11557118	0.0043980414	0.034336213	0.715637	0.06305845	0.06699906
ò	0.13693209	0.005676116	0.010869997	0.20431894	0.066927984	0.5752749
t	0.006071435	0.001417324	0.0041665575	0.67039126	0.25356328	0.06439012
t	0.04003143	0.006013112	0.00953754	0.48798314	0.18403834	0.2723965
e	0.0345103	0.002844717	0.009346888	0.48208508	0.4326684	0.03854459
è	0.21114945	0.00075666775	0.0018079214	0.060352825	0.50993335	0.21599971
r	4.8255628e-05	0.0018455375	0.00026603165	0.026369492	0.9275067	0.043964017
k	0.0016791024	0.0014129755	0.0011833187	0.015018378	0.8763744	0.104331754
a	0.017765239	0.003284218	0.0024742465	0.026551628	0.8937342	0.056190506
t	0.42320633	0.0019498063	0.0038841001	0.019532168	0.15516263	0.39626494
o	0.15437013	0.0070002214	0.008478818	0.019705648	0.44219244	0.3682527
</S>	0.19996557	0.0007272809	0.0015491626	0.012041768	0.045193747	0.74052244
