 	è	che	è	entrato	da	qui	</S>
è	0.9963554	0.0018013046	9.1403585e-05	1.3579674e-05	7.985305e-05	0.0006872928	0.0009711487
n	0.8797921	0.0069794552	0.0131648015	0.00051700056	0.006453993	0.01384036	0.07925247
a	0.28766212	0.17661959	0.13295375	0.008289442	0.0048915385	0.026872575	0.36271095
m	0.68629044	0.29215726	0.011517825	0.0076991026	0.0013553425	9.0742345e-05	0.0008892059
b	0.011709784	0.023155935	0.08319803	0.02079329	0.02159923	0.022369161	0.8171746
ì	0.07054196	0.18397607	0.6983009	0.040488083	0.005326862	0.00035838227	0.0010076868
k	0.011601865	0.08898664	0.7454682	0.13837533	0.01516262	0.00025372166	0.00015157436
e	0.043854516	0.0794677	0.33586752	0.19159526	0.13244294	0.008910053	0.20786205
a	0.03694748	0.021790328	0.040804297	0.47512072	0.36626378	0.05268886	0.006384515
p	0.0040840567	0.008512514	0.007137313	0.046099037	0.29970238	0.35265645	0.28180826
ò	0.0022863986	0.003227009	0.006374591	0.025324337	0.04038016	0.23528162	0.6871259
t	0.0019284878	0.00086060143	0.0028109793	0.0068293153	0.060684998	0.86164576	0.06523988
t	0.0024043461	0.002630265	0.009182856	0.049220137	0.038698304	0.33464682	0.5632173
u	0.04363129	0.016250018	0.014512879	0.017468508	0.05625811	0.8130886	0.03879058
</S>	0.010496799	0.010143281	0.0023384586	0.003032546	0.0069857636	0.6814138	0.28558928
