 	i	bambini	non	possono	mangiare	il	gelato	prima	che	che	mangiano	</S>
t	0.9428779	0.037440237	0.00017644497	0.0004225951	0.0001948454	6.9219124e-05	0.0047050267	0.0005513114	7.765522e-05	6.498481e-05	0.00073008554	0.012689684
a	0.90156025	0.06909858	0.00086226617	0.00054662605	0.0010439233	0.0010448964	0.005341104	0.0018277421	0.0010461109	0.0007632118	0.00066056335	0.016204624
p	0.029832693	0.9240025	0.0146146845	0.0069353576	0.0032019643	0.0026786497	0.0069026686	0.008236888	0.0002499865	0.00019083104	0.00014156036	0.0030122243
e	0.1315213	0.028882748	0.08727563	0.2068795	0.0527594	0.021233184	0.3632182	0.008549685	0.0010527053	0.0007302301	0.015612845	0.08228466
d	0.00020736971	0.9606449	0.02346537	0.012317708	0.00145635	0.0005224213	0.00090442953	0.00029954477	1.6857246e-05	6.354317e-06	2.2709379e-05	0.00013591819
ì	0.32682845	0.08518763	0.032049708	0.029469931	0.022801608	0.016343448	0.38747582	0.018654546	0.0012999581	0.0012397333	0.00868066	0.06996856
a	7.0027076e-05	0.8812277	0.07236004	0.039309576	0.0043972996	0.0012760347	0.00019327058	0.0005221621	5.7775287e-05	3.0886476e-05	0.000121006204	0.00043432915
e	0.0040069087	0.24353476	0.4736956	0.0832526	0.04214273	0.019938573	0.049532376	0.07076211	0.0011704086	0.0012574897	0.0026143903	0.008092072
s	0.0071468386	0.03870267	0.229033	0.17510796	0.17871855	0.061474144	0.061081808	0.1983089	0.008255911	0.012975843	0.010409592	0.018784903
ò	0.0008584436	0.009293198	0.015209284	0.45628768	0.16730054	0.036760185	0.025114281	0.009410117	0.012686061	0.015023118	0.07411239	0.17794475
z	0.000386892	0.07459584	0.29205912	0.48665264	0.101043835	0.018394895	0.010941031	0.00636617	0.0011679629	0.0008463911	0.0026710983	0.0048741577
u	0.0072047682	0.01526862	0.18136327	0.29030553	0.05709056	0.015427519	0.23202989	0.006260447	0.00060262857	0.0009331878	0.02923293	0.16428061
n	0.00021739083	0.0016928501	0.047052532	0.2589805	0.35377753	0.24643561	0.07887707	0.008220763	0.0023794735	0.0019299098	0.00020129193	0.00023513581
e	0.0010052162	0.007864481	0.011588202	0.39447492	0.3401253	0.08281387	0.029281769	0.021280574	0.014730702	0.008973095	0.0111386385	0.076723255
f	0.0016815483	0.0010697938	0.007277411	0.20006697	0.5677814	0.16193607	0.046551585	0.0074043116	0.0010051344	0.0011079701	0.0011078248	0.0030100092
à	0.000401067	0.0044515217	0.0037242875	0.22408222	0.52268267	0.108006336	0.020882824	0.017635576	0.012116195	0.009860397	0.01710278	0.059054155
i	0.0001580013	0.0012352722	0.0070278887	0.30611283	0.52241933	0.11479822	0.0061438624	0.0065133856	0.0038402197	0.0061625754	0.014615786	0.01097266
t	0.0006285186	0.0006389621	0.0046470272	0.048272938	0.6152673	0.22611387	0.0649015	0.027962731	0.0021143449	0.0033882002	0.0024085469	0.00365608
o	0.00022177715	0.0025084564	0.0010697063	0.04588069	0.5986237	0.2008542	0.018309891	0.01714742	0.0135812815	0.016407724	0.025323471	0.060071733
g	0.0009351467	0.00094220263	0.0020615447	0.010226711	0.35306945	0.5091717	0.07421368	0.028746242	0.0047647543	0.0059944354	0.004271253	0.005602844
e	0.012536453	0.0010654094	0.0026497068	0.03426565	0.21817172	0.07798933	0.4396636	0.03514876	0.0018278803	0.005646453	0.04933317	0.121701896
l	0.0012936789	0.0012368327	0.0027257886	0.013244296	0.32734954	0.5785577	0.02768653	0.021716667	0.0055719265	0.006205976	0.0066442667	0.007766738
à	0.00012545707	0.0010853766	0.00020283608	0.014571831	0.19689728	0.14583085	0.048047185	0.012868268	0.04009878	0.13081534	0.2587702	0.15068662
o	0.000117710704	0.0010122973	0.0014221137	0.032259766	0.25114194	0.36248377	0.018055543	0.011409522	0.028311512	0.06199503	0.16876563	0.06302509
p	0.00024885818	0.0016248127	0.0040283822	0.02376765	0.21663645	0.41060454	0.12673257	0.04031151	0.01549224	0.03412591	0.08011055	0.046316393
r	0.017684175	0.001192747	0.0027984376	0.005112966	0.04233984	0.04280593	0.658375	0.044397973	0.0014448187	0.004215525	0.06630994	0.11332263
ì	0.0027207742	0.005037865	0.00386735	0.07737729	0.112708606	0.3531951	0.011737307	0.029057067	0.02720246	0.022000944	0.18257679	0.17251843
t	0.00013357119	0.0011105803	0.0014616676	0.013774189	0.019260509	0.068789355	0.076528415	0.018433888	0.04277049	0.09318941	0.5479639	0.116584
a	0.0012628542	0.00025455325	0.0010417042	0.004696433	0.007546462	0.010023941	0.07652706	0.0035030376	0.0009773446	0.00346467	0.42007717	0.47062477
k	0.0032763996	0.0013467171	0.0031243593	0.007488554	0.024606064	0.09389343	0.3305982	0.18977426	0.013712339	0.009699456	0.24434225	0.07813801
a	0.026493978	0.0015981538	0.0062848045	0.0076729828	0.015163701	0.022485254	0.5898833	0.028321529	0.001316829	0.0036422114	0.123906545	0.17323065
n	0.006598254	0.0046655047	0.0065129483	0.04957141	0.054075014	0.07987757	0.010980486	0.04259595	0.009898156	0.006145864	0.5322308	0.19684806
